I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
345,979,671,-677,-162,810,-528,-387,297,737,881,692
340,962,648,-661,-141,798,-543,-389,312,734,895,679
324,918,574,-657,-123,775,-506,-357,280,694,856,640
313,848,559,-590,-117,718,-451,-344,239,637,797,594
267,756,501,-519,-113,629,-414,-306,228,584,711,531
219,659,432,-454,-108,551,-373,-263,194,504,594,450
192,536,328,-358,-82,438,-291,-213,171,410,484,377
141,422,262,-287,-74,359,-226,-141,149,305,361,285
113,283,196,-188,-27,232,-158,-119,97,228,261,216
52,184,124,-127,-28,134,-104,-74,49,139,158,135
28,57,34,-55,-18,55,-35,-39,12,61,84,52
-2,-25,-28,-21,-11,-24,22,5,25,-32,-10,-6
-37,-89,-86,75,15,-67,43,39,-31,-93,-86,-87
-63,-184,-109,120,37,-129,107,45,-57,-139,-161,-143
-90,-218,-137,167,38,-196,101,94,-71,-195,-210,-199
-94,-253,-164,167,46,-219,159,104,-71,-216,-244,-186
-106,-282,-196,203,44,-247,161,132,-117,-214,-246,-194
-115,-304,-200,204,39,-260,160,129,-99,-228,-277,-230
-134,-307,-188,210,32,-229,157,140,-95,-233,-288,-206
-107,-289,-188,218,66,-238,156,119,-98,-241,-263,-226
-82,-297,-192,215,23,-230,167,105,-96,-219,-254,-205
-78,-288,-155,175,28,-227,131,109,-70,-201,-225,-185
-80,-251,-153,172,43,-209,110,108,-55,-168,-233,-173
-69,-223,-141,133,56,-188,134,84,-70,-173,-193,-155
-92,-157,-123,137,44,-149,113,81,-59,-136,-165,-132
-51,-162,-123,84,33,-127,89,71,-58,-120,-161,-107
-38,-151,-76,78,3,-143,57,52,-39,-100,-123,-96
-45,-135,-76,83,29,-97,28,40,-45,-76,-120,-90
-35,-103,-78,82,25,-96,48,41,-22,-75,-95,-60
-37,-97,-50,70,24,-85,33,50,-13,-91,-107,-72
-30,-72,-50,43,1,-72,57,11,-22,-51,-88,-70
-36,-78,-23,47,17,-65,23,42,-22,-36,-59,-32
-29,-54,-21,44,21,-35,40,9,-9,-45,-62,-24
-28,-67,-38,31,0,-48,34,14,-9,-28,-39,-62
-36,-50,-26,41,4,-40,16,5,-20,-32,-28,-43
-13,-35,-19,39,-13,-18,44,1,-22,-36,-30,-7
-4,-30,-40,5,-5,-25,38,27,-8,-27,-47,-16
2,-40,-9,23,11,-33,0,9,6,-36,-46,-15
28,-26,-37,40,-3,-53,3,24,-7,-29,-21,-30
-1,-13,-51,26,-1,-17,11,-11,-29,-26,-13,-37
-16,-23,-13,-2,2,-13,-4,11,-9,1,-36,-12
-25,-29,-20,-19,1,-28,0,4,-26,-26,-19,3
-4,-30,-21,18,9,-6,1,-16,-3,14,-7,-25
-1,-27,-14,16,1,-21,-18,37,2,-6,-10,-19
-22,-10,1,1,17,3,16,-9,5,-18,-15,2
-7,-1,-13,22,5,0,0,-8,-2,-23,9,-5
10,-15,3,2,1,-13,5,-3,-6,-24,-4,0
-6,-6,-3,-13,16,18,-9,10,-13,-6,-2,27
6,14,1,-23,-12,27,-5,-21,-9,-16,20,-2
2,9,13,-7,-2,9,-13,-14,20,2,6,8
-9,21,31,-17,-14,-4,-23,5,4,2,6,34
-3,8,15,-16,-10,4,-44,-8,12,14,27,24
-9,9,22,-19,-2,2,-9,-5,11,3,18,25
18,51,25,5,-14,23,-18,-9,30,45,60,40
20,38,32,-24,-9,55,-38,-14,29,36,45,25
26,40,35,-55,-21,37,-29,-24,27,13,61,34
13,70,16,-35,-3,31,-9,-23,4,41,44,26
18,92,47,-58,-7,38,-38,-24,26,51,48,57
25,78,45,-74,2,54,-54,-30,22,61,63,42
30,80,45,-78,-15,79,-40,-23,49,48,66,41
35,84,44,-63,-6,86,-67,-35,16,66,78,57
42,70,41,-70,-28,78,-42,-44,11,69,89,61
29,127,90,-89,-22,85,-58,-54,33,91,98,81
47,121,94,-82,-17,89,-73,-43,0,87,81,93
55,127,84,-84,-8,107,-42,-28,29,118,97,82
40,129,69,-94,-25,124,-65,-85,38,94,128,91
59,141,96,-89,-14,111,-92,-81,58,97,121,99
52,170,109,-85,-26,124,-98,-70,52,108,142,108
46,156,93,-115,-28,144,-102,-85,68,123,155,119
50,180,124,-115,-45,142,-82,-61,46,139,167,130
67,187,109,-126,-24,145,-93,-85,84,141,175,144
73,193,127,-141,-27,179,-99,-90,49,134,165,138
77,211,141,-137,-5,167,-109,-70,71,182,189,153
70,201,124,-151,-32,183,-119,-78,72,156,191,152
90,229,164,-160,-31,174,-115,-77,86,178,209,146
88,236,158,-167,-32,185,-133,-98,64,176,201,158
67,249,181,-160,-48,215,-131,-101,86,182,230,164
91,261,183,-190,-23,208,-147,-95,75,173,239,192
78,249,198,-156,-35,206,-132,-103,88,219,231,184
96,275,169,-214,-56,247,-140,-116,68,197,252,186
91,279,201,-183,-13,238,-162,-94,94,213,252,215
101,273,189,-202,-33,257,-166,-84,97,215,259,215
102,300,193,-204,-38,248,-148,-117,81,239,270,196
105,311,184,-191,-66,282,-159,-119,82,216,259,226
116,327,192,-205,-38,255,-174,-136,96,220,290,252
128,326,206,-221,-53,267,-172,-116,114,227,287,202
117,336,224,-232,-67,262,-185,-119,89,266,292,206
111,337,219,-240,-55,267,-187,-124,81,262,296,231
120,335,223,-218,-42,286,-191,-138,115,269,278,247
111,323,228,-246,-54,280,-191,-150,89,268,302,237
119,347,235,-257,-64,285,-202,-159,100,266,307,248
131,363,234,-216,-44,295,-193,-164,110,262,330,246
125,366,232,-255,-82,297,-200,-161,107,269,309,248
122,366,219,-271,-69,291,-209,-165,116,280,323,246
147,368,240,-237,-54,306,-193,-123,131,276,345,262
126,376,238,-283,-28,291,-189,-126,113,260,316,254
128,369,261,-241,-62,323,-216,-162,121,269,326,242
135,357,242,-258,-60,301,-206,-133,108,260,336,240
118,361,259,-247,-70,296,-200,-140,115,276,325,236
154,378,214,-246,-29,303,-205,-153,123,278,339,273
137,352,226,-280,-61,290,-210,-129,85,272,333,240
