I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
355,1030,684,-703,-135,833,-583,-383,313,769,941,736
355,1027,652,-716,-174,868,-555,-399,304,776,912,698
348,980,648,-674,-161,834,-516,-407,302,729,892,695
330,928,613,-634,-145,800,-528,-388,289,701,842,663
299,881,554,-582,-142,744,-477,-347,239,652,785,598
263,779,498,-551,-112,640,-435,-311,213,586,710,515
241,683,419,-460,-88,547,-364,-267,187,516,611,459
197,589,395,-377,-115,465,-308,-228,170,438,509,421
185,492,321,-325,-77,401,-262,-210,122,349,425,338
114,350,234,-267,-59,298,-198,-136,83,282,314,268
96,265,184,-187,-22,204,-141,-122,81,207,208,168
67,154,94,-104,-23,147,-62,-80,35,116,133,108
36,62,44,-47,-16,33,-6,-48,3,43,50,42
-10,-39,0,24,-15,-28,4,26,2,-26,-11,-13
-49,-99,-58,52,30,-68,49,42,-32,-60,-80,-63
-50,-173,-97,114,36,-155,102,91,-62,-121,-148,-124
-82,-214,-129,147,44,-193,112,76,-74,-149,-208,-140
-100,-238,-180,182,23,-221,127,114,-68,-208,-222,-173
-129,-298,-176,209,42,-235,154,112,-97,-222,-254,-200
-123,-321,-223,224,64,-253,156,146,-97,-253,-281,-224
-118,-328,-208,230,44,-264,199,153,-89,-244,-290,-239
-126,-345,-218,226,38,-290,175,127,-113,-250,-293,-226
-107,-346,-224,209,66,-264,169,132,-116,-254,-327,-266
-135,-315,-194,198,69,-279,178,140,-96,-244,-286,-220
-131,-264,-177,193,26,-267,179,133,-98,-246,-291,-238
-90,-293,-187,181,60,-235,176,129,-110,-231,-236,-178
-105,-264,-195,171,48,-225,158,106,-80,-190,-252,-171
-93,-264,-164,180,49,-193,145,101,-68,-181,-235,-192
-59,-228,-130,160,27,-194,129,97,-56,-170,-195,-175
-64,-198,-136,150,31,-160,117,72,-67,-167,-205,-159
-71,-190,-123,112,11,-170,121,99,-59,-136,-170,-134
-72,-164,-103,109,31,-123,87,54,-37,-145,-159,-102
-50,-143,-101,110,24,-123,69,46,-47,-100,-129,-106
-49,-124,-92,105,8,-104,75,68,-44,-101,-104,-81
-52,-140,-89,79,10,-100,55,38,-42,-77,-78,-72
-57,-102,-57,74,28,-82,34,23,-15,-70,-88,-79
-47,-79,-37,61,-7,-90,65,36,-33,-70,-82,-54
-39,-81,-42,51,19,-92,59,32,-5,-44,-84,-63
-29,-67,-60,66,33,-58,39,21,-18,-41,-67,-88
-29,-53,-37,54,-1,-54,41,34,-26,-82,-72,-47
-21,-85,-58,55,13,-59,40,21,-19,-72,-84,-31
-14,-67,-47,31,21,-55,15,27,-27,-31,-66,-32
-15,-67,-53,50,16,-67,39,38,-7,-50,-69,-45
-47,-91,-40,43,26,-67,16,22,-4,-42,-64,-32
-36,-57,-53,28,2,-49,38,31,-6,-44,-32,-36
2,-59,-36,50,26,-41,37,23,-40,-51,-40,-35
-22,-52,-48,32,15,-44,56,10,-30,-45,-55,-32
-26,-48,-29,39,45,-27,38,15,-23,-56,-60,-46
-27,-74,-51,27,14,-46,15,31,-23,-43,-48,-28
-30,-53,-37,38,5,-38,10,21,11,-29,-36,-37
-6,-35,-39,34,1,-47,25,28,-1,-26,-49,-41
-16,-71,-40,43,18,-36,33,29,-30,-26,-57,-24
-37,-49,-12,37,-3,-39,17,25,-10,-25,-39,-45
-36,-30,-33,39,14,-40,31,14,-17,-59,-51,-19
-10,-47,-24,20,-17,-36,34,28,-22,-19,-21,-14
-25,-39,-10,20,24,-29,20,6,-10,-38,-54,-37
-3,-57,-29,20,12,-19,11,22,-6,-28,-48,-28
-23,-52,-20,26,20,-33,7,10,-7,-1,-42,-13
-2,-41,-36,18,-5,-51,28,16,-5,-19,-48,-26
-18,-28,-35,31,6,-51,60,3,-3,-12,-30,-25
-5,-57,-21,14,6,-41,7,0,-3,-11,-4,-9
-9,2,1,24,-13,-13,7,3,-21,-17,-36,4
-10,-14,5,20,-22,-33,22,3,5,-1,-9,-13
5,-3,-17,15,8,2,-7,8,-5,-2,-17,-13
13,-19,-25,7,3,-6,7,2,-1,-18,-17,-28
23,-31,-8,15,19,-8,-5,8,0,-5,-19,-16
-20,8,-9,2,-19,-2,33,3,13,-16,-13,-2
25,11,-12,13,7,-7,-3,15,-8,9,-27,3
-1,12,15,-20,20,0,-4,-9,6,-1,8,6
-4,6,-12,-9,-9,0,-20,-2,11,-4,-8,-1
-2,6,-9,-25,-10,-6,-1,-17,14,-3,13,-9
6,10,7,-19,7,11,-12,-3,-13,-8,29,10
11,34,4,-19,18,16,-26,7,13,13,18,4
-11,34,4,-42,-13,33,-21,-19,4,19,16,16
35,38,22,-17,-9,19,-1,-14,-3,12,21,26
11,28,33,-22,-18,20,-32,-9,11,34,22,30
9,61,38,-36,-25,31,-27,6,11,24,27,27
41,42,39,-60,-19,50,-25,-46,11,46,49,38
16,61,33,-24,4,30,-28,-16,30,41,50,31
38,47,40,-36,-14,53,-44,-34,24,52,55,19
19,84,59,-36,-1,57,-49,-21,23,65,61,43
28,82,56,-56,-11,50,-30,-31,32,49,66,58
58,69,74,-61,-10,70,-46,-35,10,75,62,54
20,105,71,-61,11,69,-48,-33,45,55,82,55
31,105,61,-56,4,80,-55,-47,42,74,73,59
24,110,67,-65,-26,96,-53,-33,19,73,92,60
