I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
318,980,630,-667,-145,806,-556,-381,292,717,863,676
352,969,605,-650,-139,811,-499,-367,273,709,864,673
321,930,605,-645,-136,758,-510,-361,266,669,813,643
307,866,557,-600,-137,730,-487,-346,240,632,791,588
283,816,503,-560,-105,652,-447,-333,247,609,698,565
241,720,475,-474,-109,609,-377,-270,184,532,643,497
200,612,401,-422,-96,500,-345,-235,159,463,561,442
164,528,353,-351,-77,438,-276,-229,155,399,451,370
138,417,268,-277,-51,351,-236,-199,122,329,357,302
103,316,181,-227,-25,253,-161,-137,100,226,291,237
68,200,139,-145,-22,171,-112,-66,47,160,193,151
39,122,62,-68,5,100,-61,-32,42,83,128,102
4,50,17,-34,-18,20,-1,-20,3,-2,33,28
-33,-52,-21,49,6,-46,32,-13,-6,-30,-51,-31
-16,-108,-74,89,58,-85,58,31,-34,-81,-125,-70
-70,-162,-124,131,35,-147,83,58,-44,-132,-174,-127
-64,-238,-144,152,31,-187,116,95,-57,-172,-210,-171
-84,-269,-156,190,11,-220,129,118,-88,-207,-233,-184
-111,-298,-176,211,27,-244,157,131,-95,-210,-264,-200
-83,-294,-175,206,45,-234,182,123,-87,-234,-255,-237
-104,-300,-197,202,57,-257,171,120,-80,-221,-288,-210
-121,-301,-203,212,40,-236,173,138,-93,-242,-263,-245
-99,-307,-199,209,43,-257,148,122,-80,-227,-265,-203
-88,-275,-171,199,51,-238,138,117,-82,-210,-243,-197
-108,-281,-154,171,44,-211,137,99,-74,-211,-226,-179
-100,-253,-167,191,35,-212,140,99,-103,-190,-224,-174
-77,-231,-143,164,21,-184,137,91,-57,-164,-209,-140
-76,-196,-158,157,19,-163,112,85,-56,-143,-181,-134
-55,-184,-128,112,25,-151,111,79,-38,-137,-154,-137
-59,-156,-108,104,42,-135,84,77,-77,-123,-148,-114
-58,-130,-95,96,3,-114,90,21,-61,-128,-129,-98
-52,-131,-72,85,22,-97,63,33,-41,-111,-117,-75
-41,-115,-99,75,35,-88,76,53,-42,-94,-92,-92
-6,-96,-55,67,4,-87,49,67,-25,-90,-85,-77
-27,-98,-41,58,23,-74,51,41,-34,-62,-60,-38
-46,-70,-71,55,19,-77,56,38,-37,-66,-78,-59
-22,-85,-58,36,5,-61,39,27,-7,-76,-69,-54
-26,-66,-46,56,12,-66,16,8,-24,-40,-72,-62
-27,-53,-16,43,8,-49,29,4,-26,-42,-40,-38
-16,-67,-4,23,17,-25,36,12,-11,-65,-48,-28
-29,-63,-31,41,19,-52,29,40,-17,-28,-45,-44
-30,-49,-42,22,-16,-51,17,29,-2,-41,-68,-50
-13,-59,-38,29,0,-39,40,25,-9,-69,-54,-26
0,-62,-29,23,15,-30,5,34,-25,-36,-39,-35
-22,-59,-10,70,-1,-30,27,18,-26,-40,-29,-40
2,-39,-29,32,8,-39,26,31,-3,-32,-32,-25
0,-38,-21,35,-1,-24,26,38,-23,-17,-29,-42
-18,-32,-36,8,-11,-23,46,21,-16,-13,-34,-11
-14,-48,-47,25,-5,-56,24,14,11,-31,-38,-44
4,-25,-30,32,19,-53,21,44,-24,-26,-34,-50
-24,-30,-18,44,17,-26,21,19,-14,-16,-23,-6
13,-24,-17,57,1,-34,12,8,-30,-45,-33,-16
-9,-44,-14,28,12,-43,28,18,-13,-11,-14,-27
-27,-44,-25,-3,8,-5,0,8,-5,-36,-2,-29
2,-31,-20,10,7,-20,-1,15,4,-40,-25,-15
-13,-31,-5,8,-18,1,20,30,-7,-22,-10,-11
11,-18,-19,2,-23,-11,28,0,0,-29,0,2
-10,2,-14,16,20,-17,6,28,-16,-21,-17,-13
-12,9,-19,17,1,-3,9,8,-27,-17,7,0
5,-8,-3,-6,11,-10,14,-6,14,-38,-16,-11
-7,13,-5,-10,-1,4,2,8,3,-27,-22,-12
-19,10,-13,-25,-12,-1,7,20,6,-2,-9,-2
-15,-18,-3,3,5,-7,-12,-20,-1,-6,-6,-9
-2,4,15,-20,-1,-7,-25,1,22,16,-18,8
-15,14,-5,-40,-21,26,-2,-12,-13,3,8,10
2,4,3,-14,7,24,-8,17,-12,15,20,8
14,28,30,-8,20,9,-18,3,8,27,10,13
-12,31,14,-14,0,1,-5,15,11,-5,29,-8
15,22,22,-19,-23,12,-9,-11,21,24,26,20
-15,39,46,-30,-18,27,-10,-10,16,26,42,25
26,25,16,-24,-25,45,-16,-15,24,28,27,6
-11,47,32,-17,-17,23,-28,-29,8,22,35,24
18,50,35,-18,-18,53,-29,-6,6,38,31,21
39,45,43,-27,-2,55,-28,-15,26,57,51,48
18,46,50,-43,-10,60,-18,-25,17,38,55,46
10,66,58,-41,-26,55,-37,-24,39,61,60,42
18,73,56,-31,-29,31,-13,-39,12,62,70,45
43,91,73,-44,-9,67,-50,-28,33,57,62,59
18,75,55,-47,-28,67,-53,-53,27,60,89,52
51,101,58,-60,-23,74,-41,-35,37,78,71,62
48,98,63,-59,-26,93,-55,-45,29,63,84,70
39,115,64,-74,-13,91,-57,-44,36,97,122,71
66,107,81,-81,-11,66,-46,-28,19,66,116,79
47,142,83,-75,-4,87,-72,-47,29,71,110,103
47,109,64,-74,-6,98,-74,-42,17,78,119,83
40,152,89,-82,-35,105,-80,-41,35,99,133,93
42,137,100,-114,-27,122,-94,-37,25,123,123,129
61,142,104,-118,-18,129,-78,-70,64,114,136,111
