I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
360,1031,666,-693,-138,861,-560,-375,290,772,912,701
337,1010,657,-702,-153,823,-567,-402,302,745,879,681
334,969,625,-671,-133,785,-541,-419,289,734,872,672
346,953,617,-629,-133,784,-533,-377,277,714,862,668
312,890,576,-614,-132,721,-493,-332,260,669,780,622
282,816,548,-575,-131,686,-471,-335,243,605,734,598
280,758,509,-518,-109,627,-418,-314,204,568,684,528
269,692,433,-450,-100,545,-350,-263,232,522,617,481
206,590,407,-423,-72,507,-322,-252,176,441,554,419
185,527,338,-356,-94,427,-282,-207,151,389,448,360
155,421,281,-292,-51,354,-241,-175,115,314,362,301
114,351,222,-218,-59,283,-176,-118,124,253,312,225
68,246,168,-176,-33,199,-147,-103,77,179,224,156
78,167,114,-123,-26,157,-70,-74,65,113,136,102
25,103,67,-48,-5,61,-52,-28,24,67,75,61
13,9,11,-19,-8,11,10,3,13,13,11,15
-28,-46,-51,40,16,-63,30,36,-32,-51,-59,-61
-48,-116,-81,88,9,-110,54,48,-51,-100,-108,-83
-64,-204,-125,123,46,-129,97,59,-49,-161,-161,-128
-75,-237,-147,127,35,-211,127,81,-59,-175,-202,-177
-91,-290,-188,202,28,-221,140,113,-62,-191,-235,-197
-109,-320,-185,180,42,-266,153,123,-99,-217,-259,-196
-121,-338,-224,212,55,-265,168,141,-109,-248,-296,-244
-116,-345,-215,237,58,-301,181,143,-108,-286,-322,-258
-137,-380,-248,251,48,-302,217,149,-125,-262,-315,-257
-126,-391,-234,233,45,-303,207,148,-131,-308,-346,-285
-145,-375,-239,269,54,-323,206,170,-92,-273,-337,-283
-133,-391,-264,253,48,-336,241,174,-102,-282,-359,-261
-149,-375,-216,246,50,-320,206,158,-87,-264,-342,-254
-115,-375,-232,262,77,-293,196,132,-110,-274,-344,-265
-130,-359,-200,247,58,-330,206,117,-97,-266,-303,-249
-132,-341,-215,252,38,-288,176,134,-105,-238,-298,-211
-91,-323,-215,223,36,-270,163,114,-74,-244,-293,-223
-92,-302,-183,201,49,-244,153,122,-78,-215,-256,-242
-105,-277,-179,182,40,-235,161,144,-103,-213,-251,-193
-83,-258,-167,159,33,-207,154,108,-80,-189,-250,-182
-86,-265,-150,152,39,-204,117,83,-95,-210,-224,-171
-82,-239,-142,169,41,-182,134,88,-71,-177,-193,-152
-87,-210,-131,164,59,-168,110,90,-49,-157,-172,-161
-74,-187,-123,137,20,-171,87,77,-66,-145,-168,-128
-59,-189,-122,125,28,-143,119,98,-60,-143,-171,-142
-39,-191,-122,133,23,-139,72,75,-54,-121,-151,-132
-77,-157,-103,115,34,-165,98,55,-67,-131,-163,-101
-55,-158,-97,87,32,-143,70,69,-38,-117,-157,-118
-30,-141,-100,100,24,-101,86,59,-46,-116,-138,-100
-38,-157,-99,106,37,-95,59,41,-34,-110,-118,-86
-37,-148,-77,83,21,-100,93,60,-58,-105,-126,-85
-46,-139,-83,94,15,-104,57,59,-33,-94,-107,-81
-25,-115,-113,89,19,-115,43,54,-25,-87,-121,-73
-21,-98,-63,91,33,-98,57,56,-25,-99,-112,-93
-36,-113,-75,67,16,-89,56,30,-42,-73,-113,-63
-52,-124,-49,70,2,-88,59,29,-39,-72,-124,-48
-57,-120,-77,87,19,-92,57,38,-13,-84,-84,-69
-35,-94,-81,60,8,-77,65,61,-36,-87,-106,-65
-53,-111,-69,79,20,-102,40,42,-7,-79,-97,-95
-47,-127,-52,73,12,-105,57,43,-27,-89,-103,-73
-45,-91,-52,60,23,-87,61,40,-36,-58,-87,-75
-40,-101,-66,44,22,-94,35,37,-14,-86,-105,-76
