I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
356,1018,660,-683,-155,823,-561,-388,313,772,914,715
358,998,646,-689,-151,827,-548,-411,316,773,906,715
349,978,624,-652,-170,802,-525,-395,297,742,867,685
325,945,613,-645,-150,783,-510,-369,278,700,858,658
299,872,557,-565,-131,714,-491,-337,271,656,784,599
277,826,508,-538,-101,667,-429,-330,244,612,715,578
238,732,493,-482,-104,578,-379,-301,215,560,650,487
221,624,406,-425,-96,518,-375,-254,192,478,570,449
190,532,354,-358,-100,448,-283,-206,174,393,483,370
161,442,290,-305,-66,367,-228,-184,124,337,369,286
121,312,249,-232,-38,287,-187,-154,95,258,312,234
110,242,143,-153,-34,188,-138,-80,69,165,200,168
35,143,87,-92,11,121,-91,-49,61,112,140,105
22,84,38,-29,-1,33,-27,-20,9,54,49,53
-10,-28,-7,27,-7,-38,40,6,13,-9,-14,-24
-41,-81,-85,73,13,-94,55,56,-37,-58,-91,-56
-71,-161,-94,112,13,-129,100,67,-53,-128,-147,-126
-77,-216,-135,163,28,-174,129,84,-50,-171,-209,-161
-107,-260,-186,195,51,-229,156,126,-94,-204,-241,-189
-92,-302,-223,223,48,-251,170,114,-94,-222,-279,-210
-84,-334,-220,218,56,-283,165,135,-107,-256,-315,-241
-114,-370,-214,261,74,-277,194,155,-119,-266,-322,-270
-122,-374,-240,257,43,-306,203,162,-94,-294,-346,-254
-128,-379,-241,255,38,-297,207,163,-102,-242,-349,-272
-119,-366,-257,249,63,-340,217,156,-103,-269,-354,-257
-139,-377,-265,242,51,-302,182,148,-115,-267,-327,-270
-122,-330,-225,256,38,-290,202,149,-113,-292,-325,-224
-117,-372,-231,234,43,-271,186,133,-106,-246,-293,-250
-125,-314,-219,215,41,-279,187,132,-98,-254,-299,-231
-120,-289,-217,199,30,-266,154,120,-100,-218,-256,-209
-90,-296,-192,186,52,-250,172,100,-99,-204,-243,-185
-104,-257,-170,179,15,-219,140,112,-87,-204,-247,-198
-75,-252,-175,158,44,-191,135,81,-67,-158,-204,-168
-83,-228,-133,145,51,-202,140,84,-65,-167,-193,-182
-76,-199,-162,134,44,-184,112,85,-63,-153,-181,-152
-69,-192,-149,140,7,-167,107,80,-45,-143,-146,-153
-65,-172,-131,131,25,-131,99,63,-78,-145,-154,-101
-69,-171,-111,113,8,-164,81,82,-50,-98,-129,-109
-62,-150,-109,98,42,-101,101,73,-45,-99,-148,-85
-56,-134,-104,107,16,-112,90,61,-20,-128,-130,-103
-57,-138,-97,80,7,-113,72,43,-26,-108,-132,-92
-51,-138,-81,89,41,-97,83,59,-53,-94,-113,-88
-52,-122,-87,70,57,-100,68,41,-37,-97,-93,-91
-52,-105,-50,96,7,-86,40,62,-31,-80,-110,-80
-33,-106,-73,73,-6,-74,45,17,-50,-86,-88,-66
-58,-95,-69,77,23,-87,66,25,-13,-83,-70,-71
-43,-118,-68,76,9,-71,61,35,-13,-70,-103,-90
-28,-100,-43,62,9,-85,46,42,-52,-79,-78,-68
-37,-116,-71,75,-7,-66,63,40,-37,-82,-83,-54
-27,-112,-66,54,20,-71,75,52,-27,-83,-65,-74
-30,-86,-72,68,0,-66,51,25,-29,-55,-105,-68
-34,-97,-69,49,10,-92,55,31,-29,-62,-93,-69
-40,-97,-37,79,24,-71,47,48,-15,-71,-74,-56
-24,-107,-48,54,3,-84,33,47,-17,-61,-78,-62
-15,-95,-41,56,29,-86,30,38,-18,-70,-77,-55
-38,-85,-56,72,14,-70,50,24,-9,-64,-66,-67
-34,-80,-39,67,-1,-62,63,34,-38,-72,-68,-69
-42,-75,-63,78,9,-81,51,41,-7,-71,-83,-71
-21,-91,-39,60,5,-81,67,18,-32,-64,-91,-49
-39,-81,-55,40,30,-79,53,40,-24,-67,-84,-76
-39,-79,-37,67,12,-58,50,27,-35,-65,-73,-49
-48,-88,-64,63,13,-70,30,53,-32,-68,-65,-61
-28,-85,-52,47,-4,-66,55,42,-16,-72,-58,-51
-47,-87,-69,53,-17,-47,51,30,-36,-55,-57,-72
-51,-66,-40,52,0,-49,52,33,-38,-71,-57,-54
-29,-69,-71,66,14,-87,35,45,-25,-54,-86,-35
-27,-75,-42,52,24,-53,45,21,-21,-45,-72,-68
-24,-66,-68,55,10,-36,29,45,-9,-69,-76,-79
-21,-97,-38,39,-3,-72,49,-4,-14,-24,-67,-59
-49,-56,-29,58,26,-73,35,30,-38,-79,-63,-28
-55,-50,-30,27,10,-50,46,37,-22,-33,-76,-53
-9,-43,-68,31,12,-43,29,48,-37,-51,-71,-56
-19,-42,-35,31,3,-51,17,6,3,-45,-40,-39
-16,-66,-32,30,31,-41,44,18,-24,-49,-52,-42
-32,-52,-24,45,16,-68,29,21,-33,-36,-63,-44
-32,-84,-39,52,9,-53,31,37,-18,-58,-46,-44
-6,-53,-37,25,20,-46,12,5,4,-30,-46,-29
-7,-39,-20,30,0,-45,25,33,-12,-42,-45,-29
-9,-55,-39,17,-18,-50,19,18,-21,-54,-38,-47
-5,-53,-29,22,8,-30,20,26,-6,-23,-44,-12
8,-53,-16,18,6,-18,29,33,16,-16,-38,-23
-28,-9,-17,3,15,-21,15,8,-26,-20,-32,-6
-23,-25,-31,18,8,-26,48,33,4,-33,-44,-11
8,-4,-25,19,-6,-11,27,0,-31,-14,5,-9
24,-22,-13,17,-6,-30,-1,10,-9,-11,-28,-29
20,-12,-9,42,4,-19,-17,23,-28,-8,-4,-19
-6,2,6,7,10,8,3,8,-14,-5,20,-10
12,-3,13,26,8,-8,-7,8,-8,27,1,-9
-7,11,11,-10,-12,-1,-1,5,2,-8,-12,6
11,-2,12,-13,15,21,1,-23,9,23,20,17
14,35,-9,-13,4,-8,-29,7,8,-3,14,21
7,28,5,-24,13,10,-6,-25,-4,12,22,39
7,31,14,7,-24,29,-21,2,24,27,20,14
5,30,12,-33,-15,38,-25,-19,1,17,7,13
11,36,50,-32,-25,17,-33,-2,17,35,14,20
-4,49,17,-9,7,33,-1,-9,18,34,57,56
7,32,19,-30,-15,37,-29,-17,16,54,44,27
22,50,30,-32,10,25,-10,-31,22,50,43,47
14,72,63,-43,-31,56,-32,-21,8,24,69,41
22,60,46,-37,-13,37,-48,-21,11,50,45,49
36,94,56,-59,-15,62,-50,-21,21,56,63,73
17,91,90,-64,-14,61,-66,-31,31,71,102,65
37,77,56,-66,3,75,-78,-38,44,74,68,61
