I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
356,1069,683,-743,-173,873,-590,-431,325,799,928,749
349,1014,663,-717,-163,874,-569,-412,303,766,937,723
353,1004,648,-658,-140,826,-557,-383,282,723,890,712
318,928,595,-640,-131,752,-496,-355,283,681,802,653
284,833,554,-562,-119,671,-448,-337,233,607,749,571
246,720,461,-482,-90,589,-409,-267,209,532,676,501
205,602,372,-431,-103,478,-329,-229,176,452,526,413
156,456,301,-319,-75,382,-253,-196,130,353,432,337
98,365,215,-213,-50,292,-191,-128,89,244,305,243
86,207,126,-123,-24,174,-112,-96,54,172,178,143
28,82,45,-56,-27,84,-62,-41,36,78,85,96
8,-6,2,15,12,-14,3,-2,6,-11,-20,14
-23,-72,-80,56,16,-65,55,47,-43,-58,-73,-79
-55,-176,-105,91,16,-156,104,89,-77,-137,-154,-143
-88,-220,-158,164,36,-211,131,96,-73,-191,-221,-182
-90,-298,-184,198,32,-241,151,132,-85,-201,-255,-188
-113,-331,-208,214,24,-259,193,139,-101,-238,-300,-211
-117,-352,-240,238,58,-266,186,111,-101,-256,-304,-235
-126,-358,-226,231,67,-285,210,134,-124,-261,-307,-262
-119,-354,-211,230,52,-298,186,118,-92,-270,-308,-229
-115,-331,-216,215,42,-273,181,141,-94,-255,-306,-251
-145,-311,-216,206,57,-264,176,140,-89,-211,-276,-244
-98,-279,-179,214,38,-253,159,112,-94,-221,-262,-212
-116,-274,-177,170,49,-218,146,130,-86,-189,-199,-190
-72,-243,-143,170,10,-202,103,108,-67,-171,-217,-175
-70,-188,-125,140,12,-161,115,86,-68,-134,-201,-140
-53,-187,-102,124,22,-164,112,70,-60,-130,-177,-126
-56,-153,-106,111,19,-132,55,66,-33,-129,-129,-103
-50,-111,-71,91,11,-120,65,53,-53,-104,-115,-86
-44,-137,-88,87,17,-109,74,43,-29,-86,-125,-88
-27,-97,-64,74,32,-94,57,63,-35,-78,-95,-79
-26,-91,-49,50,27,-88,62,26,-35,-75,-99,-50
-28,-82,-76,57,5,-63,51,43,-17,-58,-76,-83
-26,-86,-49,75,24,-77,48,35,-32,-61,-64,-66
-22,-70,-69,53,20,-66,39,24,-29,-53,-73,-49
-35,-90,-59,56,14,-71,29,16,-18,-46,-63,-66
-24,-80,-51,40,6,-50,36,25,-20,-14,-81,-48
-29,-63,-35,16,23,-23,33,15,5,-42,-74,-51
-33,-57,-41,41,32,-63,11,10,-26,-50,-50,-36
-19,-58,-32,40,5,-40,25,25,-15,-28,-54,-36
-13,-57,-11,33,7,-48,22,18,-5,-20,-68,-42
0,-47,-31,51,14,-35,17,9,-21,-28,-24,-40
-16,-32,-8,-6,12,-41,26,16,-22,-24,-31,-34
1,-40,-17,18,3,-34,35,14,4,-35,-49,2
-5,-55,-18,24,-12,-28,4,15,-6,-16,-48,-16
-6,-28,-28,-5,12,-19,15,1,2,-29,-24,-24
-6,-17,-21,20,27,-41,22,1,2,-4,-37,-26
1,-14,5,13,-27,-38,-13,25,15,-22,-18,-33
-25,-3,-10,2,-23,-20,1,-8,-6,-8,-22,-23
-26,-20,-4,5,-7,-18,5,5,-6,-24,-2,-35
-7,-24,-2,-9,-6,-7,-5,7,-5,4,-29,8
2,-4,8,-14,-8,17,23,2,6,23,5,6
8,7,-3,-2,6,-5,3,8,-11,8,5,-17
9,-8,-12,2,-2,21,-5,-9,-7,4,2,12
14,22,15,10,6,13,-6,9,6,7,18,-4
4,27,32,-29,-8,18,-20,-18,3,22,29,6
-4,16,42,-22,-26,31,-31,5,15,32,4,21
9,49,18,4,-9,18,-26,11,18,46,36,30
25,43,34,-30,-18,46,-15,-35,20,37,23,43
25,66,29,-24,5,43,-17,-4,5,34,37,36
29,49,23,-25,-6,60,-43,-10,15,33,38,40
18,73,9,-31,-24,69,-45,-47,30,31,57,38
26,75,57,-51,-5,73,-43,-22,8,58,69,46
27,57,68,-61,-15,68,-38,-24,5,66,87,47
45,65,49,-88,-10,56,-54,-50,53,57,98,49
40,97,70,-72,-24,83,-76,-42,22,71,98,62
23,103,72,-79,-9,92,-57,-57,26,79,102,75
36,118,90,-89,-21,86,-53,-56,37,88,128,95
41,143,85,-94,-15,138,-75,-72,42,98,130,92
37,143,106,-92,-21,123,-89,-63,37,86,123,106
59,176,101,-117,-48,124,-105,-65,65,124,150,107
33,182,85,-122,-18,112,-94,-63,67,112,138,115
60,160,117,-129,-22,127,-106,-54,40,120,155,130
69,183,112,-144,-29,144,-111,-86,70,133,177,145
81,210,140,-114,-26,172,-95,-92,74,142,168,133
82,220,156,-143,-33,169,-116,-101,76,177,200,118
65,222,164,-162,-33,179,-121,-84,48,165,197,162
82,237,150,-164,-24,186,-141,-84,70,174,193,170
77,228,157,-149,-23,170,-143,-93,83,171,207,170
107,245,172,-183,-58,204,-130,-94,60,200,215,166
87,281,188,-206,-41,216,-145,-100,80,181,238,169
86,268,187,-184,-59,247,-142,-72,76,215,255,190
101,276,153,-200,-56,220,-159,-106,76,225,266,203
111,287,186,-191,-48,252,-170,-96,97,223,254,227
108,312,204,-213,-47,253,-154,-123,71,235,266,199
135,322,235,-233,-49,249,-187,-122,103,222,296,227
116,319,228,-206,-33,260,-171,-123,98,227,273,218
121,331,231,-227,-77,263,-191,-140,105,242,310,227
108,338,228,-240,-41,274,-180,-139,120,254,299,225
115,346,218,-245,-24,288,-174,-152,122,263,312,228
132,358,231,-246,-50,296,-190,-137,101,247,313,223
124,369,226,-266,-28,319,-213,-148,82,260,326,238
118,380,229,-241,-45,324,-217,-157,113,264,351,254
137,371,222,-253,-41,298,-226,-154,106,262,326,274
124,390,243,-246,-38,318,-185,-155,132,287,332,266
148,383,257,-258,-47,334,-210,-159,126,284,334,278
121,398,251,-246,-51,327,-205,-168,113,296,368,289
124,394,249,-237,-71,304,-225,-148,127,290,363,269
129,416,253,-258,-62,340,-222,-149,97,291,367,262
156,385,256,-270,-54,333,-220,-189,100,296,353,288
152,416,256,-283,-66,308,-214,-154,121,295,363,265
130,385,261,-283,-53,323,-226,-144,127,290,371,262
147,407,237,-262,-72,332,-210,-165,146,288,349,272
159,396,271,-270,-53,343,-188,-165,111,312,374,285
150,408,257,-261,-34,308,-202,-159,120,312,344,273
139,392,250,-257,-54,317,-223,-156,110,289,335,268
127,389,238,-259,-58,287,-208,-148,102,294,347,277
107,375,233,-252,-62,314,-216,-146,105,263,357,259
131,382,247,-262,-47,318,-199,-160,130,269,342,261
128,376,244,-253,-58,341,-191,-150,93,279,328,273
117,376,245,-249,-65,298,-205,-127,103,277,332,261
141,358,238,-188,-65,285,-195,-139,124,250,295,261
140,369,220,-245,-58,284,-204,-136,94,256,332,236
119,324,220,-230,-53,283,-177,-155,98,259,319,258
105,328,233,-236,-57,272,-176,-149,112,240,290,236
93,306,217,-232,-50,272,-173,-123,91,266,280,204
114,343,205,-230,-44,278,-183,-107,93,229,276,229
103,307,207,-218,-43,256,-163,-123,95,238,267,221
107,289,216,-204,-40,245,-157,-105,86,193,274,217
107,294,197,-201,-28,235,-166,-132,115,181,269,199
89,293,189,-206,-34,226,-168,-145,90,215,262,186
89,263,207,-178,-38,221,-159,-119,87,185,238,195
91,272,174,-165,-54,212,-130,-83,82,185,248,185
91,248,151,-168,-6,203,-134,-102,73,199,229,175
93,232,144,-166,-22,215,-124,-110,78,193,213,171
109,233,153,-182,-20,214,-108,-104,93,190,196,161
91,225,129,-153,-41,183,-110,-94,81,152,202,176
82,220,150,-128,-41,190,-103,-91,54,138,219,128
87,201,127,-126,-27,169,-111,-70,63,164,167,151
72,190,109,-114,-43,163,-142,-72,61,151,159,149
49,168,113,-129,-52,151,-120,-73,46,148,155,125
56,171,107,-111,-19,121,-97,-80,35,142,149,137
79,158,102,-119,-19,119,-78,-54,50,100,141,123
45,167,82,-110,-31,143,-84,-52,37,113,128,90
50,148,87,-84,-36,114,-77,-69,39,106,112,119
38,121,72,-100,-20,90,-75,-62,52,108,119,64
33,114,63,-67,-35,117,-64,-51,39,67,100,63
34,109,81,-49,-19,94,-47,-36,41,114,105,64
36,73,76,-62,-3,77,-29,-34,55,76,66,68
35,83,51,-75,-22,82,-46,-25,11,49,66,57
18,70,58,-45,-12,64,-49,-37,33,76,79,60
24,74,46,-40,7,45,-32,-34,19,27,68,43
-6,57,46,-42,-24,42,-32,-21,20,39,67,33
48,57,35,-35,3,48,-25,-21,13,53,40,14
-2,59,30,-27,6,-3,-28,-12,6,47,32,51
9,38,23,-32,-6,24,-10,1,14,24,29,30
12,40,9,-6,-3,26,-33,0,34,23,28,35
6,30,16,-8,-3,28,-19,-22,23,17,34,10
26,15,-9,-12,-22,24,-18,-17,9,3,24,-6
-3,19,25,7,17,22,2,10,11,16,-3,5
16,4,5,6,-3,-7,13,-8,9,0,-12,-11
-9,-1,18,-1,18,8,-8,6,-9,8,7,-2
-7,-10,-8,32,-12,5,13,-13,6,6,-14,-8
-12,-16,-18,23,-1,5,11,23,2,-5,-2,-14
-11,-4,-1,19,0,-11,5,14,-29,-26,-17,-15
-4,-11,16,10,6,-30,8,11,-7,-18,-15,-15
-19,-34,14,32,6,-27,7,2,-4,-27,-14,-5
-1,-18,-26,25,-7,-30,6,12,-20,-20,-18,-13
-7,-12,-11,35,-3,-32,-2,26,-32,-37,-41,-19
13,-28,-33,27,-13,-27,32,5,-3,-29,-34,-32
-9,-28,-16,26,9,-41,38,30,-27,-45,-34,-30
-11,-24,5,50,1,-38,43,4,-23,-43,-35,-25
-10,-17,-27,17,3,-28,6,35,0,-58,-35,-35
-24,-50,-43,29,-7,-43,39,16,-22,-38,-44,-42
-56,-57,-32,49,28,-55,1,17,-21,-48,-67,-15
-25,-44,-30,48,10,-50,40,42,1,-52,-44,-45
-23,-37,-33,18,3,-56,11,8,-38,-18,-47,-40
-41,-45,-25,8,9,-72,20,21,7,-39,-49,-40
-9,-70,-13,20,-9,-69,3,24,-10,-34,-54,-16
-18,-53,-33,19,-4,-34,40,6,-18,-38,-44,-35
-13,-60,-50,50,21,-29,10,19,-35,-41,-48,-54
-12,-66,-35,81,19,-56,0,32,-27,-40,-51,-32
-24,-36,-32,57,12,-40,50,22,-29,-40,-53,-48
-19,-50,-47,39,40,-79,25,9,-6,-59,-62,-27
-27,-83,-32,37,34,-61,43,11,-13,-57,-50,-65
-27,-72,-31,62,1,-31,46,43,-5,-71,-41,-34
-33,-38,-41,38,-2,-57,26,7,-14,-54,-70,-50
-28,-81,-47,30,39,-47,25,18,-22,-53,-51,-49
-37,-59,-48,46,21,-42,35,36,-5,-60,-57,-48
-29,-65,-30,56,-3,-45,42,58,-22,-39,-55,-39
-15,-53,-36,60,14,-43,41,7,-8,-41,-54,-50
-25,-60,-51,27,12,-56,36,26,-11,-49,-48,-48
-33,-60,-46,17,14,-33,47,16,-37,-50,-35,-64
-25,-73,-48,38,0,-46,14,36,-29,-61,-55,-49
-29,-48,-31,54,4,-58,34,49,-23,-18,-76,-40
-27,-66,-61,62,27,-62,33,36,-6,-28,-47,-53
-21,-85,-46,45,8,-80,42,7,-6,-54,-47,-25
-56,-64,-39,41,12,-42,38,21,-5,-49,-75,-47
-15,-63,-48,44,1,-73,46,30,-21,-74,-57,-56
