I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
406,1046,693,-719,-167,862,-594,-409,328,794,956,739
375,1034,663,-697,-157,850,-553,-419,305,771,912,686
359,988,654,-682,-143,816,-553,-386,328,753,882,674
331,921,588,-612,-151,764,-539,-380,274,683,835,632
296,848,564,-590,-114,724,-466,-326,254,643,768,594
261,744,491,-538,-113,626,-425,-319,250,582,668,516
238,648,413,-419,-82,527,-367,-247,181,494,608,442
194,546,354,-389,-92,456,-272,-217,156,398,511,373
151,412,291,-275,-66,356,-238,-180,108,344,392,296
107,342,209,-227,-27,244,-155,-134,89,257,276,239
69,194,125,-136,-57,170,-125,-64,73,146,174,145
16,96,72,-58,-12,76,-66,-30,30,74,106,82
15,19,-2,-1,17,-3,0,5,9,-11,-5,-13
-40,-71,-52,23,0,-58,49,20,-33,-28,-77,-52
-68,-144,-113,107,11,-101,76,61,-41,-107,-132,-105
-79,-193,-122,154,31,-177,120,77,-41,-131,-174,-157
-95,-255,-165,169,45,-218,135,103,-68,-184,-238,-193
-101,-292,-166,205,47,-241,152,114,-94,-200,-274,-196
-109,-316,-197,234,19,-247,174,142,-78,-239,-286,-222
-112,-330,-207,243,36,-270,183,158,-102,-238,-294,-229
-121,-323,-237,245,70,-278,196,131,-86,-251,-288,-234
-121,-361,-215,216,46,-281,198,128,-81,-261,-305,-213
-122,-322,-213,218,38,-255,167,130,-84,-239,-294,-234
-102,-311,-196,194,28,-245,177,138,-100,-255,-271,-223
-76,-267,-175,193,55,-232,133,110,-98,-204,-269,-189
-110,-252,-151,152,31,-226,130,116,-74,-190,-238,-193
-92,-229,-159,153,31,-208,161,89,-82,-173,-225,-168
-66,-218,-143,168,44,-184,135,109,-44,-166,-208,-145
-83,-191,-148,123,29,-164,112,81,-50,-152,-173,-151
-48,-166,-115,130,59,-126,88,73,-76,-118,-167,-128
-66,-149,-73,94,16,-113,92,75,-43,-131,-143,-120
-55,-128,-79,88,-7,-107,54,62,-41,-95,-120,-132
-49,-95,-94,67,-4,-80,69,31,-64,-93,-122,-80
-27,-113,-58,43,22,-103,75,45,-23,-86,-93,-98
-41,-90,-50,59,40,-84,52,60,-5,-65,-67,-59
-29,-78,-48,50,5,-109,39,33,-37,-61,-79,-80
-47,-64,-57,48,-15,-74,48,25,-22,-64,-83,-54
5,-69,-47,54,12,-73,64,24,-24,-39,-56,-67
-24,-62,-40,42,11,-46,48,41,-18,-62,-61,-42
-43,-77,-53,36,13,-30,39,21,-8,-61,-66,-46
-19,-61,-34,29,12,-57,18,18,-30,-69,-44,-38
-37,-64,-38,29,-10,-74,22,8,-45,-59,-60,-54
-28,-43,-27,34,10,-53,35,6,-26,-57,-51,-38
-25,-52,-37,65,11,-49,25,43,-4,-54,-27,-41
-25,-38,-37,35,13,-63,-2,36,-12,-45,-43,-19
-12,-46,-38,36,4,-27,35,3,-9,-32,-61,-46
-13,-29,-29,41,20,-43,22,14,-5,-46,-55,-44
-12,-56,-22,34,8,-39,28,18,0,-18,-40,-59
-20,-58,-33,50,14,-9,40,13,-3,-15,-59,-61
-20,-45,-27,32,4,-31,23,24,-18,-29,-25,-43
-26,-31,-34,28,6,-17,13,13,-36,-52,-55,-33
-16,-49,-54,36,19,-20,9,18,-31,-48,-53,-15
-31,-26,-27,32,20,-42,3,27,-34,-24,-46,-36
-25,-4,-13,25,1,-34,25,-2,-26,-32,-31,-37
-35,-38,-20,9,22,-40,5,13,-2,-4,-35,-31
-6,-34,-9,18,10,-34,39,13,0,-6,-37,-3
9,-46,-28,29,7,-6,3,11,-17,-20,-19,-11
16,-32,-19,6,18,-8,6,-3,-2,-4,-24,-30
-27,-35,-17,33,-3,-23,11,27,-9,3,-15,-25
1,-11,3,9,-2,-6,11,17,-12,-28,2,-10
12,-26,-24,-1,7,-1,-14,13,-8,-23,-27,-2
-13,-11,-1,16,15,-16,19,6,5,-13,-13,-17
-17,7,-1,0,-4,-11,1,-2,-6,14,-11,-15
-10,5,1,-5,-8,8,-32,26,-24,-17,1,13
-8,-4,-1,1,-4,6,-8,-17,-10,4,-8,29
-8,13,15,-2,6,-6,-5,2,2,4,16,25
6,11,17,14,4,25,-9,9,-12,24,32,1
7,5,12,-11,-5,29,-19,-5,17,13,26,-2
2,28,6,-21,-17,-3,-24,-16,5,22,26,40
-5,41,26,-20,1,25,-26,-29,11,26,29,41
-6,28,27,-30,-9,32,-16,-22,24,46,37,18
-19,46,22,-40,2,21,-23,-7,15,44,46,36
29,50,18,-46,2,41,-41,-8,26,29,39,24
28,62,33,-45,-5,71,-34,-21,12,45,40,41
25,49,51,-35,-6,54,-40,-45,30,33,39,56
31,86,39,-64,-18,77,-35,-51,34,50,65,58
37,87,67,-59,-31,42,-42,-58,33,70,82,51
11,109,46,-74,-2,88,-63,-42,32,67,100,64
36,106,69,-61,-39,65,-37,-45,28,77,71,49
45,123,60,-76,-31,78,-47,-31,32,63,108,90
43,114,91,-55,-15,104,-64,-40,22,81,105,77
55,137,69,-78,-27,100,-81,-46,14,97,110,95
34,126,74,-90,-1,111,-82,-39,10,105,153,96
48,150,84,-99,-31,124,-92,-54,39,102,116,114
41,135,108,-119,-24,131,-79,-42,60,96,153,114
34,177,120,-117,-7,148,-98,-53,50,98,155,126
53,166,109,-105,-7,163,-108,-64,48,149,143,128
71,187,120,-136,-30,158,-83,-90,48,143,159,130
66,194,112,-141,-38,156,-109,-65,52,140,175,148
66,194,136,-145,-19,150,-110,-64,57,157,173,149
80,213,136,-135,-24,184,-114,-105,47,177,189,158
72,204,152,-126,-7,175,-115,-118,46,148,221,161
68,238,160,-165,-16,198,-117,-104,65,170,212,147
53,243,151,-145,-39,184,-141,-98,52,192,210,176
82,254,167,-194,-34,208,-141,-86,81,197,223,170
118,269,156,-185,-45,226,-138,-96,70,187,233,184
79,278,158,-176,-31,231,-151,-109,88,178,246,184
102,283,170,-167,-51,255,-159,-118,90,216,246,186
95,294,181,-191,-36,236,-141,-104,107,202,248,221
105,282,174,-189,-55,255,-161,-112,90,228,268,214
103,294,198,-223,-50,245,-139,-109,90,236,280,192
121,301,208,-218,-44,260,-182,-126,81,238,273,205
91,340,203,-232,-44,277,-163,-115,86,232,302,207
93,321,195,-208,-76,262,-176,-141,84,239,299,211
104,336,208,-206,-25,278,-191,-125,105,256,291,240
102,316,206,-220,-45,260,-191,-143,89,262,311,240
119,372,231,-239,-29,291,-210,-119,105,261,299,237
108,342,256,-241,-54,298,-201,-136,116,249,332,229
126,348,221,-232,-64,275,-195,-152,113,259,299,236
125,359,242,-231,-78,301,-211,-169,96,272,302,274
119,345,224,-258,-42,301,-198,-150,112,249,318,246
129,366,248,-258,-62,300,-189,-151,95,283,316,266
115,357,241,-255,-60,302,-196,-148,114,278,338,249
148,367,251,-263,-55,323,-202,-138,107,258,346,262
123,397,271,-273,-74,320,-208,-154,117,297,354,273
157,387,237,-248,-40,297,-214,-152,108,285,350,275
133,345,246,-266,-53,324,-220,-166,121,289,336,268
142,383,263,-263,-48,299,-215,-147,108,301,338,301
164,381,259,-244,-66,334,-202,-142,103,293,347,259
135,399,232,-259,-64,320,-229,-146,108,264,337,279
131,379,226,-281,-51,313,-210,-146,123,276,364,241
124,384,247,-262,-42,315,-212,-141,113,299,330,246
123,372,244,-240,-50,294,-234,-150,110,287,350,263
134,371,247,-249,-54,314,-214,-156,108,287,353,253
129,369,249,-223,-47,310,-196,-149,116,256,335,263
139,335,247,-252,-60,273,-214,-145,111,260,326,247
110,344,222,-235,-52,298,-201,-149,101,275,332,243
124,363,239,-250,-42,299,-187,-143,104,255,338,255
129,346,211,-232,-42,278,-212,-146,121,241,316,236
109,358,224,-232,-22,271,-186,-146,111,264,300,233
123,346,208,-219,-41,322,-197,-143,109,259,312,221
124,326,218,-234,-36,273,-171,-122,89,244,301,224
114,334,200,-222,-47,278,-193,-134,91,227,290,228
99,318,224,-238,-49,243,-161,-152,100,221,288,222
110,332,211,-201,-46,237,-170,-122,92,224,273,232
95,306,210,-204,-49,263,-166,-104,113,234,292,213
135,297,179,-207,-27,246,-150,-120,91,211,279,212
109,288,177,-207,-19,218,-132,-121,80,205,264,220
109,264,193,-185,-25,240,-134,-88,74,220,258,214
104,265,170,-189,-24,249,-158,-111,80,189,252,173
87,250,161,-187,-51,216,-140,-87,87,190,246,166
82,244,172,-165,-46,221,-148,-112,92,181,227,183
100,241,141,-161,-37,191,-142,-98,65,162,227,173
90,253,149,-156,-49,208,-130,-99,59,169,194,160
90,232,156,-147,-25,168,-97,-91,79,153,197,183
73,231,124,-159,-22,203,-104,-93,58,172,196,159
67,202,129,-133,-48,166,-104,-85,54,167,193,139
96,200,132,-133,-27,163,-94,-87,71,142,183,146
58,178,128,-114,-26,172,-108,-101,53,157,152,119
77,170,110,-139,2,142,-125,-72,47,138,165,113
73,148,99,-85,-23,133,-86,-26,41,102,166,141
61,154,99,-105,-16,123,-75,-54,39,130,131,108
42,158,112,-90,-21,116,-73,-45,60,99,134,86
31,132,82,-74,-21,132,-46,-52,41,126,122,104
36,136,89,-90,-20,128,-84,-70,37,88,106,77
31,119,73,-83,1,94,-67,-49,34,83,109,88
48,101,79,-63,-27,93,-62,-41,33,92,117,102
16,94,65,-57,-37,87,-66,-30,23,91,74,76
33,89,61,-84,-26,90,-37,-34,30,69,93,82
29,90,62,-62,-10,72,-53,-43,53,76,84,60
42,90,62,-52,-3,69,-23,-31,14,53,84,53
43,97,51,-79,-5,48,-34,-43,15,49,54,46
25,62,26,-46,-19,37,-30,-25,21,63,32,50
28,55,38,-48,7,50,-31,-25,13,55,41,32
-15,40,50,-46,-17,55,-27,-24,21,43,41,36
21,38,32,-26,-4,31,-14,-34,25,45,41,31
13,27,30,-32,30,23,6,-13,23,14,52,48
7,22,38,-7,-17,9,-2,-28,10,25,40,23
-9,24,22,-11,-13,16,-14,-18,-2,31,-7,14
-11,-3,-3,-5,2,4,8,-15,14,-18,33,8
-1,21,10,-4,-13,10,-15,-5,23,9,10,17
5,0,9,-3,-8,-12,4,-3,8,-6,1,-15
13,-18,1,-2,-2,-11,17,2,-5,-8,3,2
1,-16,0,13,-22,-24,26,8,-6,12,7,-13
-17,-1,-16,-7,-2,-32,-6,21,18,9,-1,3
-6,-17,-21,25,-4,-10,-3,4,-30,-9,-26,-9
-7,-27,-1,13,12,-6,4,-15,-10,-34,-4,-21
-13,-41,-41,13,11,-20,13,6,-28,-27,-8,-28
11,-2,-24,-2,-9,-7,17,24,20,-24,-14,-33
-25,-31,-9,13,-3,-8,17,25,-1,-6,-29,-41
5,-28,3,19,-9,-37,19,11,-12,-35,-28,-21
-23,-35,-49,31,11,-30,18,18,-4,-24,-29,-26
-8,-43,-47,42,19,-38,9,-2,-47,-18,-38,-39
-25,-39,-15,29,13,-18,25,1,-15,-17,-45,-24
-13,-42,-19,53,1,-31,28,12,-23,-26,-34,-32
-13,-37,-13,24,-1,-29,2,15,-15,-31,-45,-37
-22,-33,-35,41,1,-36,42,49,-17,-35,-41,-41
-29,-61,-40,30,4,-57,23,30,-17,-23,-47,-38
-25,-39,-9,39,1,-53,55,19,-15,-25,-53,-3
-33,-46,-31,53,10,-51,23,9,-16,-37,-48,-57
-44,-49,-46,29,2,-42,32,8,-40,-19,-44,-37
-9,-81,-41,29,-8,-49,34,16,-41,-20,-45,-26
-31,-68,-55,44,11,-52,32,14,-9,-61,-52,-63
-27,-46,-30,60,11,-67,53,13,-2,-33,-44,-54
-6,-57,-40,20,24,-45,36,26,-16,-37,-54,-58
-13,-68,-29,33,11,-57,35,18,-14,-45,-52,-37
-25,-53,-43,33,8,-37,48,33,-18,-43,-65,-27
-35,-69,-39,66,-7,-52,45,23,-32,-42,-51,-60
-19,-60,-46,41,22,-51,8,20,-8,-7,-79,-36
-28,-67,-63,28,13,-48,36,12,-24,-64,-74,-43
-24,-64,-49,32,26,-48,14,3,-20,-38,-63,-34
-30,-76,-40,65,9,-47,15,9,-18,-42,-41,-35
-9,-39,-28,29,1,-58,23,37,-16,-50,-65,-49
-24,-68,-50,38,14,-45,22,18,8,-35,-62,-30
1,-84,-27,50,7,-56,9,54,-35,-49,-51,-45
-7,-45,-52,65,11,-46,34,31,-21,-31,-79,-48
-21,-65,-46,32,12,-55,44,22,-17,-45,-47,-46
-19,-82,-39,39,12,-34,23,18,-15,-26,-55,-40
-8,-58,-21,27,14,-42,42,19,-35,-51,-64,-42
-28,-55,-32,40,9,-76,37,26,-25,-53,-57,-48
-20,-59,-25,49,9,-38,30,32,-14,-59,-57,-43
-21,-66,-57,47,17,-28,32,25,-30,-37,-51,-54
-39,-69,-52,23,1,-38,26,20,-22,-29,-46,-52
-21,-51,1,67,11,-48,47,26,-13,-26,-51,-22
-12,-61,-21,49,4,-34,16,29,-27,-36,-68,-27
-16,-54,-41,39,-1,-43,29,44,-33,-36,-59,-26
-18,-28,-25,49,14,-35,13,39,-15,-51,-45,-40
-10,-58,-9,41,20,-62,23,27,-1,-43,-51,-44
-4,-46,-40,48,-11,-60,26,4,-6,-31,-55,-9
-25,-60,-47,30,-12,-61,27,42,-9,-38,-59,-34
-7,-43,-37,19,13,-51,19,26,-24,-30,-39,-50
-10,-59,-20,31,8,-38,47,26,-22,-42,-55,-26
-10,-68,-31,35,-6,-57,29,25,-18,-34,-27,-38
-10,-77,-24,33,14,-22,16,16,-4,-42,-52,-28
-12,-61,-34,40,30,-42,24,21,-19,-26,-34,-64
-29,-54,-33,28,4,-41,34,11,-29,-40,-50,-33
-35,-45,-21,26,14,-52,18,37,-27,-51,-45,-7
-15,-38,-36,34,-7,-41,29,6,22,-47,-38,-32
-14,-53,-18,46,-10,-48,30,12,-12,-51,-35,-21
-18,-47,-29,28,11,-51,42,34,2,-53,-53,-32
-22,-56,-24,46,3,-42,28,20,-15,-32,-45,-39
-29,-33,-15,29,-2,-18,29,25,-4,-44,-25,-41
-33,-45,-41,34,1,-35,18,9,3,-42,-47,-34
-13,-54,-47,28,-10,-55,25,20,-31,-51,-11,-30
-11,-61,-31,41,11,-19,23,-10,-26,-28,-35,-20
-25,-23,-38,7,17,-44,18,26,-20,-26,-42,-26
-10,-39,-33,21,10,-38,16,15,-18,-31,-32,-45
-18,-55,-21,28,13,-43,24,32,-11,-28,-23,-9
-16,-51,-48,41,10,-12,30,13,-23,-45,-23,-35
-17,-73,-38,29,17,-44,40,18,1,-7,-48,-38
-3,-33,-15,23,11,-15,24,13,-7,-37,-38,-32
-24,-32,-10,33,-1,-45,27,10,-9,-52,-30,-26
1,-52,-26,19,24,-37,23,6,4,-33,-29,-39
-15,-32,-39,0,11,-36,15,18,-28,-19,-43,-58
-10,-60,-8,39,-13,-32,17,40,-8,-51,-60,-35
-21,-10,-35,11,27,-56,38,9,-18,-35,-38,-31
-10,-33,-39,39,17,-15,8,13,-13,-39,-37,-31
2,-21,-17,25,-7,-38,9,14,-29,-29,-22,-41
