I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
316,946,616,-634,-132,777,-516,-397,308,722,867,687
326,928,595,-622,-128,767,-526,-376,276,701,829,643
315,936,608,-608,-134,758,-518,-366,274,686,805,624
314,872,570,-605,-123,731,-466,-336,271,664,803,603
282,832,552,-556,-93,681,-453,-330,244,631,765,574
237,769,511,-518,-127,644,-410,-304,232,596,672,526
246,712,445,-480,-113,587,-384,-288,215,527,621,490
218,635,378,-437,-99,530,-333,-245,195,462,553,453
197,540,359,-399,-96,449,-289,-232,153,408,476,383
147,450,299,-307,-58,399,-262,-193,135,332,418,332
133,400,265,-272,-60,319,-192,-134,89,290,343,243
97,270,176,-212,-49,238,-163,-115,77,226,292,221
77,211,130,-147,-32,187,-107,-56,74,151,202,145
57,147,111,-104,-13,102,-75,-65,53,102,119,99
23,41,52,-31,17,36,-15,-37,34,63,45,36
9,-3,5,-1,6,1,-7,-1,-1,-24,15,18
-8,-72,-39,59,3,-60,35,18,-17,-46,-59,-58
-47,-126,-70,89,11,-86,73,24,-30,-84,-108,-60
-69,-173,-89,105,45,-146,72,62,-42,-119,-162,-141
-70,-208,-124,146,25,-169,115,85,-67,-157,-168,-151
-99,-275,-155,177,25,-204,139,79,-95,-192,-226,-155
-101,-284,-155,178,27,-238,138,96,-79,-205,-247,-193
-96,-326,-193,208,54,-226,183,124,-100,-225,-278,-192
-104,-313,-194,193,54,-261,173,129,-89,-223,-267,-225
-102,-319,-209,205,35,-291,169,119,-71,-245,-262,-211
-125,-319,-190,225,30,-256,177,134,-97,-224,-293,-241
-108,-305,-207,211,49,-265,171,133,-82,-267,-285,-213
-124,-341,-208,210,38,-256,156,120,-104,-243,-260,-224
-113,-315,-200,220,52,-227,152,122,-74,-222,-274,-225
-88,-289,-192,177,25,-252,135,113,-98,-227,-270,-198
-107,-271,-173,204,41,-229,180,82,-83,-205,-257,-176
-86,-255,-169,165,30,-214,141,108,-75,-199,-227,-171
-107,-220,-149,164,36,-203,145,98,-62,-187,-223,-177
-80,-228,-129,127,35,-186,125,83,-55,-151,-181,-170
-67,-197,-135,138,31,-163,123,99,-61,-149,-201,-158
-72,-174,-139,102,8,-162,106,81,-40,-156,-170,-134
-67,-182,-105,125,24,-141,88,69,-57,-113,-167,-135
-59,-167,-124,105,29,-137,44,40,-57,-123,-128,-114
-44,-149,-79,101,17,-126,94,83,-41,-99,-143,-103
-44,-132,-91,100,27,-113,92,49,-28,-92,-129,-74
-46,-130,-49,83,17,-99,72,53,-22,-71,-127,-60
-30,-119,-53,87,5,-95,57,38,-27,-70,-96,-87
-54,-119,-68,86,15,-74,69,53,-43,-82,-80,-61
-29,-83,-58,53,8,-82,67,19,-27,-55,-57,-84
-31,-104,-52,72,-16,-62,44,32,-20,-73,-68,-62
-16,-71,-37,60,22,-80,41,35,-39,-46,-65,-57
-29,-70,-30,35,9,-79,38,59,-13,-48,-78,-29
-20,-89,-30,46,24,-74,54,32,-9,-82,-66,-61
-29,-67,-57,50,-9,-57,46,48,-34,-52,-70,-74
0,-64,-71,52,8,-54,17,30,-9,-45,-59,-55
-33,-60,-46,62,13,-27,37,29,-35,-64,-68,-51
-19,-64,-25,40,10,-76,53,42,-33,-48,-69,-50
-39,-72,-43,58,29,-62,23,25,-19,-45,-50,-42
-24,-61,-35,38,39,-58,39,30,-18,-31,-49,-28
-35,-74,-36,26,34,-57,44,30,11,-61,-62,-31
-22,-72,-19,48,-8,-58,44,26,-46,-48,-47,-47
-4,-65,-46,55,-10,-61,35,28,-16,-25,-79,-40
-8,-43,-43,36,0,-62,33,7,-22,-71,-47,-21
-14,-51,-29,46,9,-40,38,17,-6,-58,-71,-37
-43,-56,-58,28,-20,-35,19,15,-6,-53,-72,-59
-30,-61,-36,48,33,-41,55,13,-22,-49,-54,-51
-19,-67,-63,57,1,-63,27,4,-2,-20,-43,-55
-13,-59,-30,41,6,-33,22,20,-8,-38,-56,-27
-42,-54,-33,50,21,-24,36,7,-24,-35,-67,-34
-12,-72,-40,53,5,-35,37,26,-42,-38,-54,-58
-23,-63,-41,35,10,-42,36,19,-38,-64,-25,-36
-27,-65,-46,21,6,-38,40,16,-30,-36,-60,-31
-29,-55,-55,38,3,-53,46,40,-14,-21,-55,-36
-26,-46,-30,37,1,-41,26,23,-20,-29,-57,-30
-15,-52,-24,44,28,-44,26,-3,-7,-65,-41,-34
-9,-38,-46,21,10,-35,18,36,-21,-56,-48,-27
2,-35,-43,37,17,-21,23,24,-11,-45,-71,-33
-26,-53,-20,43,31,-43,28,-1,-23,-71,-40,-26
-7,-54,-29,29,18,-51,21,40,-21,-17,-40,-51
-2,-35,-28,33,20,-48,28,28,2,-14,-46,-28
-23,-44,-29,24,12,-38,33,36,-8,-27,-48,-30
-27,-34,-56,13,8,-39,13,31,1,-14,-22,-20
-3,-27,-43,8,-1,-57,13,18,-13,-33,-39,-8
-28,-40,-41,31,24,-27,13,6,-26,-50,-18,-36
-13,-11,-24,25,18,-32,18,8,5,-14,-37,-14
3,-25,-6,26,-17,-52,19,-14,-16,-29,-4,-38
-7,-40,-21,10,14,-28,32,36,-38,-21,-43,-11
2,-14,-23,31,-9,-10,-9,7,6,-13,-34,-20
-13,-15,-16,31,13,-15,4,20,15,-34,-39,-27
12,-32,-8,24,-11,-24,21,-10,-23,-32,-32,-9
-2,-31,-6,4,24,-13,16,-2,-25,-22,0,-6
-50,-22,-10,13,7,12,31,27,3,-18,-43,-23
28,-20,-2,4,10,-16,4,-6,7,-18,-3,-23
-18,-27,-25,24,-18,-11,5,20,-1,-16,-35,-5
-3,-15,-15,-11,7,-33,11,19,10,-1,-11,24
-20,-32,-4,-11,7,-11,16,-15,-2,-1,-6,14
12,-15,19,20,20,7,15,-21,-14,-12,-19,9
-15,-14,-6,-17,2,-5,-9,2,12,1,19,0
-15,22,14,-2,6,-11,0,-12,-5,0,2,-1
1,5,-5,-12,6,13,14,-23,-10,-11,4,0
2,21,32,17,-3,15,13,15,9,23,11,25
-2,5,-4,-15,1,21,-6,-9,4,30,6,-5
16,10,31,4,10,0,-15,3,-5,13,25,15
33,-1,9,-13,2,-4,-11,-10,16,25,19,17
1,35,3,-15,6,42,-5,3,2,7,20,26
27,41,25,-38,-13,24,-16,-26,9,16,14,21
