I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
365,1056,691,-700,-163,862,-584,-408,324,773,938,750
381,1034,678,-691,-138,885,-563,-412,279,789,926,700
345,969,647,-658,-136,841,-542,-382,291,724,875,689
341,917,602,-597,-138,768,-501,-362,266,689,842,669
297,824,514,-585,-131,692,-456,-346,248,638,758,581
242,745,485,-482,-125,627,-401,-290,223,549,643,515
204,631,405,-419,-106,500,-335,-237,181,470,569,432
197,498,341,-369,-69,419,-310,-205,147,373,466,338
131,406,269,-267,-54,322,-207,-140,127,304,358,271
74,273,174,-166,-22,251,-143,-112,112,193,233,187
41,156,101,-102,-29,140,-121,-74,45,127,152,121
24,73,40,-48,-21,27,-23,-30,29,66,49,44
-3,-41,-20,23,-10,-18,15,-3,1,-21,-36,-25
-44,-112,-76,75,18,-88,67,45,-33,-65,-88,-73
-62,-137,-90,111,2,-141,89,73,-45,-135,-142,-107
-90,-227,-132,135,18,-182,124,79,-60,-169,-197,-145
-108,-261,-162,181,22,-206,152,76,-86,-168,-220,-182
-87,-285,-176,192,63,-209,160,108,-73,-226,-248,-204
-91,-294,-189,203,58,-257,134,104,-86,-221,-282,-203
-116,-302,-193,204,34,-253,153,122,-97,-220,-272,-206
-116,-267,-188,196,63,-236,169,112,-106,-223,-267,-214
-104,-282,-181,183,63,-233,172,117,-71,-209,-255,-184
-88,-247,-167,173,51,-217,150,104,-81,-206,-229,-200
-86,-262,-169,163,41,-203,146,97,-69,-168,-205,-180
-77,-205,-136,142,22,-173,130,91,-71,-156,-175,-162
-53,-190,-136,140,35,-147,108,84,-52,-139,-186,-125
-56,-187,-94,97,19,-127,87,59,-50,-106,-151,-121
-38,-130,-100,100,22,-118,79,58,-33,-109,-122,-97
-49,-123,-74,82,-9,-84,71,50,-46,-100,-127,-98
-39,-118,-75,87,10,-79,40,25,-19,-88,-101,-56
-29,-77,-97,63,-9,-90,60,38,-24,-53,-88,-64
-19,-76,-71,22,22,-64,20,0,-14,-58,-70,-74
-7,-64,-23,32,10,-40,31,15,-42,-27,-47,-25
-17,-49,-15,12,24,-30,28,31,-10,-17,-46,-19
-13,-38,-38,33,-8,-48,19,27,5,-42,-51,-60
-30,-46,-5,-1,5,-22,22,4,-14,-27,-33,-38
-25,-20,-25,16,-10,-44,-2,15,-2,-25,-5,-39
-30,-38,-31,36,22,-26,27,14,12,-34,-37,-7
-6,-14,5,19,9,-20,6,24,-26,-6,-19,-17
-30,-20,-11,18,-2,-13,11,-4,-19,-39,-6,-34
-11,-14,-27,1,-15,-18,2,10,-17,-20,-34,-6
-11,-21,-41,5,-30,-35,1,5,-27,-13,-30,6
-1,-36,-13,1,19,-2,6,-1,-7,-4,-24,-23
7,9,-8,-5,10,7,24,24,18,-13,-9,-13
-7,-16,-21,17,12,-9,1,7,-23,-31,-11,0
-4,-20,-20,4,-6,16,-16,5,-2,0,-19,6
11,-25,-8,16,9,-4,-21,-8,4,-11,-2,-24
7,0,0,-4,-5,-1,-1,0,-9,22,2,-15
-4,0,-12,0,-21,-8,-25,-3,0,14,10,11
31,6,-13,-13,2,-3,-6,-1,10,2,8,15
-25,33,-2,-11,8,5,8,-12,-17,7,15,-8
17,11,8,4,-8,-12,-2,-25,2,22,8,-2
12,6,0,-8,-5,27,-16,1,-1,2,31,-10
2,28,1,-3,11,28,-24,-18,9,20,-5,21
-2,4,10,-37,-3,15,-14,-14,5,17,29,23
6,11,22,-15,-9,16,-7,5,27,22,21,9
14,53,34,-25,13,17,-21,3,-1,25,36,13
2,35,38,-23,-7,40,-16,-37,3,32,21,30
0,48,7,-7,-9,42,-22,-23,1,38,32,24
28,19,37,-25,-8,39,-10,-18,-8,35,43,37
33,71,44,-46,5,27,-29,-26,20,46,55,40
15,64,31,-61,-14,36,-46,-15,-7,71,65,55
18,72,71,-53,-13,53,-46,-21,28,69,68,46
24,70,34,-74,-1,61,-32,-33,31,56,52,57
50,58,69,-66,-7,42,-41,-50,15,49,81,68
40,97,56,-78,-17,71,-58,-30,29,72,66,48
45,115,60,-49,-7,91,-70,-39,29,60,100,58
35,98,68,-79,-30,96,-66,-33,40,105,83,83
12,97,69,-94,-14,80,-80,-84,37,81,94,82
37,135,77,-98,-16,118,-64,-39,25,88,118,74
48,116,71,-96,-17,118,-63,-33,29,95,104,80
61,147,105,-92,-38,129,-91,-61,40,104,122,90
63,150,79,-94,-10,135,-63,-59,37,121,112,107
36,157,115,-91,-33,134,-78,-71,52,123,131,115
55,156,108,-102,-38,122,-85,-75,56,124,140,141
47,180,111,-128,-37,163,-119,-69,56,121,157,135
54,193,120,-101,-19,149,-88,-80,41,128,157,154
73,207,146,-139,-15,143,-96,-94,56,173,175,143
66,229,125,-142,-17,161,-127,-105,61,158,168,122
83,216,138,-136,-26,170,-131,-118,54,153,189,167
94,222,140,-152,-29,180,-107,-86,67,182,206,161
82,222,171,-179,-58,203,-150,-84,71,166,217,172
64,268,147,-200,-40,198,-122,-86,75,194,213,167
90,260,180,-168,-26,211,-142,-106,75,196,222,177
97,258,169,-186,-40,198,-158,-113,73,207,211,174
103,276,186,-200,-29,222,-152,-111,99,197,257,188
105,304,159,-175,-34,227,-139,-120,78,219,254,194
118,277,200,-203,-32,233,-144,-114,99,211,261,209
106,290,194,-215,-40,246,-173,-118,84,241,262,216
89,309,197,-216,-67,258,-192,-130,78,232,273,204
107,316,206,-216,-67,256,-148,-135,89,215,258,214
127,316,212,-236,-56,258,-166,-139,109,240,286,253
130,347,229,-208,-54,280,-167,-141,94,265,305,235
143,345,225,-226,-52,279,-189,-144,104,252,299,238
111,352,229,-230,-79,303,-201,-149,85,275,324,238
128,357,253,-249,-45,283,-185,-131,97,276,322,257
126,355,239,-238,-77,325,-206,-135,116,276,305,260
122,363,230,-239,-56,292,-205,-155,120,290,325,251
95,366,247,-261,-66,308,-211,-159,90,265,341,265
136,382,242,-258,-71,317,-218,-164,117,286,356,286
123,387,257,-263,-69,309,-221,-154,130,274,328,273
148,392,278,-258,-58,315,-206,-161,120,295,326,280
138,385,275,-260,-50,320,-221,-169,108,300,362,277
130,392,250,-282,-59,342,-225,-143,128,278,382,269
153,415,249,-267,-86,336,-224,-149,131,287,367,263
146,403,251,-265,-49,325,-219,-141,96,309,355,277
142,388,276,-256,-48,353,-215,-170,115,308,365,284
144,388,261,-263,-52,345,-218,-168,116,286,367,286
160,403,273,-265,-43,332,-231,-131,95,322,370,266
143,402,265,-303,-51,331,-225,-147,117,318,349,281
126,393,255,-263,-45,332,-209,-167,118,302,363,294
126,400,262,-279,-56,320,-226,-162,123,311,376,275
129,391,269,-287,-74,328,-203,-162,113,283,360,269
123,404,255,-274,-79,322,-221,-164,151,298,347,276
133,395,236,-255,-64,333,-214,-138,115,294,361,271
146,374,277,-259,-66,330,-206,-151,90,270,361,281
119,398,256,-272,-59,328,-227,-146,102,255,340,246
117,391,254,-245,-59,335,-228,-160,127,283,329,242
155,377,252,-242,-73,318,-213,-149,105,268,313,266
105,355,233,-265,-51,286,-208,-121,108,257,318,251
126,341,226,-241,-55,295,-199,-152,82,255,319,230
112,338,239,-233,-33,292,-188,-139,112,238,314,230
130,320,207,-227,-62,285,-193,-139,112,255,298,243
107,327,208,-216,-57,277,-192,-128,86,258,306,211
117,324,213,-216,-28,271,-195,-127,108,223,273,231
108,318,205,-215,-33,239,-159,-127,92,235,278,221
104,316,198,-234,-28,246,-150,-119,109,217,281,216
111,283,193,-205,-51,233,-174,-117,112,231,276,211
97,277,189,-215,-21,222,-145,-119,67,204,249,201
118,278,191,-193,-30,236,-157,-85,85,197,263,195
82,270,155,-163,-49,215,-151,-119,108,214,258,157
103,256,172,-159,-46,212,-133,-103,84,198,205,179
74,252,182,-179,-48,218,-135,-94,85,195,220,170
87,227,155,-167,-26,218,-140,-91,80,186,221,152
60,232,137,-164,-39,173,-131,-124,86,160,215,163
74,214,166,-127,-47,186,-121,-108,56,171,215,157
67,228,146,-186,-47,171,-114,-108,45,162,177,164
84,218,140,-130,-48,155,-97,-100,55,165,168,137
76,195,125,-125,-38,150,-98,-67,64,142,165,139
51,167,147,-109,-27,143,-113,-67,49,132,178,124
46,164,116,-111,-23,129,-108,-69,47,121,159,122
40,158,103,-112,-28,140,-94,-83,36,114,139,133
67,145,112,-115,-27,145,-93,-76,28,107,159,105
43,155,92,-104,-28,112,-75,-56,53,99,126,104
36,134,74,-96,-5,109,-79,-56,39,83,106,79
45,121,88,-86,-12,81,-63,-52,42,79,126,111
46,118,85,-68,-20,99,-45,-65,25,87,113,97
67,107,77,-71,-18,99,-64,-27,27,92,83,101
16,111,62,-65,-13,97,-29,-39,43,91,101,65
33,95,79,-84,-10,81,-60,-44,49,86,90,66
32,99,66,-45,-20,78,-50,-46,22,76,74,42
23,54,32,-63,-7,76,-38,-27,16,78,65,59
29,64,36,-32,-12,76,-25,-23,16,49,67,32
31,70,60,-41,-7,61,-34,-19,0,60,52,46
22,49,35,-25,-20,51,-36,-6,0,28,72,20
9,58,34,-16,-25,28,-25,-24,32,47,31,30
22,33,16,-33,-7,28,0,-17,20,50,32,45
36,30,33,-6,-3,49,-5,7,-3,25,40,30
-9,21,18,-16,-34,5,-11,-3,24,21,33,46
14,26,25,-20,0,17,-17,-19,21,33,38,21
17,28,29,-11,20,26,-7,-3,-5,16,28,28
27,37,5,-6,15,34,-12,-16,5,4,27,12
8,7,8,-12,2,31,-9,-18,15,10,15,13
9,11,-11,9,0,-11,12,-12,1,8,11,29
6,11,8,-3,-1,19,4,-25,-4,10,-15,13
11,11,24,13,12,-5,-19,4,11,1,8,4
-22,-24,-8,-6,2,6,10,-21,8,-23,-2,1
-22,-3,-17,7,12,-3,9,4,4,1,3,5
2,9,-16,7,4,-3,-17,-7,-22,1,-4,-11
-17,-5,-7,7,14,4,-19,-26,21,4,1,-12
14,-9,-28,9,-12,8,16,12,8,5,-13,-34
-10,-19,-1,13,-6,-4,5,-13,-6,-28,12,-10
-9,-26,3,6,23,-19,13,-8,2,-25,-14,-22
-12,-43,-40,3,-2,-9,10,-2,11,7,-2,-9
-20,-12,-6,24,28,-27,17,17,16,-5,-11,-8
-34,1,-1,11,15,-28,27,5,-23,-5,-16,4
-12,-29,-16,1,3,-31,25,18,10,-30,-16,-7
23,-27,-14,1,10,-16,16,9,-4,-26,-37,-24
-19,-28,-25,27,28,-35,21,7,-3,-8,-14,1
5,-33,-9,24,-14,-19,13,11,-5,-6,-35,-23
-27,-25,-27,27,21,-27,24,-3,-10,-12,-9,-15
-3,-18,-25,18,13,-13,20,17,2,-19,-14,-26
14,-29,-29,14,-24,-16,23,8,-14,-9,-20,-12
-7,-26,-37,29,-4,-22,11,12,3,-5,-24,-23
-18,-34,-24,22,-18,-12,35,22,-11,-28,-22,-37
-29,-35,-40,47,12,3,34,16,-5,-25,-35,-5
-4,-59,-33,23,-8,-14,50,20,-22,-2,-33,-30
-14,-45,-18,31,2,-38,6,15,-19,-9,-24,-17
-10,-40,-40,1,22,-30,23,-4,-27,-22,-40,-24
-11,-49,-8,33,0,-7,3,21,-7,-34,-35,-17
-24,-35,-19,26,10,-40,10,7,5,-4,-43,-17
