I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
356,1010,657,-717,-156,881,-595,-432,310,775,941,726
364,1010,668,-702,-143,863,-564,-391,311,780,935,716
351,1003,623,-675,-152,817,-544,-413,305,737,883,690
311,931,589,-621,-146,766,-525,-364,288,706,828,666
294,843,537,-590,-122,712,-464,-336,236,616,732,554
243,754,472,-504,-98,624,-414,-306,227,558,649,531
235,639,409,-414,-112,516,-333,-261,196,483,561,452
196,523,319,-367,-79,461,-290,-193,159,393,463,367
140,396,271,-260,-73,324,-231,-140,127,308,354,275
96,279,201,-196,-35,218,-168,-115,78,209,242,212
67,162,121,-115,-11,138,-90,-35,45,140,156,133
34,86,53,-41,-14,65,-32,-30,10,49,64,51
-14,-4,-14,3,-4,-27,0,8,5,13,-25,-6
-40,-112,-61,65,4,-63,45,55,-32,-80,-67,-75
-40,-157,-109,133,29,-131,104,71,-36,-130,-165,-109
-90,-240,-151,143,26,-171,143,88,-65,-176,-180,-156
-87,-254,-180,189,40,-216,145,91,-77,-209,-252,-198
-91,-273,-198,210,40,-239,143,106,-89,-226,-245,-194
-109,-309,-196,209,47,-285,177,117,-93,-232,-286,-214
-121,-306,-218,231,51,-263,182,110,-100,-256,-294,-215
-108,-328,-225,209,53,-269,172,160,-88,-242,-297,-234
-106,-303,-186,207,63,-271,166,142,-88,-235,-258,-212
-119,-306,-187,196,58,-257,172,118,-74,-246,-262,-199
-95,-283,-175,204,38,-235,127,129,-82,-237,-281,-191
-83,-264,-171,162,38,-228,122,108,-58,-193,-224,-175
-74,-234,-150,146,28,-178,129,93,-71,-203,-209,-182
-62,-228,-118,153,39,-169,100,71,-68,-152,-200,-145
-55,-191,-140,122,22,-157,95,66,-32,-116,-171,-151
-67,-155,-108,91,37,-138,84,31,-50,-116,-162,-123
-55,-158,-75,95,14,-102,62,53,-28,-102,-136,-102
-49,-130,-85,79,18,-100,64,50,-6,-78,-95,-93
-32,-89,-69,57,19,-82,49,33,-32,-83,-96,-65
-10,-103,-62,60,21,-84,28,29,-10,-54,-80,-57
-29,-74,-42,59,5,-69,16,51,-30,-67,-77,-63
-5,-63,-38,41,0,-64,41,31,-10,-37,-67,-39
-17,-59,-34,41,17,-35,21,35,-22,-44,-57,-58
-31,-70,-45,66,16,-47,5,11,-13,-31,-54,-39
-38,-58,-24,19,26,-42,29,40,-12,-34,-42,-31
-16,-27,-25,55,-5,-51,18,13,-10,-42,-7,-38
-29,-51,-21,53,21,-39,26,2,3,-25,-21,-37
-27,-29,-26,34,-17,-73,38,19,-1,-15,-44,-41
-7,-50,-26,25,5,-50,7,18,-21,-32,-43,-24
0,-31,-30,14,19,-18,35,13,-26,-24,-44,-8
-3,-27,-10,33,27,-19,39,-16,4,-28,-24,-31
-28,-28,-27,37,-24,-21,12,-13,-6,-32,-38,-28
-24,-6,-40,47,0,-3,13,-2,10,-4,-58,-21
-36,-38,-22,4,36,-28,21,9,-12,-16,-27,-12
-13,-23,-25,35,-7,-40,37,10,-8,-23,-34,-21
7,-32,-21,8,18,-14,12,39,2,-12,-30,-15
-20,-15,-15,15,-16,-46,8,33,-5,-1,-38,-19
19,-24,-19,0,4,-14,1,-4,9,-38,-41,-1
-12,-16,-23,20,-4,6,14,10,-1,-28,-20,5
0,14,-2,9,-14,-14,-11,6,1,1,-24,-17
4,10,-14,7,-2,-15,12,-6,-15,17,-10,-44
-5,-17,4,14,-11,11,-18,12,-15,-3,-11,-11
