I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
376,1061,682,-746,-137,853,-584,-416,291,790,947,732
352,1063,669,-696,-150,850,-588,-411,304,788,927,741
340,994,671,-665,-165,837,-566,-383,316,741,912,708
341,941,611,-642,-131,803,-514,-390,278,710,865,662
303,845,559,-603,-111,701,-456,-333,256,656,765,598
268,755,484,-490,-101,641,-407,-336,220,552,678,525
229,676,427,-440,-100,537,-357,-265,191,485,582,446
191,539,347,-363,-58,446,-287,-214,152,397,483,410
149,404,267,-293,-65,373,-241,-176,107,302,365,284
122,294,172,-204,-60,237,-175,-116,101,235,264,205
58,168,125,-130,-41,179,-110,-78,56,147,160,131
34,87,40,-56,-2,84,-67,-48,18,43,58,65
-18,5,-11,-14,-13,-7,5,27,23,-4,-22,-6
-43,-74,-60,71,30,-60,65,27,-42,-45,-74,-68
-73,-172,-118,110,20,-113,87,77,-37,-105,-158,-124
-89,-231,-127,138,16,-177,143,73,-61,-171,-178,-165
-107,-266,-193,164,49,-211,146,107,-68,-193,-230,-169
-116,-311,-184,222,35,-275,156,129,-84,-219,-275,-214
-128,-317,-209,235,34,-286,158,123,-99,-239,-283,-239
-120,-357,-236,211,47,-289,184,125,-120,-261,-326,-229
-133,-324,-204,234,49,-299,214,143,-105,-268,-285,-249
-98,-329,-200,228,34,-268,186,140,-112,-280,-298,-221
-101,-352,-208,210,50,-278,175,110,-82,-219,-292,-229
-104,-288,-196,209,51,-246,171,108,-92,-224,-247,-209
-103,-282,-169,206,53,-227,129,104,-79,-197,-252,-186
-94,-264,-157,163,36,-218,154,100,-62,-192,-223,-163
-69,-269,-128,167,38,-177,126,97,-82,-192,-225,-139
-91,-182,-110,140,26,-192,121,92,-67,-148,-181,-130
-62,-191,-115,117,43,-142,80,77,-37,-137,-171,-128
-69,-165,-118,112,27,-136,79,76,-47,-133,-155,-96
-63,-144,-88,88,34,-128,56,58,-38,-97,-140,-113
-27,-124,-69,82,-11,-103,74,64,-34,-99,-118,-81
-24,-117,-54,72,21,-82,66,43,-28,-90,-97,-89
-46,-74,-61,65,13,-103,58,55,-4,-73,-77,-34
-35,-80,-82,40,11,-69,58,51,-52,-92,-80,-38
-40,-69,-55,52,9,-39,43,16,-4,-78,-57,-80
-15,-83,-63,56,0,-51,36,47,-14,-79,-65,-56
-21,-51,-48,62,-1,-67,44,33,-36,-26,-45,-53
-14,-64,-36,49,19,-43,27,32,5,-52,-80,-24
-17,-42,-30,49,16,-69,41,24,-3,-47,-54,-48
-2,-50,-43,49,11,-70,41,34,-15,-34,-57,-17
-31,-42,-35,33,-1,-40,47,25,-38,-58,-43,-27
-24,-37,-44,26,18,-41,43,29,-18,-28,-66,-54
-28,-41,-25,45,14,-28,41,10,-4,-30,-35,-29
-21,-49,-40,16,7,-42,9,3,-15,-61,-62,-24
-27,-39,-40,31,-3,-31,40,5,-26,-50,-22,-32
-32,-55,-27,48,10,-50,42,13,-27,-36,-24,-30
-42,-42,-41,32,12,-19,11,15,-4,-54,-45,-15
-21,-44,-4,18,-14,-36,25,15,-32,-28,-44,-39
-5,-49,-23,15,10,-47,44,-5,-11,-41,-18,-48
17,-34,-36,22,25,-27,19,16,6,-29,-30,-6
-16,-18,-14,19,-2,-30,5,23,-13,-30,-35,-16
0,-36,-29,28,-9,-34,-5,22,0,-40,-39,-29
-31,-44,-12,7,10,-29,22,22,-10,-33,-39,-8
-24,-23,-28,37,7,-17,26,-15,-6,-32,-28,-14
-29,-16,-13,7,12,-42,11,15,-3,-24,-27,-36
-21,-28,-1,15,-1,-13,24,6,-11,-9,15,-6
18,-27,-3,3,-6,-5,-12,20,-27,-8,25,0
-9,9,5,2,-2,21,13,-1,2,3,7,3
-23,-2,-5,8,1,-1,-25,23,-9,21,-4,-12
1,17,-13,-20,-2,1,-24,12,-12,1,20,-9
3,5,6,-7,-21,11,1,4,0,17,15,1
13,17,33,1,10,26,-15,-28,11,4,17,12
12,27,3,3,0,22,-25,0,-17,28,17,32
21,37,21,-19,-9,25,-11,-21,-11,26,14,11
9,36,7,-27,20,23,-15,-20,8,35,35,12
7,11,17,-28,-14,20,-27,-27,4,35,17,53
4,32,4,-34,-22,27,-44,-40,5,23,36,33
-2,61,31,-33,1,52,-23,-26,32,24,66,38
28,50,40,-33,-21,34,-21,-34,25,47,62,9
28,81,56,-62,-19,62,-41,-39,23,54,77,19
26,48,59,-42,0,53,-32,-23,28,56,70,64
41,87,46,-44,7,64,-45,-52,29,51,62,46
30,95,69,-52,5,50,-41,-39,19,56,83,78
43,93,62,-78,-24,77,-32,-46,37,75,91,60
42,123,71,-58,-22,91,-35,-48,2,85,93,82
50,88,74,-80,-18,96,-73,-51,32,78,118,86
37,118,74,-90,7,101,-66,-45,30,93,108,79
60,126,103,-99,-10,109,-73,-69,68,90,129,96
46,157,103,-105,-7,131,-78,-81,41,130,128,95
47,150,99,-102,-31,122,-85,-56,50,110,119,94
45,147,103,-112,-40,160,-81,-99,42,102,150,139
39,169,101,-111,-31,147,-97,-62,54,147,154,111
52,181,114,-106,-37,155,-106,-55,43,124,158,124
87,208,112,-134,-29,150,-108,-79,57,136,143,149
93,200,121,-141,-23,142,-115,-76,42,153,189,118
87,203,133,-143,-40,176,-94,-95,57,151,181,132
73,231,142,-137,-31,186,-120,-102,37,138,174,152
81,249,134,-144,-54,205,-123,-111,68,174,216,175
91,247,148,-175,-50,187,-117,-100,63,170,217,176
86,246,173,-166,-34,203,-162,-90,53,172,213,167
74,246,166,-173,-36,200,-142,-135,59,204,215,175
82,281,169,-190,-30,215,-152,-87,65,204,238,190
97,269,188,-176,-46,201,-137,-105,100,202,258,193
89,278,182,-192,-53,214,-143,-107,95,207,258,187
109,287,192,-201,-10,243,-188,-120,104,210,265,216
86,314,196,-201,-52,251,-177,-117,119,214,279,211
100,313,188,-195,-36,252,-174,-124,104,253,257,196
107,325,190,-211,-44,266,-184,-110,102,236,291,226
100,321,238,-235,-64,252,-179,-135,101,238,307,239
133,331,212,-242,-59,292,-180,-134,92,237,304,205
125,358,219,-228,-41,286,-201,-140,115,256,313,228
109,346,216,-225,-55,275,-178,-141,99,245,301,231
133,353,223,-245,-40,306,-203,-138,97,242,330,245
115,348,243,-243,-53,289,-191,-138,128,259,322,244
152,366,247,-245,-58,298,-213,-149,106,268,343,266
117,364,239,-264,-68,308,-210,-139,112,291,346,260
135,362,253,-269,-65,304,-202,-127,126,284,317,262
136,386,234,-255,-61,323,-179,-162,104,277,320,244
134,355,260,-244,-65,309,-206,-142,104,275,360,215
136,381,236,-245,-52,306,-216,-150,111,288,351,287
119,387,254,-268,-46,307,-210,-170,102,298,351,272
131,385,241,-263,-61,334,-214,-157,113,291,357,254
122,388,249,-250,-55,319,-202,-162,111,290,347,263
145,404,246,-262,-79,339,-204,-137,126,295,350,231
145,384,261,-258,-64,300,-186,-156,106,302,354,271
153,380,258,-269,-52,313,-219,-134,110,272,362,280
146,406,260,-250,-67,307,-220,-157,102,286,369,255
134,384,247,-275,-54,312,-237,-155,124,304,352,254
123,395,262,-263,-64,313,-214,-160,105,282,365,264
144,374,246,-245,-43,334,-205,-157,98,285,361,275
117,368,230,-258,-64,314,-217,-153,102,283,329,244
159,371,231,-246,-53,315,-201,-148,105,284,316,257
124,346,228,-238,-54,316,-213,-114,104,281,326,266
128,364,230,-239,-40,286,-195,-145,110,275,330,233
132,370,234,-252,-54,290,-211,-143,108,269,305,246
102,342,241,-212,-44,264,-187,-134,113,259,309,238
130,323,202,-223,-41,306,-202,-133,108,246,295,223
94,334,220,-222,-64,291,-176,-139,105,248,294,240
111,333,194,-202,-64,268,-178,-138,116,261,287,226
95,327,185,-223,-55,238,-188,-104,116,240,297,193
98,316,198,-201,-63,256,-152,-138,74,240,277,226
132,316,185,-224,-60,253,-154,-126,98,229,257,205
101,312,187,-203,-42,222,-164,-129,83,230,254,189
86,292,185,-211,-59,225,-153,-101,92,192,239,185
96,244,168,-178,-39,227,-161,-108,88,210,226,198
98,261,169,-182,-49,224,-127,-104,73,188,241,191
92,253,144,-183,-54,223,-136,-104,64,196,230,170
100,256,179,-183,-45,216,-137,-84,79,179,218,183
70,221,135,-181,-33,182,-129,-109,80,179,213,187
100,237,162,-139,-47,197,-126,-109,79,187,198,147
82,216,141,-158,-25,180,-116,-97,89,178,194,150
68,199,142,-140,-30,162,-127,-109,71,154,164,146
40,215,135,-150,-10,154,-110,-79,70,138,171,119
82,204,120,-126,-32,156,-103,-71,43,143,153,128
43,180,114,-110,-30,131,-87,-62,65,150,148,157
59,178,113,-92,-11,127,-107,-64,61,119,143,110
54,132,95,-111,-3,124,-96,-76,41,131,145,125
62,171,81,-118,-1,127,-70,-79,59,124,137,122
43,141,97,-106,-1,115,-83,-39,56,103,122,87
73,106,93,-78,-6,124,-87,-61,26,112,119,92
31,111,81,-77,-11,103,-60,-54,26,98,105,93
38,119,90,-88,-20,109,-44,-71,15,102,118,93
34,114,56,-58,0,87,-65,-46,32,80,96,52
7,80,65,-75,-6,78,-63,-26,18,68,82,75
9,86,65,-45,-9,75,-37,-35,39,72,96,55
-6,92,30,-70,-12,80,-53,-53,62,67,91,37
27,71,49,-35,-3,52,-41,-22,-8,51,46,54
4,66,44,-49,-12,48,-18,-16,8,61,61,42
22,42,13,-30,3,46,-49,-37,33,71,50,33
23,35,25,-28,-14,59,-40,-7,11,28,54,38
48,43,15,-45,-20,36,-54,-12,24,27,40,22
8,37,20,-35,-20,24,-12,5,12,31,52,25
-26,20,8,-21,-6,7,9,-13,-10,23,23,33
4,9,16,-21,19,30,-13,-9,-4,29,14,15
12,26,-4,7,8,0,4,-1,1,-8,12,15
-18,-7,18,7,-14,-1,-15,-19,-11,29,14,9
-4,-8,-5,10,-18,2,-16,-15,7,13,5,-23
-1,27,0,27,8,-18,25,-4,15,10,-7,29
-7,-6,17,5,-14,25,26,1,6,10,3,-2
-15,-11,-15,-4,-13,-8,10,7,-14,1,-11,0
-5,-13,-23,23,24,-25,-2,20,-1,-20,-25,-16
19,-5,-24,15,25,-30,4,12,-12,-1,5,-15
-20,-17,-14,-9,9,-33,20,9,-9,-11,-31,-25
-4,-22,-6,31,26,-34,20,14,-17,-15,-27,-14
-16,-33,-28,30,-3,-14,10,9,-16,-21,-8,-29
-10,-45,-17,-1,-8,-6,41,17,-34,-22,-60,-27
11,-36,-29,33,2,-13,9,5,-19,-7,-36,-36
-15,-37,-22,27,10,-39,21,8,-12,-15,-29,-7
-27,-42,-11,18,4,-49,14,25,-25,-26,-25,-45
-35,-32,-34,18,9,-36,46,9,-20,-29,-39,-22
-28,-31,-28,33,-12,-39,39,1,9,-44,-39,-50
-23,-53,-22,44,-19,-42,46,4,-35,-33,-42,-30
-19,-53,-25,12,2,-45,32,7,-6,-46,-41,-35
-24,-60,-36,39,-21,-62,36,13,-18,-51,-52,-26
-28,-77,-43,38,-1,-38,30,29,-7,-48,-13,-44
-21,-69,-44,53,31,-35,33,21,-16,-31,-46,-22
-19,-61,-27,34,15,-34,8,29,-14,-39,-58,-33
-33,-71,-42,48,-10,-36,36,33,-16,-45,-45,-40
-21,-51,-33,27,-4,-38,46,29,-19,-40,-55,-50
-31,-45,-44,27,11,-50,49,24,-5,-63,-47,-42
-17,-68,-23,33,33,-64,34,20,-40,-64,-61,-47
-29,-60,-25,25,-1,-27,49,33,-11,-54,-67,-21
-18,-62,-34,41,1,-48,57,13,-39,-52,-70,-28
-23,-42,-59,39,29,-55,33,23,-21,-44,-65,-46
-17,-59,-69,55,26,-75,41,30,-30,-51,-51,-44
-35,-69,-39,43,23,-37,54,16,-18,-25,-57,-49
-19,-83,-34,42,-1,-42,31,19,-5,-34,-21,-33
-18,-60,-36,34,1,-31,32,21,-14,-43,-39,-44
-16,-65,-34,43,12,-51,50,15,-5,-38,-56,-69
-14,-32,-51,65,7,-63,39,14,-2,-51,-61,-45
-13,-62,-32,30,17,-49,22,22,-24,-32,-66,-45
-22,-66,-45,30,2,-83,38,33,-8,-49,-46,-48
-37,-61,-42,53,26,-65,41,19,-18,-52,-44,-60
-25,-50,-19,36,16,-47,45,27,-17,-57,-64,-43
-21,-56,-36,33,23,-63,3,31,-20,-33,-42,-37
-40,-75,-54,35,23,-53,33,28,-20,-34,-64,-39
-13,-61,-28,53,19,-77,37,20,-6,-39,-87,-46
-28,-48,-43,42,23,-47,37,67,-32,-50,-62,-51
-25,-76,-36,34,9,-76,51,5,-6,-44,-63,-38
-1,-69,-34,60,24,-70,31,41,-16,-56,-81,-55
-39,-88,-33,44,-10,-58,25,36,-18,-25,-50,-21
0,-64,-51,30,4,-78,28,24,-22,-38,-46,-41
-27,-49,-31,70,11,-60,23,32,-18,-35,-54,-42
6,-41,-38,58,-4,-52,36,24,-38,-45,-47,-11
-27,-68,-35,37,11,-44,31,45,-31,-27,-64,-49
-38,-64,-53,52,10,-57,57,18,-18,-56,-50,-58
-23,-72,-34,50,7,-63,24,48,-30,-37,-36,-34
-46,-53,-39,45,-5,-61,47,27,-17,-70,-66,-41
-32,-60,-37,41,7,-58,29,27,-17,-53,-68,-27
-5,-52,-53,34,17,-50,35,30,-34,-35,-58,-41
4,-48,-38,56,33,-54,42,33,-9,-40,-50,-59
-29,-74,-25,22,26,-51,29,24,-34,-59,-71,-39
-8,-52,-28,55,30,-31,46,30,-33,-27,-57,-24
-4,-66,-31,48,6,-30,24,33,6,-48,-59,-43
-15,-54,-46,62,2,-55,31,30,-27,-55,-45,-24
-24,-52,-31,38,22,-40,37,35,-21,-40,-59,-50
-17,-69,-28,46,22,-41,52,35,-2,-50,-36,-18
-7,-71,-51,33,12,-38,23,20,-66,-44,-42,-41
-17,-47,-29,51,-2,-46,7,31,-14,-52,-46,-53
2,-62,-36,48,-4,-55,40,-3,-18,-27,-48,-34
-24,-69,-44,54,10,-50,33,13,-12,-26,-37,-63
-19,-50,-16,32,19,-42,26,33,-44,-33,-42,-21
-46,-59,-25,31,3,-28,7,30,6,-32,-68,-32
-19,-34,-36,29,27,-41,46,16,-26,-32,-33,-34
-23,-74,-41,26,-5,-34,43,9,-3,-39,-41,-54
-31,-56,-2,34,36,-44,9,4,-28,-13,-37,-37
-12,-56,-26,24,13,-35,16,14,-6,-42,-34,-46
-2,-50,-39,34,21,-41,24,12,-22,-31,-51,-58
-13,-71,-18,20,8,-44,10,31,-14,-39,-51,-37
-22,-37,-36,21,1,-35,12,-8,-23,-23,-17,-43
-29,-52,-15,30,17,-64,19,13,10,-43,-29,-42
