I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
355,1017,680,-690,-145,817,-543,-384,301,743,887,697
324,996,638,-667,-145,823,-562,-401,313,739,884,687
334,955,614,-657,-144,788,-531,-385,297,705,848,679
301,910,575,-597,-126,725,-490,-337,249,668,802,631
273,810,512,-563,-134,660,-412,-314,245,608,727,565
266,697,462,-465,-118,594,-372,-286,200,518,625,487
220,583,387,-393,-95,491,-320,-256,173,432,552,411
161,480,316,-329,-90,406,-255,-211,131,370,438,331
132,380,230,-248,-68,304,-206,-149,103,269,315,244
97,277,153,-174,-43,200,-149,-113,57,188,246,171
30,147,82,-111,-10,111,-71,-49,31,105,107,103
7,44,36,-40,-3,36,-14,-34,22,35,44,16
-17,-51,-30,35,7,-30,19,17,19,-19,-37,-25
-54,-102,-50,108,21,-77,57,60,-29,-66,-93,-79
-67,-192,-97,122,31,-119,104,79,-43,-138,-178,-127
-61,-206,-154,126,24,-189,124,64,-69,-165,-205,-153
-103,-254,-152,174,24,-199,125,83,-74,-182,-224,-164
-113,-272,-184,192,45,-229,157,117,-104,-213,-256,-189
-103,-281,-184,192,52,-229,170,129,-68,-204,-257,-188
-91,-296,-197,192,42,-238,163,128,-78,-226,-276,-234
-99,-298,-186,205,28,-253,154,132,-70,-220,-228,-221
-94,-269,-161,175,45,-223,169,126,-85,-207,-252,-189
-86,-257,-168,184,41,-208,144,94,-78,-199,-226,-175
-66,-255,-168,145,29,-212,115,91,-95,-172,-240,-156
-81,-228,-129,153,21,-184,114,76,-64,-137,-197,-157
-85,-191,-111,141,45,-161,117,85,-36,-139,-170,-148
-85,-169,-96,126,49,-130,95,63,-46,-131,-116,-130
-47,-127,-79,117,29,-135,73,66,-42,-107,-129,-91
-59,-127,-71,76,21,-104,64,31,-33,-114,-121,-75
-32,-120,-79,79,16,-95,68,43,-29,-78,-104,-83
-50,-93,-54,73,10,-78,76,50,-20,-68,-90,-60
-43,-70,-57,65,-7,-48,39,20,-15,-52,-70,-45
-20,-48,-39,42,4,-54,35,7,-18,-40,-69,-42
-19,-63,-32,40,-8,-55,45,4,-31,-40,-47,-35
