I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
378,1079,681,-740,-176,901,-585,-432,323,817,956,742
359,1039,689,-709,-173,884,-585,-417,334,815,950,742
344,998,637,-683,-142,846,-543,-396,297,763,894,674
312,891,585,-595,-134,764,-495,-357,255,679,812,640
272,788,514,-542,-150,662,-434,-301,227,607,696,528
234,666,410,-424,-101,526,-356,-255,187,481,597,442
177,524,313,-344,-68,433,-264,-196,164,372,446,365
133,359,251,-224,-58,298,-195,-149,109,277,320,244
92,239,121,-128,-55,194,-130,-89,73,155,210,156
50,97,56,-60,-1,103,-72,-28,33,79,81,84
-12,-28,5,24,13,-12,11,4,-2,12,14,-4
-37,-83,-60,47,9,-82,51,41,-22,-54,-85,-70
-67,-153,-117,110,30,-140,87,52,-65,-133,-140,-128
-78,-237,-142,154,65,-161,105,82,-45,-192,-217,-156
-91,-288,-185,189,22,-219,142,109,-87,-186,-232,-176
-73,-287,-169,174,41,-230,139,108,-95,-181,-260,-210
-116,-283,-189,205,45,-231,153,102,-98,-203,-292,-196
-89,-267,-174,184,32,-237,151,107,-73,-228,-263,-182
-97,-250,-156,195,40,-230,155,105,-66,-203,-229,-176
-94,-235,-130,169,51,-169,119,98,-70,-167,-189,-167
-66,-210,-140,123,40,-154,103,86,-69,-183,-172,-164
-59,-178,-104,104,24,-141,85,90,-38,-118,-155,-120
-29,-155,-71,111,11,-140,75,46,-35,-112,-99,-111
-53,-96,-96,69,20,-89,70,52,-38,-80,-115,-84
-23,-86,-59,41,-8,-58,75,42,-15,-73,-77,-63
-29,-53,-49,73,4,-72,56,26,-34,-39,-64,-58
-30,-68,-15,11,28,-42,30,24,-43,-45,-49,-27
-15,-46,-16,35,15,-34,13,-1,-16,-38,-50,-26
-6,-33,-32,19,5,-23,11,5,0,-21,-19,-17
2,-12,-24,11,-17,-4,-1,-9,0,-8,-43,-24
-10,-22,9,-10,-15,6,16,16,4,-7,-23,-6
-13,-1,-4,-8,-4,4,-5,-12,-5,-8,10,4
-18,5,3,-11,-9,7,9,-5,2,6,-4,1
20,10,-15,7,7,9,3,-29,-12,4,-9,39
20,19,36,-11,-8,32,-35,-9,22,9,8,26
22,15,26,-12,-13,6,-16,-25,-16,14,21,17
8,34,16,-27,-5,20,5,9,5,28,7,13
