I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
357,1002,653,-667,-143,856,-563,-385,300,748,906,696
353,987,640,-678,-144,828,-511,-397,302,748,885,692
344,921,617,-636,-161,779,-521,-382,269,709,862,685
296,885,560,-579,-131,732,-483,-339,273,631,780,588
280,791,519,-548,-111,665,-441,-299,241,583,732,547
256,692,483,-474,-108,588,-388,-266,222,504,612,482
209,603,364,-379,-90,471,-322,-232,171,441,517,427
175,478,302,-318,-80,388,-267,-186,147,358,393,317
130,338,211,-231,-67,303,-204,-162,115,254,301,256
73,253,131,-155,-26,192,-129,-96,78,169,213,181
41,139,67,-112,-45,104,-53,-35,29,83,91,84
4,44,19,-9,10,16,-16,-12,29,20,32,1
-4,-48,-33,38,7,-40,13,33,-3,-38,-34,-37
-21,-111,-89,98,17,-99,67,61,-37,-112,-112,-84
-60,-209,-137,148,11,-149,118,69,-45,-137,-177,-152
-80,-264,-162,143,36,-203,136,110,-84,-199,-213,-181
-100,-280,-182,206,24,-227,153,104,-80,-216,-245,-194
-93,-308,-201,211,49,-248,165,119,-98,-214,-237,-200
-86,-304,-204,224,31,-250,161,125,-72,-218,-263,-206
-110,-318,-199,218,27,-282,163,119,-97,-250,-301,-197
-84,-315,-205,193,45,-267,159,120,-98,-200,-271,-221
-85,-291,-213,211,23,-266,168,147,-74,-219,-258,-203
-93,-258,-177,191,34,-226,161,90,-102,-207,-250,-199
-105,-271,-184,178,43,-216,133,102,-100,-207,-216,-186
-83,-219,-138,164,41,-191,132,81,-84,-176,-193,-187
-67,-205,-136,134,46,-181,123,73,-48,-148,-186,-147
-56,-199,-129,153,46,-157,110,74,-43,-122,-162,-121
-54,-156,-116,84,14,-132,102,62,-58,-116,-144,-117
-48,-130,-115,81,19,-123,76,46,-30,-98,-133,-110
-40,-125,-71,67,11,-105,41,40,-58,-89,-114,-73
-18,-91,-67,73,9,-97,63,37,-23,-83,-109,-66
-17,-77,-56,69,25,-81,46,33,-40,-64,-82,-65
-6,-83,-67,59,5,-65,49,11,-14,-82,-60,-24
-21,-75,-59,54,18,-59,55,15,-7,-43,-61,-55
-50,-54,-41,47,26,-32,47,35,-28,-32,-51,-30
-15,-37,-35,36,-11,-50,24,35,-26,-45,-40,-65
-11,-47,-39,34,21,-26,38,27,-9,-46,-46,-41
-11,-44,-43,43,2,-65,50,28,-27,-61,-45,-13
-6,-59,-29,34,-5,-44,34,-9,-7,-34,-60,-40
-9,-59,-28,40,14,-36,18,0,-14,-33,-41,-8
-4,-49,-54,25,18,-22,17,23,-3,-31,-33,-16
-33,-24,-22,27,23,-41,9,-3,13,-37,-27,-26
-1,-18,-38,24,5,-20,44,13,-16,-20,-55,-29
-11,-43,-19,22,-9,-36,20,41,-12,-40,-22,-19
-28,-35,0,34,4,-26,14,12,-4,-22,-43,-32
-25,-14,-33,10,-1,-18,28,19,-28,-25,-22,-13
5,-29,-4,34,4,-32,14,5,11,-10,-29,-13
2,-42,2,3,-13,-11,19,1,-17,-13,-22,-15
-27,2,-10,16,23,-24,27,-4,16,8,-27,-3
-19,-16,-17,24,-8,-29,21,15,23,-28,-13,-11
16,4,-17,-10,32,6,0,12,16,-6,-21,4
-6,-11,-9,-14,4,-6,-3,2,20,-12,-9,2
-15,11,-6,-1,-7,8,28,-8,10,-2,26,4
24,21,9,10,0,-27,11,-1,-2,3,-5,-1
-2,6,3,-7,8,23,-5,8,7,1,23,-20
13,-3,-4,-16,-12,19,-1,-17,25,22,21,14
13,5,10,-25,6,12,-11,-5,19,10,16,10
31,25,10,-16,5,15,-30,4,22,31,18,3
28,31,17,-6,-2,13,9,-9,28,37,34,23
12,49,5,-18,5,23,-24,-7,12,43,15,2
14,39,15,-30,-15,28,-6,-7,23,16,14,30
38,46,18,-39,-2,42,-32,1,25,55,24,24
3,61,35,-44,-16,54,-31,-27,7,43,63,57
26,71,58,-25,-22,43,-17,-38,12,38,71,50
31,76,40,-52,-2,68,-48,-39,8,71,64,61
40,87,67,-34,-17,67,-55,-34,21,47,76,59
17,89,60,-55,-15,63,-47,-27,17,69,91,51
27,78,73,-44,-12,96,-51,-29,24,73,84,83
38,101,65,-82,-9,81,-84,-37,26,90,92,62
36,112,65,-71,-15,98,-53,-33,34,69,103,89
44,107,70,-76,-20,91,-97,-69,33,96,109,91
14,123,83,-80,-14,103,-57,-51,41,108,91,83
71,153,91,-83,-29,121,-84,-77,36,99,123,98
47,161,98,-109,-40,131,-89,-71,65,117,122,84
58,149,102,-105,-15,114,-82,-71,41,121,154,106
76,149,115,-110,-24,141,-77,-51,44,99,139,128
49,177,108,-110,-23,141,-87,-80,56,98,137,139
59,192,113,-113,-39,149,-108,-84,44,137,169,124
69,195,117,-128,-31,162,-119,-96,39,141,180,136
49,208,125,-121,-13,175,-112,-89,54,141,176,146
82,212,130,-136,-31,164,-138,-93,51,157,169,147
93,185,144,-148,-39,168,-117,-90,55,164,197,173
69,223,144,-159,-57,205,-108,-75,69,154,197,149
86,225,174,-167,-63,190,-137,-100,79,182,222,161
83,242,150,-188,-27,197,-129,-82,74,189,230,188
97,252,158,-184,-43,223,-159,-94,90,188,251,181
102,276,191,-160,-31,231,-151,-105,76,179,239,183
69,272,175,-195,-45,218,-156,-117,79,237,250,194
108,278,175,-184,-43,243,-115,-127,101,205,246,195
85,287,177,-201,-47,245,-176,-112,102,198,277,180
101,286,185,-203,-33,276,-154,-129,102,209,284,207
105,304,208,-198,-52,270,-182,-103,78,229,291,220
117,308,210,-204,-36,258,-154,-143,93,201,286,207
127,320,194,-251,-40,270,-180,-120,94,249,279,215
142,315,242,-244,-40,253,-165,-141,98,247,312,218
109,312,209,-225,-40,270,-187,-128,101,241,309,252
125,363,223,-222,-50,272,-196,-134,114,293,306,221
124,359,230,-233,-60,278,-178,-138,98,270,317,236
90,358,210,-230,-66,270,-206,-153,104,256,310,247
118,377,238,-252,-55,292,-191,-153,88,255,320,245
109,366,219,-248,-56,275,-179,-155,82,267,308,242
136,366,222,-267,-65,289,-218,-139,110,254,317,241
132,365,229,-252,-45,320,-200,-147,102,271,346,245
134,369,244,-256,-72,286,-215,-153,151,280,326,232
135,355,248,-251,-77,314,-190,-132,105,282,324,256
144,369,229,-246,-72,320,-205,-164,119,292,327,274
