I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
345,995,634,-675,-143,812,-543,-383,286,733,897,712
334,956,639,-676,-165,831,-533,-404,277,745,864,702
319,956,596,-619,-146,768,-512,-369,285,714,831,660
308,870,563,-597,-127,731,-478,-344,267,648,787,610
258,772,515,-511,-113,640,-433,-287,241,574,716,545
246,667,434,-483,-100,547,-372,-294,203,514,626,478
182,532,343,-386,-96,474,-308,-227,161,438,505,398
152,464,298,-319,-75,388,-258,-170,152,342,399,322
120,312,225,-222,-29,281,-185,-123,104,266,292,232
84,199,163,-154,-40,177,-152,-71,47,158,205,154
30,115,70,-77,-24,73,-63,-70,21,78,105,79
2,9,13,-19,13,21,-4,19,16,6,18,8
-13,-60,-51,60,29,-31,48,27,-35,-66,-64,-42
-62,-137,-77,91,-1,-110,91,43,-43,-115,-142,-85
-81,-197,-113,131,27,-158,111,82,-71,-157,-204,-135
-84,-256,-161,168,40,-218,139,97,-68,-171,-223,-199
-123,-271,-162,168,29,-235,151,119,-103,-189,-249,-197
-97,-291,-204,193,42,-258,182,123,-103,-219,-271,-209
-78,-322,-200,210,45,-245,163,113,-99,-238,-286,-210
-80,-309,-216,217,67,-280,151,118,-92,-245,-284,-207
-113,-304,-162,230,40,-259,169,104,-90,-229,-252,-211
-88,-274,-165,191,51,-212,161,94,-104,-206,-230,-198
-73,-262,-141,183,10,-188,148,101,-55,-213,-245,-210
-75,-234,-126,148,38,-186,111,80,-66,-195,-225,-142
-99,-202,-153,161,38,-152,108,82,-70,-149,-191,-138
-58,-171,-121,123,32,-144,104,90,-66,-141,-155,-134
-66,-162,-97,110,38,-133,109,53,-30,-107,-133,-116
-58,-145,-89,100,45,-95,64,68,-38,-110,-103,-78
-67,-124,-80,86,31,-83,62,31,-21,-74,-97,-73
-37,-100,-75,71,0,-75,67,26,-20,-86,-90,-95
-42,-103,-34,66,23,-57,50,28,-23,-61,-88,-62
-30,-65,-36,40,15,-60,61,27,-33,-50,-54,-18
-17,-55,-45,40,17,-57,36,18,-13,-49,-31,-63
-37,-54,-40,39,8,-65,22,14,-7,-28,-60,-32
-16,-52,-23,32,28,-27,42,13,-29,-47,-46,-54
1,-47,-18,26,-5,-42,22,16,-1,-49,-44,-29
-38,-32,-38,29,10,-29,23,10,3,-39,-38,-23
-24,-50,-24,8,12,-15,30,3,-33,-28,-23,-23
2,-30,-14,36,12,-49,18,23,-22,-21,-35,-29
-12,-21,-17,4,5,-14,25,-19,-17,-29,-50,-19
-23,-30,-14,31,17,-8,0,22,-16,-11,-24,-32
-15,-24,-26,8,32,-21,0,2,-14,-27,-18,-33
-24,-29,-29,-3,-10,-10,17,-9,-10,-22,-42,-8
0,-47,-18,14,-13,-28,19,16,-17,-13,-16,-15
9,-20,-8,1,-10,6,17,-14,-34,8,-18,3
-8,-21,-8,34,19,-7,17,10,-2,-13,-3,6
20,-10,5,14,19,17,17,-11,-15,19,-23,-20
11,24,-14,-10,4,-25,7,-2,-18,6,4,-8
-2,10,-12,-8,17,21,-15,-21,32,-18,-8,0
-8,18,-6,20,-2,21,-20,2,-6,16,-8,-6
5,0,1,-8,-4,19,-22,-1,21,15,3,22
2,12,17,-1,-18,9,-19,-7,10,-5,18,29
10,20,8,-11,-6,18,-8,1,16,40,-1,19
-5,47,23,-18,-13,4,-28,-15,4,13,37,16
6,28,3,-28,-1,27,-24,-30,4,24,37,-9
12,50,27,-27,-25,22,-23,5,11,49,38,26
17,40,14,-35,16,42,-35,-5,11,37,37,43
-5,65,14,-45,-4,48,-23,-10,24,38,43,22
-5,58,45,-30,-23,57,-33,-33,8,38,61,28
24,41,43,-37,-22,63,-33,-38,17,28,58,28
32,75,39,-45,-13,38,-30,-45,17,46,64,52
38,93,54,-42,-33,84,-43,-37,9,23,62,45
42,102,28,-52,-7,49,-65,-46,33,67,90,82
50,100,54,-56,-27,74,-57,-44,30,56,101,65
23,102,74,-70,-11,72,-39,-39,35,60,99,80
24,110,64,-81,-24,87,-72,-23,30,82,94,77
53,94,80,-78,-9,91,-74,-55,39,85,98,73
28,121,71,-77,-19,102,-58,-52,43,77,122,78
56,147,87,-83,3,95,-52,-61,54,106,104,100
53,137,107,-83,-13,120,-98,-75,22,101,135,105
56,177,76,-91,-19,122,-80,-59,53,119,127,74
62,166,123,-96,-29,120,-109,-43,47,118,149,97
66,167,95,-105,-46,126,-97,-61,66,95,167,129
66,177,115,-130,-15,158,-93,-75,53,158,149,122
59,195,105,-129,-22,153,-99,-94,68,134,167,144
61,184,137,-134,-44,178,-96,-76,39,156,166,124
61,213,156,-140,-15,159,-123,-80,53,175,190,157
78,216,153,-153,-12,176,-109,-95,69,154,178,153
69,250,152,-153,-41,159,-133,-100,35,153,206,157
69,230,142,-139,-36,213,-103,-110,54,184,227,170
91,246,140,-166,-55,189,-140,-88,56,187,226,187
102,258,163,-176,-61,220,-148,-99,91,198,246,152
76,278,159,-163,-29,227,-145,-92,70,215,233,184
97,269,183,-201,-44,246,-179,-126,76,213,246,209
97,295,193,-188,-54,259,-154,-126,91,206,256,207
89,278,208,-207,-74,236,-165,-106,103,207,261,213
122,303,199,-196,-60,240,-161,-113,86,232,280,206
91,311,206,-196,-55,242,-160,-144,90,235,293,231
125,306,206,-222,-51,272,-172,-133,89,227,281,230
116,331,236,-232,-73,285,-146,-136,96,262,293,235
115,347,236,-240,-47,296,-196,-135,121,240,291,245
100,337,211,-219,-43,296,-180,-152,103,249,301,267
120,336,231,-250,-51,296,-207,-155,104,261,308,254
112,360,223,-250,-62,285,-192,-121,120,272,322,267
123,369,239,-240,-51,307,-202,-152,110,282,304,241
120,384,240,-234,-48,315,-212,-151,90,295,324,248
146,352,229,-266,-60,310,-222,-136,122,257,338,257
106,397,233,-239,-49,300,-209,-164,89,285,330,272
134,365,245,-265,-62,307,-213,-163,117,298,348,280
125,354,244,-255,-41,327,-212,-145,96,281,336,266
137,399,239,-276,-56,322,-213,-158,97,269,334,255
149,377,262,-268,-64,317,-207,-151,114,297,356,276
122,396,247,-257,-77,328,-205,-152,140,273,337,263
148,394,250,-257,-71,324,-212,-161,107,297,329,259
123,392,260,-257,-73,341,-204,-172,103,286,341,264
124,377,247,-255,-51,319,-196,-161,111,283,341,244
140,374,242,-266,-53,323,-216,-156,125,285,357,272
132,359,245,-263,-54,316,-219,-149,106,275,346,268
142,377,223,-233,-82,312,-185,-169,113,287,337,281
123,378,253,-259,-51,296,-201,-173,108,262,346,257
131,372,252,-266,-48,299,-197,-147,112,278,356,251
141,353,220,-249,-63,318,-182,-154,94,285,330,269
105,349,245,-293,-66,319,-172,-126,111,275,322,266
110,345,240,-233,-37,310,-180,-160,86,273,308,237
118,361,235,-232,-58,297,-193,-128,94,264,309,221
115,320,238,-234,-42,306,-185,-138,106,258,300,241
114,340,213,-223,-59,289,-177,-150,105,264,294,256
117,340,211,-206,-43,255,-179,-150,75,239,279,250
114,296,216,-219,-34,268,-153,-135,100,225,298,222
94,296,197,-238,-35,270,-165,-115,93,232,279,218
105,326,199,-207,-67,269,-162,-124,100,222,266,223
92,293,187,-212,-41,246,-181,-115,81,221,247,208
100,290,187,-189,-30,216,-172,-128,84,219,255,197
105,279,156,-176,-45,231,-152,-110,73,205,251,201
114,262,187,-169,-26,232,-173,-100,70,202,248,194
103,235,171,-193,-43,211,-139,-72,83,205,229,163
77,259,169,-164,-50,198,-132,-96,73,196,227,164
82,233,167,-136,-46,198,-152,-91,68,186,205,166
72,214,143,-149,-47,195,-132,-89,54,191,197,161
89,210,145,-160,-27,177,-116,-89,65,145,179,150
81,208,134,-133,-29,161,-124,-92,59,159,184,166
73,185,125,-128,-41,163,-109,-94,78,152,193,139
57,214,125,-157,-10,151,-115,-73,75,139,189,111
41,184,124,-114,-26,154,-105,-76,56,150,165,129
43,153,86,-111,-31,138,-108,-67,53,105,149,128
54,154,108,-116,-13,132,-106,-51,55,109,134,107
24,165,75,-101,-15,104,-77,-33,52,126,133,109
54,133,85,-98,-11,131,-66,-48,40,97,121,103
51,131,91,-99,-35,122,-73,-68,34,109,112,94
40,123,90,-93,-13,78,-54,-37,47,89,90,79
30,117,49,-78,-19,88,-59,-43,56,92,110,90
19,139,77,-91,-26,98,-58,-69,30,73,90,85
41,99,65,-47,-4,97,-63,-26,20,92,80,54
28,84,52,-67,-22,95,-39,-42,30,52,62,44
22,74,62,-74,-17,74,-38,-37,10,52,72,44
22,94,49,-28,-12,55,-44,-26,17,56,59,41
6,43,41,-55,2,62,-49,-35,15,17,69,49
17,68,54,-58,-2,24,-49,-22,6,40,43,50
47,49,42,-30,-30,50,-51,-5,20,52,35,50
-4,41,23,-24,-2,63,-18,-12,0,37,49,21
25,40,19,-12,7,10,-25,-22,16,50,21,15
13,29,3,-2,9,27,-26,-5,25,31,25,25
1,21,8,-7,9,17,-2,-34,11,24,40,8
21,18,18,-9,3,12,-8,2,13,2,29,3
-13,13,22,-3,18,8,-2,7,15,22,-10,-17
9,26,17,1,-3,17,4,3,9,-5,4,17
17,19,-7,-35,26,15,-35,9,1,-5,7,11
2,9,-27,12,2,2,-24,29,-15,6,1,13
6,-14,10,-8,14,1,-10,21,-7,26,2,16
2,4,1,-6,10,1,5,-14,-3,-13,-20,-25
0,-30,-5,1,4,-14,11,-29,1,-22,-12,7
-20,-12,-18,2,-6,-12,20,-18,-19,-6,-2,23
-12,-40,9,-1,10,-11,30,24,-12,-12,-22,18
-1,-19,-22,20,-2,-34,-1,3,-21,-26,-22,-32
-1,-10,12,34,-10,-32,7,11,4,-3,-27,-23
-10,-13,8,23,11,-22,5,8,1,-20,-2,-23
-1,-35,8,34,4,-2,7,1,-2,3,-43,-8
-33,-23,-29,10,8,-13,29,15,-7,-6,-32,-25
-8,-13,-24,27,10,-27,18,21,6,-27,-18,-52
-21,-61,-16,3,23,-33,10,26,-14,-27,-22,3
3,-37,-9,-1,10,-18,33,31,-10,-12,-23,-11
13,-18,-29,33,0,-45,3,14,-12,-27,-29,-54
-14,-34,-16,19,22,-43,32,7,-16,-43,-51,-20
-5,-44,-34,22,9,-35,-1,33,-14,-20,-33,-8
-11,-60,-33,15,12,-44,24,15,4,-25,-33,-11
-7,-60,-29,40,21,-13,39,20,-35,-29,-25,-25
-31,-34,-28,8,14,-31,26,5,19,-53,-44,-33
-8,-43,-25,25,-20,-40,42,33,2,-21,-57,-23
7,-49,-11,37,5,-31,18,8,-3,-31,-35,-50
-19,-68,-4,30,4,-29,16,23,-22,-11,-25,-47
-6,-37,-38,24,16,-41,11,8,-38,-47,-18,-29
-11,-55,-36,27,10,-34,34,6,-11,-30,-40,-35
-10,-57,-23,43,5,-30,31,55,-26,-15,-22,-36
-13,-35,-36,20,-5,-8,16,21,-5,-27,-36,-26
-17,-39,-43,23,20,-39,36,-16,-9,-25,-24,-39
-12,-40,-23,13,-6,-41,37,26,-24,-62,-33,-31
-30,-43,-9,39,3,-49,23,46,-11,-19,-46,-28
-10,-36,-9,41,-3,-34,22,20,-42,-37,-30,-24
-25,-31,-36,57,13,-36,6,26,-31,-31,-39,-12
-11,-67,-28,32,11,-44,41,16,-8,-49,-68,-43
-27,-47,-35,26,7,-33,45,42,-14,-34,-36,-48
-26,-49,-41,4,34,-29,20,11,-7,-30,-52,-28
-30,-53,-35,40,29,-58,14,20,2,-48,-33,-36
4,-53,-38,28,14,-30,35,13,-19,-23,-45,-35
-8,-54,-24,26,0,-46,27,20,-27,-37,-24,-25
-18,-31,-25,23,4,-74,16,3,-1,-19,-54,-49
-9,-25,-17,59,5,-18,14,17,-13,-45,-42,-49
-5,-41,-21,52,9,-53,24,26,3,-25,-54,-24
-7,-56,-20,55,22,-37,19,10,-30,-40,-67,-27
-8,-54,-32,47,16,-28,8,9,-12,-29,-36,-41
-32,-44,5,32,18,-56,47,29,-6,-30,-37,-21
-14,-26,-31,35,24,-21,28,28,-30,-36,-36,-18
-10,-34,-45,28,37,-46,33,17,-8,-29,-45,-11
-21,-62,-35,26,13,-50,16,23,-13,-24,-39,-15
1,-45,-16,36,3,-46,37,29,-4,-27,-40,-33
-25,-46,-26,30,7,-12,22,0,-24,-21,-30,-48
-22,-50,-39,59,29,-33,45,26,-19,-34,-25,-29
-10,-65,-39,29,2,-39,2,19,-27,-36,-43,-25
-30,-25,-37,19,26,-38,12,19,-45,-37,-40,-43
-11,-46,-39,37,-16,-11,18,32,-22,-17,-40,-21
-28,-31,-32,40,22,-21,29,16,-33,-22,-48,-49
-25,-39,-23,31,4,-27,13,30,-10,-33,-42,-31
-7,-37,-32,21,-8,-26,16,22,-3,-13,-21,-50
