I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
341,981,646,-661,-140,818,-525,-400,279,755,883,683
311,970,624,-660,-145,818,-542,-385,271,746,859,665
321,915,604,-636,-123,792,-508,-357,291,719,847,667
317,878,576,-598,-126,729,-489,-352,272,666,788,599
278,806,501,-546,-101,662,-437,-325,240,598,726,534
243,723,479,-481,-93,582,-382,-297,227,543,646,510
217,633,424,-439,-98,524,-355,-248,190,489,575,442
199,522,350,-352,-90,448,-283,-229,146,391,486,371
151,412,289,-301,-58,364,-250,-169,121,319,382,313
115,320,201,-226,-54,264,-157,-86,83,239,297,224
73,187,144,-134,-23,154,-126,-88,63,154,183,139
52,117,50,-106,-19,69,-58,-54,42,84,110,96
32,16,5,-31,19,21,-10,-25,14,1,35,10
-27,-45,-20,19,21,-17,-3,20,0,-58,-29,-29
-56,-135,-76,62,16,-93,55,44,-22,-93,-79,-79
-63,-169,-106,126,17,-122,107,79,-57,-155,-164,-118
-87,-202,-134,150,18,-194,113,101,-46,-157,-200,-141
-90,-260,-157,169,49,-212,158,113,-92,-178,-221,-175
-104,-282,-195,217,42,-206,156,91,-79,-208,-239,-187
-102,-280,-177,199,43,-239,175,102,-88,-204,-245,-183
-108,-303,-160,216,54,-255,157,115,-103,-233,-282,-211
-91,-289,-187,198,39,-238,162,109,-98,-197,-289,-194
-105,-271,-161,197,55,-220,160,127,-67,-221,-263,-195
-86,-272,-168,205,27,-218,144,109,-88,-201,-213,-186
-95,-271,-163,170,31,-198,136,101,-51,-166,-221,-168
-83,-236,-170,157,38,-196,113,93,-51,-179,-216,-144
-58,-206,-153,150,29,-148,103,89,-63,-151,-166,-151
-44,-205,-110,139,21,-145,100,87,-69,-124,-183,-133
-57,-153,-112,95,-5,-136,115,51,-57,-128,-149,-107
-72,-135,-97,96,14,-117,69,57,-53,-109,-112,-115
-43,-118,-61,70,27,-109,72,62,-42,-89,-106,-77
-51,-85,-71,75,-1,-97,55,48,-51,-73,-108,-65
-29,-96,-49,70,10,-70,70,61,-39,-62,-91,-69
-24,-84,-48,55,15,-68,29,38,-25,-58,-73,-44
-42,-83,-44,57,6,-46,19,39,-26,-62,-67,-36
-9,-78,-37,52,24,-58,36,38,-13,-46,-34,-32
-17,-51,-26,55,8,-66,40,35,-15,-40,-57,-36
-22,-64,-35,25,3,-42,30,35,-12,-50,-52,-18
-23,-52,-24,12,7,-46,22,26,-3,-27,-47,-10
-24,-31,-24,41,26,-17,16,5,-17,-46,-36,-50
-22,-18,-24,39,-6,-31,6,24,-11,-11,-66,-38
-11,-31,-28,25,17,-24,18,12,-4,-34,-37,-9
5,-17,-18,29,-3,-20,11,8,-14,-14,-51,-5
-6,-42,-8,17,12,-31,13,19,-35,-2,-31,1
-18,-7,-32,41,0,-30,27,18,-9,-40,7,-18
-15,-37,-52,36,9,-28,16,2,-19,-19,-21,-37
6,-16,-24,5,-15,-10,-1,6,8,-25,-34,-14
29,-31,-14,16,16,-21,2,0,-8,-19,-20,-18
-13,-33,-31,16,8,-11,14,17,9,-27,-3,-3
-15,-26,-22,19,-6,-8,7,-4,11,-45,-23,-25
-26,-12,-4,16,15,-17,15,3,1,1,-14,-24
5,-25,-4,4,-12,-12,-9,6,-3,-13,-27,-4
13,-26,-17,20,18,-18,13,18,-9,-8,-5,-23
-3,2,11,-6,-2,-22,21,7,10,-9,-19,-9
-2,-7,17,-3,14,-25,-10,0,-15,-7,-14,-14
5,-1,6,-2,1,-4,-11,1,-14,-14,-27,-10
-6,-18,0,-5,16,-12,4,15,6,-13,-29,-13
6,0,11,-8,-8,5,19,-8,10,-2,-4,-6
13,3,-1,8,-12,3,-17,-5,-18,-11,11,15
4,11,-8,11,-8,3,0,1,-22,30,19,9
3,-3,32,-13,8,-2,-19,-7,14,-5,25,14
-3,26,-11,-7,14,14,-12,-4,19,4,6,4
3,19,23,-11,8,1,-10,-20,12,12,-16,4
22,30,8,-22,25,19,-26,-11,35,13,24,11
8,23,23,-30,-3,11,-13,1,10,23,33,19
28,10,36,-27,-1,7,-15,-18,12,11,25,25
3,41,27,-39,-8,51,-19,-6,17,30,41,20
14,54,12,-23,-13,37,-22,-5,41,26,56,41
22,55,18,-33,-9,45,-35,-19,18,32,39,18
9,61,39,-23,-3,40,-32,-10,5,35,31,42
-3,54,18,-33,17,57,-35,-27,11,34,45,32
3,44,27,-41,-8,47,-28,-58,33,51,62,23
27,55,65,-33,-17,60,-45,-33,15,48,76,52
30,81,47,-42,4,52,-47,-40,24,32,73,58
21,64,60,-41,-11,48,-63,-37,3,57,82,63
34,88,57,-57,-19,81,-57,-34,26,80,65,63
22,93,60,-86,-6,87,-50,-34,29,71,83,69
34,112,47,-80,2,92,-66,-50,33,82,98,61
46,108,71,-97,-8,95,-40,-65,48,78,108,93
49,119,64,-89,-15,90,-56,-51,53,63,92,99
46,119,65,-64,-15,111,-73,-54,45,86,122,88
48,158,78,-74,-23,115,-78,-39,21,98,108,86
44,133,108,-91,-37,120,-74,-32,47,110,107,75
44,150,89,-96,-19,111,-61,-50,44,96,132,108
77,157,105,-108,-9,131,-106,-54,45,119,123,101
71,161,127,-116,-5,129,-97,-68,57,96,144,144
65,173,139,-142,-36,147,-81,-87,51,136,152,103
66,168,115,-124,-7,142,-106,-68,55,139,156,128
63,189,109,-141,-30,146,-116,-108,60,132,183,140
87,200,135,-128,-18,163,-128,-97,50,147,181,139
78,208,133,-152,-32,183,-133,-95,61,170,188,170
101,212,137,-140,-41,166,-132,-108,61,168,171,167
66,241,148,-144,-27,175,-123,-74,59,179,209,167
62,240,167,-145,-40,189,-109,-105,65,170,212,142
95,262,160,-155,-31,188,-148,-100,67,175,230,198
97,254,195,-172,-19,233,-146,-105,64,210,240,181
94,264,177,-170,-27,214,-142,-115,85,200,235,199
98,283,155,-217,-45,225,-144,-131,72,201,252,196
94,268,182,-178,-30,247,-152,-104,91,201,242,189
105,282,190,-205,-34,239,-143,-109,111,223,267,199
112,285,185,-208,-31,246,-154,-126,84,225,268,218
95,305,222,-221,-32,258,-160,-112,101,208,266,199
121,293,198,-220,-23,264,-176,-125,86,243,300,218
107,300,214,-227,-38,277,-156,-113,114,238,278,231
113,342,200,-235,-49,254,-180,-133,72,237,272,223
113,323,215,-230,-28,226,-167,-143,83,253,306,219
110,361,209,-227,-37,281,-181,-154,104,252,284,226
116,347,223,-230,-61,274,-158,-127,116,243,293,242
127,351,239,-236,-55,290,-181,-159,99,267,274,243
110,337,216,-244,-58,301,-190,-165,107,262,337,257
108,353,232,-227,-53,302,-206,-165,95,273,317,247
123,342,213,-236,-49,285,-177,-146,96,252,327,271
144,357,246,-257,-48,321,-192,-159,117,277,349,248
136,361,218,-248,-40,305,-202,-142,95,285,341,269
126,364,229,-239,-33,321,-192,-133,108,276,327,261
107,361,259,-263,-80,306,-193,-145,116,260,345,274
111,363,255,-241,-70,322,-199,-128,108,282,354,249
123,363,237,-251,-55,294,-184,-142,107,290,327,241
134,381,249,-273,-61,315,-213,-149,94,295,329,246
136,362,245,-255,-56,308,-227,-165,105,281,333,267
130,363,217,-236,-49,302,-206,-162,116,271,319,254
126,397,215,-240,-33,291,-193,-150,118,296,322,237
141,359,261,-267,-60,332,-194,-158,130,298,319,240
130,386,237,-252,-57,295,-218,-153,98,273,327,277
118,357,243,-248,-55,310,-213,-161,98,279,315,275
113,347,230,-229,-78,293,-194,-144,115,274,328,260
127,338,265,-246,-75,295,-207,-146,109,280,314,247
126,361,234,-240,-56,303,-184,-113,93,271,316,246
130,330,219,-242,-64,298,-174,-155,104,258,304,266
138,336,229,-230,-76,299,-175,-145,91,238,303,237
122,347,224,-224,-40,278,-201,-133,95,266,282,251
109,320,200,-200,-60,286,-180,-130,112,262,288,229
128,319,188,-221,-46,275,-178,-133,118,237,285,251
112,297,212,-223,-30,253,-172,-136,98,255,288,234
121,305,219,-230,-45,270,-161,-107,86,235,271,229
97,311,198,-209,-50,259,-154,-124,81,230,282,212
102,283,208,-223,-42,250,-158,-111,97,219,282,198
101,284,160,-193,-43,230,-142,-104,80,216,252,196
110,268,181,-183,-69,239,-127,-94,101,217,250,186
87,282,165,-185,-40,227,-167,-98,100,206,248,188
108,268,178,-173,-61,200,-135,-97,89,221,225,184
93,259,157,-158,-29,222,-160,-116,80,203,219,167
92,246,140,-174,-31,208,-140,-119,74,167,227,172
63,236,142,-160,-53,196,-127,-78,82,179,219,159
81,214,156,-145,-37,195,-135,-104,82,191,225,173
89,241,160,-138,-37,180,-106,-97,72,150,223,141
67,221,157,-157,-28,181,-101,-87,77,173,157,151
78,209,134,-152,-30,149,-123,-62,81,162,178,117
79,218,134,-134,-23,139,-119,-61,73,138,171,148
59,176,147,-150,-7,148,-81,-68,35,162,171,96
71,200,119,-146,-19,155,-101,-84,41,114,162,140
59,172,116,-108,-32,139,-80,-54,55,144,153,112
80,195,102,-105,-23,153,-87,-70,65,114,155,118
50,148,100,-101,-21,135,-89,-57,48,109,125,111
42,124,107,-104,-27,132,-76,-58,43,115,115,99
39,128,70,-122,-31,94,-91,-33,26,114,126,107
49,134,99,-87,-38,101,-71,-62,38,95,113,92
33,123,70,-81,-13,90,-71,-36,29,84,96,84
27,121,57,-83,-20,77,-48,-50,36,71,96,86
18,99,85,-72,-18,90,-77,-63,24,81,77,75
39,94,74,-64,2,76,-45,-42,36,75,95,69
21,88,48,-48,-14,73,-42,-19,30,69,76,67
21,95,80,-63,19,70,-51,-27,36,55,96,67
2,101,30,-48,-20,46,-35,-30,14,54,34,66
40,75,62,-42,-4,52,-33,-16,22,50,77,48
16,39,45,-35,-2,29,-44,-44,8,35,57,57
24,31,45,-59,-3,33,-47,-29,18,60,59,23
20,38,45,-40,2,45,-31,19,23,37,18,18
14,58,34,-17,-8,34,-1,-1,5,40,42,31
19,32,37,-24,-10,44,-11,-26,5,41,33,33
27,43,10,-8,-17,12,-29,-11,10,47,12,12
22,19,3,-3,16,17,-19,-17,11,6,13,24
5,16,7,-3,-4,26,-33,-1,21,18,34,13
29,29,13,-14,10,4,14,19,8,21,6,-5
-19,-13,29,-23,30,-6,-9,-4,7,16,4,17
8,25,18,-18,3,16,-31,13,-8,-13,-15,10
-10,14,-8,-2,7,13,-13,-8,13,-14,17,6
11,1,17,-2,2,-3,14,1,6,-3,-25,-22
-13,8,-2,4,3,16,4,3,-2,-12,-29,-2
6,-51,-11,7,-4,-23,-1,-1,1,15,-2,7
-6,-17,-11,1,-5,-31,22,4,3,-14,-18,-23
-20,-23,-15,18,3,-28,0,-3,-17,-22,-13,-11
-2,-35,-14,-16,12,-21,25,-5,0,-3,-1,-8
4,-36,-7,9,12,-24,15,14,-5,-17,-5,-15
-14,-31,-28,19,5,-27,34,12,-18,-2,-25,-23
3,-25,-20,20,-8,-9,11,1,-14,-18,-29,-4
-12,-34,-22,35,-9,-30,15,14,-11,5,-36,-17
-3,-27,7,48,11,-23,16,3,14,-17,-36,-28
1,-45,-27,-8,20,-22,7,35,-24,-54,-2,-33
-16,-45,-23,9,-27,-11,1,10,-26,-26,-49,-32
-20,-14,-21,22,26,-21,31,3,-9,-16,0,-19
-22,-14,-17,-1,0,-20,6,12,-5,-20,-46,-15
-11,-62,-13,53,22,-35,23,21,-10,-17,-30,-10
13,-10,-34,15,2,-16,29,24,-21,-24,-51,-44
-6,-40,-9,37,23,-23,33,4,-20,-31,-38,-20
-3,-43,-16,36,8,-22,34,24,-36,-42,-15,-25
-27,-37,-29,5,6,-21,33,11,-22,-33,-41,-38
-10,-42,-23,25,12,-10,23,5,-19,-38,-37,-34
-18,-51,-18,36,-1,-29,38,10,-12,-33,-32,-20
-7,-31,-43,15,3,-33,9,9,5,-32,-27,-34
-11,-58,-39,9,14,-28,8,26,-13,-33,-50,-11
-37,-25,-37,32,10,-20,25,9,-1,-43,-37,-43
-19,-57,-39,24,4,-29,38,12,-12,-42,-37,-44
-12,-95,-42,23,-17,-48,8,-14,-16,-43,-61,-47
-6,-17,-28,18,6,-32,23,4,-19,-37,-41,-27
8,-46,-35,25,-20,-13,23,25,-21,-23,-47,-14
-14,-41,-37,39,4,-37,28,15,-2,-25,-45,-32
-15,-45,-35,20,6,-23,24,16,0,-25,-26,4
0,-44,-36,56,15,-21,34,-1,-18,-30,-31,-49
-7,-23,-15,17,-5,-35,23,12,-9,-34,-16,-26
-12,-67,-27,33,-13,-42,27,29,-19,-33,-44,-43
-30,-57,-18,35,8,-32,32,22,12,-29,-41,-53
-8,-7,-48,49,-9,-28,15,14,7,-39,-16,-42
-1,-34,-20,12,-3,-64,23,8,-16,-16,-49,-29
-8,-41,-12,30,5,-39,26,7,-31,-29,-9,-26
10,-37,-27,18,19,-14,21,16,-14,-38,-49,-56
-11,-32,-44,30,-15,-10,14,7,-5,-33,-45,-31
-20,-66,-20,40,5,-20,-1,15,-22,-41,-37,-22
-7,-34,-25,8,-2,-21,25,-9,-31,-31,-44,-49
16,-59,-22,31,9,-43,14,25,-4,-21,-43,-6
-19,-30,-4,47,18,-13,0,-4,-2,-26,-40,-34
-12,-43,-20,4,12,-22,8,6,-7,-19,-13,-35
-8,-53,-28,18,-9,-25,39,22,-34,-20,-55,-32
6,-30,-12,34,20,-38,40,14,3,-19,-34,-50
-13,-23,-11,37,13,-48,7,2,-24,-33,-37,-5
-35,-41,-24,21,9,-36,21,12,5,3,-49,-13
-5,-29,-46,9,26,-45,15,-5,-6,-15,-29,-19
-28,-31,-6,33,2,-14,17,17,-8,-26,-35,-25
-16,-37,-20,26,20,-29,-18,30,-13,-13,-32,-34
-16,-38,-14,18,-8,-12,7,35,-28,-15,-23,-31
-18,-21,-18,28,3,-18,22,21,5,-28,-24,-29
-31,-34,-21,10,8,-17,15,11,-11,-30,-12,-14
2,-39,-16,10,5,-23,0,28,-11,-20,-27,-37
-13,-25,-27,7,10,-25,14,22,-7,-47,-28,-6
-5,-22,-37,4,14,-39,29,10,-6,-12,-32,-8
-25,-42,-9,9,-10,-15,4,-8,-9,-22,-21,-32
-34,-33,-6,16,8,-24,4,0,-20,-30,-21,-18
-2,-26,-14,1,13,-40,16,11,-16,-31,-62,-35
-28,-32,-28,19,-10,1,-2,-11,-7,-10,-31,-5
25,-28,-7,10,-7,-7,-8,22,-10,-18,-38,-33
-24,-23,-22,-5,-2,-10,11,22,16,-15,-32,-34
-17,-39,-11,22,-5,-24,22,6,-25,-11,-29,-16
-21,-41,-16,42,14,-13,24,25,-28,-3,-26,-14
17,-9,-12,21,-4,-30,17,1,-5,-14,-16,-43
-9,-31,-15,6,-10,-54,0,0,-7,-28,-10,-11
-1,-20,-18,-7,-5,-9,14,25,-2,-21,-16,-31
-2,-32,-16,1,0,-6,23,-7,-3,-16,-8,5
-3,5,8,31,-2,-5,20,-13,-3,-12,-11,-26
-41,-16,-20,24,2,-9,24,17,-4,-2,-17,-7
-25,-23,-18,-2,-5,-15,9,9,-9,-14,-21,6
27,-14,9,-3,2,1,6,3,-16,-18,-34,-4
2,-20,4,2,-21,-32,1,21,-15,-20,-24,-12
-2,-20,5,25,-3,-15,-5,-4,-5,-4,-25,-29
6,-40,-25,8,-12,1,4,0,-7,-25,-8,1
-15,-8,-12,11,3,-2,1,6,7,-6,-10,-3
-14,-1,-10,7,6,-22,1,7,-17,-7,-12,-1
-10,-17,-11,26,7,-15,18,21,-17,6,-33,-30
11,-14,-27,-4,6,-31,2,8,7,-32,-5,-30
12,-12,-3,31,1,-21,2,17,9,-25,-26,4
-36,-21,-13,11,4,-35,3,-20,-4,-21,-25,1
-12,-23,-16,10,-3,13,5,14,1,-11,-34,-18
19,-11,-28,-23,-9,-25,-6,8,-2,2,6,-19
-11,7,-5,6,-3,7,3,-1,-6,6,-21,-6
-6,-1,-5,19,-13,-21,-13,10,-4,-13,4,-22
-27,-14,-8,36,-6,4,21,-10,-3,-4,-17,-17
8,-1,-3,4,19,-10,4,-5,-30,-37,-41,-2
-4,-5,-12,13,-3,-38,9,12,-22,-3,-14,11
-11,-10,-10,-16,22,-6,5,-13,3,-19,4,4
1,-20,9,4,-18,3,15,10,-20,0,-10,3
17,-6,-24,3,1,-10,8,11,3,-4,-45,-18
-4,-26,-19,2,5,-1,11,4,2,-13,-19,-5
-12,-20,-26,17,10,-18,0,-12,-16,0,-16,-15
1,-3,1,11,-21,-13,24,18,-22,3,-26,-8
15,-30,-8,-2,-2,3,-1,7,3,-10,-24,-9
8,3,-12,4,11,-3,-14,22,-26,-9,2,4
9,-6,-16,9,-2,5,-34,-7,-11,-11,-17,-9
-18,-8,-8,-8,8,-3,25,5,6,-5,3,-21
-1,-18,-5,16,3,6,2,19,2,-8,-18,-12
-23,-33,3,12,0,1,20,-5,-37,-14,-33,-30
0,-24,3,3,15,1,5,5,-1,-9,-4,-6
29,3,-10,-4,-2,3,-17,1,-20,5,-6,4
-5,-3,-3,26,25,-9,-9,9,18,-18,-13,4
-10,23,-2,-15,18,24,-8,-4,6,23,-9,-14
20,-10,10,-6,5,17,-17,-4,-17,9,5,-4
10,3,-6,-8,10,32,21,-31,5,4,-7,-4
2,-4,13,8,7,3,-1,-5,-24,-18,14,23
11,-3,-6,-4,-7,-15,-2,-21,14,20,26,16
13,14,10,-1,-8,-14,2,-11,7,27,6,22
-11,6,5,11,7,1,-2,18,-1,32,12,-29
28,31,48,-23,-8,0,-26,-1,8,6,12,-1
3,44,8,-5,-1,44,-32,3,-1,21,7,2
-9,1,6,0,-12,13,-2,-17,12,30,6,26
22,51,25,-33,2,13,-17,-8,3,15,9,10
18,35,17,-12,-19,8,-12,-20,-2,4,14,8
27,30,15,-36,6,44,7,-21,41,42,47,11
8,45,2,-26,-14,23,-2,-17,4,32,23,19
18,59,48,-29,8,42,4,-4,9,30,44,38
17,58,34,0,4,37,-31,-15,30,63,54,44
19,49,43,-21,6,63,-28,-27,12,38,47,31
19,63,38,-51,-30,39,-38,-35,0,33,43,43
27,70,46,-21,3,48,-49,-11,7,73,64,38
41,77,44,-37,-31,64,-39,-31,36,54,59,63
18,68,58,-41,-27,63,-39,-38,52,44,81,59
22,86,51,-59,-15,74,-45,-43,41,67,86,53
53,97,61,-67,-14,97,-55,-45,15,70,81,81
34,103,75,-64,-9,85,-67,-33,23,84,92,83
37,107,36,-99,1,112,-60,-38,19,80,109,79
45,111,65,-73,-39,108,-48,-46,48,75,108,76
58,137,75,-96,-19,120,-96,-65,24,83,132,121
61,140,76,-89,-22,126,-68,-93,23,108,108,83
52,133,91,-110,-38,107,-98,-66,49,111,125,103
73,157,115,-102,-17,122,-76,-69,42,108,137,92
72,163,108,-118,-39,130,-87,-68,51,115,131,121
65,154,132,-119,-4,128,-116,-62,37,148,165,128
60,162,114,-114,-31,149,-81,-43,71,119,149,124
68,158,123,-111,-13,148,-91,-93,90,153,172,133
93,188,124,-144,-39,168,-91,-83,60,136,204,148
78,205,127,-150,-37,167,-116,-84,46,133,170,139
69,225,147,-147,-35,165,-91,-90,43,157,199,148
58,191,119,-156,-16,158,-119,-81,64,140,189,144
83,236,142,-159,-49,186,-117,-89,71,181,192,163
83,225,162,-164,-54,208,-101,-93,72,181,222,151
79,235,161,-168,-35,179,-117,-96,67,198,230,179
74,245,152,-134,-38,201,-118,-87,47,171,221,166
93,245,144,-165,-23,193,-153,-116,71,179,207,181
82,246,169,-153,-23,212,-128,-114,68,169,205,168
74,256,172,-167,-35,206,-143,-98,70,177,215,183
62,260,161,-188,-28,207,-125,-98,94,210,229,171
75,245,170,-159,-43,217,-143,-115,68,193,242,169
84,250,171,-167,-34,191,-149,-84,87,186,213,173
88,233,147,-180,-32,201,-155,-116,69,207,218,192
89,258,155,-171,-39,213,-124,-96,73,194,226,162
89,233,165,-188,-52,192,-148,-107,64,185,213,167
57,234,159,-191,-25,181,-113,-91,79,191,210,156
96,243,147,-159,-31,200,-138,-107,100,171,225,171
87,243,141,-137,-40,187,-141,-87,74,169,208,170
91,230,143,-153,-47,187,-130,-82,53,170,192,157
79,208,153,-152,-37,193,-124,-93,39,156,196,165
82,228,140,-144,-29,167,-145,-77,52,155,190,154
58,196,141,-137,-42,166,-121,-86,73,165,189,143
56,190,140,-141,-24,175,-121,-74,65,147,161,140
62,172,115,-139,-18,164,-116,-72,45,133,157,138
58,196,113,-135,-34,131,-117,-61,75,155,162,126
44,176,93,-135,-37,122,-106,-63,54,121,141,121
83,161,110,-109,-19,134,-91,-69,60,138,136,133
53,167,108,-105,-35,123,-91,-75,25,111,144,106
68,172,98,-97,-31,136,-93,-65,26,125,121,91
