I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
349,983,637,-686,-135,802,-532,-398,293,748,874,720
326,988,626,-675,-149,826,-549,-400,299,751,856,683
317,956,621,-626,-152,787,-511,-351,263,702,838,664
302,858,548,-585,-151,708,-478,-324,242,662,771,579
272,802,500,-523,-97,665,-425,-314,234,581,700,553
222,684,414,-456,-102,577,-366,-250,206,536,623,469
206,550,373,-387,-85,486,-319,-225,168,399,492,383
146,450,308,-309,-80,359,-238,-195,118,333,379,324
106,318,216,-221,-44,266,-188,-116,95,224,290,211
76,211,142,-139,-17,164,-115,-93,78,161,202,136
27,102,96,-71,-16,93,-85,-35,27,94,93,77
-2,9,31,-4,-36,1,-1,8,17,11,23,0
-16,-85,-34,38,27,-63,68,22,-25,-45,-66,-48
-42,-147,-97,102,45,-144,79,54,-51,-101,-129,-98
-65,-191,-117,122,26,-185,106,89,-49,-150,-194,-149
-85,-239,-177,178,47,-197,128,101,-73,-182,-210,-163
-75,-253,-161,184,50,-210,141,82,-81,-204,-244,-182
-113,-302,-185,200,44,-246,161,123,-76,-221,-264,-195
-117,-319,-198,215,51,-256,163,135,-97,-236,-285,-208
-119,-311,-207,207,41,-224,166,122,-97,-217,-274,-212
-98,-277,-189,192,41,-251,148,99,-67,-230,-246,-200
-107,-275,-180,195,14,-247,149,96,-74,-211,-244,-188
-75,-240,-158,168,28,-197,155,121,-70,-179,-214,-173
-98,-207,-141,149,45,-213,127,81,-70,-182,-191,-145
-86,-205,-136,143,63,-166,96,61,-60,-152,-161,-151
-50,-174,-125,106,34,-147,86,62,-39,-126,-157,-110
-32,-166,-111,94,28,-126,74,72,-43,-125,-148,-103
-39,-142,-79,74,-5,-134,61,60,-39,-72,-121,-64
-55,-110,-74,72,10,-89,52,40,-35,-75,-85,-96
-25,-111,-63,55,-8,-68,38,37,-33,-87,-82,-62
-38,-101,-61,58,12,-74,50,48,1,-48,-65,-41
-21,-61,-45,39,-9,-55,36,17,-9,-53,-72,-46
-40,-64,-41,58,26,-42,46,23,-7,-37,-56,-44
-33,-54,-48,23,-17,-50,33,37,-10,-35,-66,-27
-24,-25,-34,31,15,-50,10,40,5,-27,-59,-20
-7,-39,-28,67,9,-24,7,7,-10,-25,-38,-34
1,-36,-23,38,1,-22,12,13,-1,-54,-45,-19
-14,-54,-22,30,5,-23,24,25,6,-40,-35,-30
-11,-27,-39,9,9,-19,25,-2,24,-20,-12,-17
-11,-42,-9,14,9,-28,4,14,-4,-16,-38,-31
-11,-10,-22,18,11,-33,20,15,-18,-20,-14,-27
14,-25,-31,4,-3,-6,0,-3,-16,-16,-9,-25
-19,-19,-3,7,6,-29,20,-6,1,-10,-23,-11
-38,-10,-20,-2,4,-14,13,22,11,-4,-6,-2
-3,-6,12,8,-7,12,16,20,1,1,0,-21
-20,4,-12,-11,13,-1,-11,-4,24,5,-12,-9
-18,10,-17,10,7,15,-2,12,-9,-9,-6,-12
-21,-7,-15,18,5,34,-22,-19,12,27,-16,-11
9,22,23,8,19,14,-1,-12,5,2,-8,-13
6,12,8,-5,-24,-5,1,13,-4,11,0,0
17,24,-22,-8,-13,21,-18,-16,-16,15,17,-5
-9,24,18,-7,8,5,-40,16,10,14,14,29
2,24,23,9,-1,23,-16,-16,-4,21,16,15
-3,26,26,-33,-6,21,-18,-32,11,14,14,18
37,59,16,-37,-7,27,-34,-7,14,0,29,16
13,39,31,-21,-12,39,-32,-8,29,31,20,42
-1,52,33,-12,9,56,-37,-41,6,54,64,44
1,59,28,-18,-11,66,-17,-36,9,52,48,13
21,69,57,-42,-3,48,-29,-46,31,52,56,31
36,86,37,-81,-12,54,-43,-17,20,33,61,36
42,66,55,-40,-14,72,-52,-7,26,48,68,60
23,52,48,-37,-23,73,-44,-47,-2,77,77,70
24,78,67,-55,-14,86,-54,-27,35,54,81,61
57,111,45,-48,-34,88,-56,-54,26,67,102,55
29,105,67,-82,-17,96,-60,-54,43,81,105,88
53,123,63,-64,-14,110,-52,-39,46,96,106,87
32,124,67,-81,-25,105,-72,-44,15,88,120,92
55,122,97,-123,-4,110,-73,-56,20,95,103,125
33,135,85,-107,-17,94,-66,-59,30,98,113,113
54,149,105,-92,-27,140,-81,-81,66,121,122,105
56,146,106,-111,-15,151,-112,-60,68,113,125,115
38,151,81,-121,-30,140,-109,-69,34,120,140,101
76,188,123,-137,-34,127,-114,-79,59,133,169,139
77,204,128,-117,-32,143,-102,-89,55,132,164,142
82,197,133,-139,-32,169,-111,-72,57,149,167,126
87,198,132,-148,-40,161,-117,-99,84,168,193,155
74,209,128,-147,-36,180,-134,-75,64,162,186,149
78,245,135,-187,-40,195,-151,-108,62,165,192,139
92,243,165,-152,-18,196,-139,-80,76,170,213,158
92,266,167,-147,-38,198,-136,-116,87,190,225,191
92,261,147,-178,-35,225,-153,-103,86,201,233,201
93,256,181,-194,-44,227,-142,-113,54,200,263,174
98,295,163,-183,-54,254,-154,-114,89,202,289,212
130,302,162,-225,-37,240,-155,-116,85,215,262,191
122,301,178,-218,-47,241,-148,-122,83,238,299,201
129,307,194,-204,-65,248,-179,-120,85,242,272,246
108,314,189,-197,-43,256,-170,-108,93,222,304,232
114,328,199,-229,-47,275,-169,-114,100,253,279,227
107,323,214,-241,-31,252,-193,-149,99,254,267,215
118,360,197,-227,-51,269,-196,-126,91,246,294,231
119,344,216,-221,-61,288,-169,-136,101,276,313,245
114,333,213,-250,-45,275,-206,-129,90,254,318,261
97,373,238,-248,-65,289,-213,-145,111,266,316,238
117,350,240,-239,-77,278,-198,-167,108,267,329,224
113,345,239,-236,-55,297,-199,-152,99,288,327,242
129,342,226,-249,-56,309,-195,-142,119,271,326,240
127,346,230,-258,-52,336,-202,-162,88,284,323,254
139,357,249,-238,-57,298,-208,-150,114,283,359,252
127,376,245,-260,-52,302,-187,-156,102,283,311,273
125,369,244,-266,-41,311,-213,-162,106,289,346,269
155,374,254,-270,-42,300,-214,-131,113,264,326,233
116,370,267,-257,-46,304,-195,-165,125,270,334,258
135,376,236,-255,-60,309,-199,-131,106,288,357,256
116,362,245,-248,-51,316,-210,-149,109,294,331,280
140,376,241,-238,-68,298,-186,-140,97,291,333,279
134,385,236,-246,-58,300,-205,-138,128,264,343,254
137,372,246,-256,-58,309,-188,-145,113,272,349,238
133,359,229,-243,-43,301,-192,-143,121,253,317,268
143,349,237,-264,-39,294,-184,-138,106,270,308,235
107,358,217,-223,-34,279,-202,-129,109,248,324,244
141,347,233,-208,-54,299,-189,-143,112,258,316,240
109,350,234,-227,-66,281,-193,-140,99,247,293,228
134,339,220,-228,-64,279,-177,-125,92,234,305,224
127,325,233,-214,-45,270,-178,-124,80,249,281,236
107,331,212,-233,-31,255,-173,-122,87,237,297,223
97,293,209,-223,-61,269,-179,-123,99,252,274,212
100,296,202,-212,-67,241,-161,-115,90,254,288,228
109,319,187,-213,-37,250,-145,-135,109,211,279,203
118,290,183,-186,-44,227,-172,-111,94,199,275,207
109,292,183,-182,-46,263,-140,-104,79,216,233,205
112,281,173,-194,-14,250,-159,-112,65,201,253,199
83,249,165,-191,-22,221,-142,-115,71,184,238,204
98,257,190,-162,-35,187,-144,-98,85,173,233,169
55,246,160,-164,-31,187,-140,-92,91,162,217,188
82,222,140,-158,-38,190,-137,-106,60,154,233,164
83,229,167,-129,-39,173,-135,-100,62,186,206,163
78,190,159,-162,-20,169,-136,-97,60,135,196,156
67,216,124,-138,-53,161,-112,-90,48,168,195,170
62,193,98,-136,-27,150,-106,-98,51,146,196,149
70,182,125,-110,-14,145,-106,-54,61,125,174,121
84,168,122,-117,-23,143,-94,-83,77,120,146,119
79,173,127,-117,-41,141,-86,-79,73,105,156,100
30,168,105,-115,-28,124,-88,-68,45,125,146,84
42,148,113,-94,-12,140,-77,-66,59,130,139,112
55,141,105,-106,-37,107,-86,-34,43,98,137,94
35,120,91,-83,-13,102,-61,-55,49,100,120,92
49,121,78,-59,-16,99,-53,-49,19,92,88,88
48,120,58,-82,-29,76,-71,-44,35,79,96,83
26,130,62,-59,-25,74,-69,-55,40,58,76,70
27,96,54,-61,-11,75,-58,-27,55,74,85,84
22,95,38,-78,2,61,-38,-16,17,50,67,42
4,83,71,-41,-11,73,-32,-23,6,65,62,51
31,57,54,-33,-8,46,-53,-43,3,69,88,61
4,63,40,-35,-15,65,-30,-31,16,56,43,46
14,38,31,-34,4,48,-17,-7,28,38,44,35
26,51,-17,-48,-13,40,-24,-3,9,34,51,40
15,54,27,-55,-13,34,-6,-11,30,17,65,40
20,21,25,-1,1,38,-16,-34,-14,17,25,24
22,32,13,-16,-8,35,-3,-22,1,38,23,14
9,31,8,-39,-10,31,-20,5,10,18,21,13
-4,-2,32,28,1,-10,-32,8,27,12,-10,13
4,-3,17,25,-14,15,-27,-16,-10,10,23,3
3,15,-10,1,-32,5,-15,4,5,9,4,12
-1,-1,11,-10,-5,-6,-13,18,-4,3,1,-6
4,12,-10,37,-3,-3,2,9,7,17,7,0
-12,-2,24,26,2,-9,-15,-20,2,7,-15,1
-14,0,-4,11,1,-41,-5,14,-4,-8,-38,-25
4,-16,-9,6,4,24,2,2,-3,-14,-12,12
12,-20,-5,3,-5,-24,-5,2,-4,-1,-3,-12
-8,-17,-27,-11,-11,-5,12,3,1,8,-6,-20
-42,-31,-17,-3,11,-18,0,27,1,-13,-13,-29
13,-21,-10,5,-7,-27,8,9,-20,-10,-20,-39
-8,-19,0,18,-10,-36,28,13,-11,-7,2,-20
12,-30,-15,15,20,-24,21,29,6,-20,-12,-51
-18,-22,-14,14,16,-4,25,26,-17,-37,-4,-35
6,-29,-23,19,14,-11,4,-5,-27,-12,-10,-23
-16,-39,-30,36,-3,-23,18,10,13,-12,-22,-27
-12,-53,-23,21,-12,-17,16,-6,-18,-35,-32,-35
0,-6,-15,20,10,-36,8,-12,-20,-18,-33,-37
12,-28,-6,22,12,-28,23,18,-7,-20,-30,-28
-28,-41,-12,21,-1,-26,18,11,-23,-35,-35,-16
-21,-48,-29,30,-23,-35,34,18,3,-41,-57,-30
2,-46,-4,17,13,-22,30,-4,-23,-38,-53,-25
-7,-43,-11,27,12,-51,6,-1,-30,-42,-4,-29
-16,-27,-38,30,11,-31,12,15,-27,-18,-54,-26
-3,-41,-20,29,21,-43,22,19,-6,-34,-36,-31
-52,-39,-22,42,5,-7,32,33,1,-33,-17,-47
