I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
364,1015,688,-687,-139,839,-552,-408,310,769,907,706
337,1018,631,-696,-150,845,-538,-383,299,746,914,710
355,983,639,-668,-143,822,-562,-385,286,721,879,693
340,971,605,-650,-132,770,-514,-365,298,692,853,662
310,879,570,-609,-141,717,-483,-357,274,657,791,633
300,855,535,-576,-131,689,-463,-344,263,620,735,605
276,761,500,-524,-120,635,-412,-304,231,573,696,547
237,685,463,-460,-106,583,-384,-288,207,524,639,485
205,612,386,-401,-108,510,-361,-260,185,453,545,459
212,518,352,-345,-97,437,-281,-215,153,385,487,370
162,444,278,-295,-70,363,-262,-175,123,324,394,325
135,361,258,-252,-49,292,-215,-149,109,268,311,229
97,282,161,-172,-25,234,-148,-113,59,212,229,191
49,175,121,-125,-51,132,-104,-88,62,127,142,125
38,109,63,-54,1,113,-40,-66,35,79,100,79
17,36,15,1,6,43,-28,-16,4,18,18,23
-9,-34,-38,33,7,-21,1,13,-11,9,-47,-16
-27,-94,-80,68,12,-60,44,48,-14,-56,-84,-57
-41,-162,-119,101,42,-121,65,81,-32,-92,-149,-78
-71,-181,-131,127,36,-145,107,62,-57,-144,-147,-140
-99,-231,-183,147,18,-185,135,105,-61,-176,-225,-157
-106,-285,-189,167,29,-212,143,113,-93,-213,-231,-200
-90,-251,-192,201,38,-239,151,112,-91,-218,-252,-184
-117,-314,-198,200,46,-270,157,131,-83,-210,-289,-228
-102,-313,-202,209,48,-259,179,136,-77,-237,-298,-207
-121,-314,-213,226,57,-258,171,139,-107,-245,-287,-246
-102,-356,-220,207,45,-275,196,147,-87,-263,-310,-234
-118,-331,-226,237,29,-275,195,130,-105,-264,-291,-199
-122,-335,-203,229,59,-278,175,151,-82,-234,-310,-200
-134,-318,-214,227,54,-268,174,119,-86,-223,-286,-202
-102,-295,-192,216,38,-237,179,121,-80,-241,-283,-195
-95,-300,-172,167,45,-229,165,110,-84,-211,-253,-214
-85,-272,-179,199,36,-222,171,93,-76,-224,-247,-197
-90,-246,-162,144,31,-222,141,93,-76,-191,-241,-167
-65,-256,-159,146,42,-189,106,96,-69,-191,-225,-157
