I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
353,939,610,-661,-145,813,-552,-369,301,726,878,680
319,945,607,-663,-144,815,-513,-389,285,717,865,668
329,949,622,-643,-134,778,-522,-383,297,704,841,653
313,896,579,-625,-141,723,-495,-343,285,653,791,619
285,813,554,-560,-129,693,-474,-330,255,631,738,599
281,774,507,-524,-128,625,-419,-317,197,586,686,551
241,689,449,-498,-121,590,-372,-285,217,523,625,468
198,598,410,-441,-104,522,-354,-244,191,446,546,429
193,513,346,-371,-92,433,-294,-224,136,374,468,357
143,427,287,-297,-84,363,-243,-198,128,341,399,291
118,343,226,-220,-62,277,-180,-159,80,245,307,240
109,242,167,-175,-46,208,-139,-106,84,179,233,192
58,159,122,-127,-21,152,-104,-72,84,120,160,94
8,85,65,-45,-18,85,-35,-31,47,39,77,62
-3,5,-4,-18,6,-11,0,-13,-1,-1,-5,-7
-22,-95,-36,53,-1,-64,26,41,0,-61,-58,-47
-43,-122,-65,72,26,-86,64,43,-4,-96,-112,-85
-57,-166,-115,127,28,-120,99,73,-44,-132,-143,-127
-72,-213,-142,152,18,-194,120,62,-88,-175,-184,-162
-76,-234,-171,175,28,-193,155,99,-70,-177,-210,-178
-86,-274,-186,181,41,-215,146,115,-112,-199,-262,-210
-111,-319,-190,220,56,-263,160,103,-91,-226,-263,-217
-103,-315,-215,205,40,-239,194,126,-105,-239,-292,-213
-106,-339,-224,212,36,-267,177,136,-100,-242,-309,-229
-125,-331,-226,221,55,-258,213,103,-121,-262,-297,-238
-103,-336,-219,219,47,-269,172,124,-97,-244,-285,-232
-104,-298,-220,195,51,-274,176,126,-86,-220,-286,-216
-117,-303,-211,203,36,-260,169,146,-100,-202,-289,-200
-107,-281,-177,190,66,-251,144,111,-84,-203,-265,-179
-98,-291,-167,172,38,-236,157,105,-71,-228,-246,-175
-89,-255,-181,151,29,-236,157,86,-69,-183,-243,-167
-74,-234,-142,150,39,-183,109,65,-53,-172,-204,-167
-88,-207,-131,155,37,-176,113,86,-74,-145,-191,-154
-65,-188,-140,131,34,-173,99,74,-42,-142,-182,-144
-63,-173,-125,115,40,-159,86,70,-45,-143,-164,-135
-51,-176,-119,119,0,-129,98,68,-39,-107,-147,-114
-50,-143,-103,104,24,-103,69,72,-18,-116,-142,-109
-51,-152,-103,78,51,-117,74,46,-34,-111,-118,-82
-45,-120,-61,74,19,-127,44,58,-57,-80,-113,-69
-43,-138,-80,87,36,-99,81,29,-22,-99,-101,-83
-31,-102,-67,79,15,-85,54,34,-24,-94,-93,-71
-32,-104,-80,56,5,-89,54,40,-18,-64,-97,-42
-39,-104,-56,68,3,-85,69,38,-28,-76,-89,-59
-50,-92,-59,77,11,-73,50,38,-17,-58,-80,-98
-12,-80,-61,53,6,-73,54,27,-42,-78,-62,-69
-37,-70,-60,53,13,-73,41,29,-14,-58,-82,-52
-17,-68,-37,56,18,-60,56,39,-15,-40,-83,-52
-34,-69,-46,39,5,-61,23,38,-32,-75,-67,-59
-13,-82,-61,60,8,-62,39,33,-35,-48,-64,-68
-22,-84,-44,38,3,-68,36,32,-34,-31,-59,-62
-24,-91,-55,29,15,-54,10,35,-12,-51,-67,-46
-43,-67,-28,39,27,-62,35,30,-32,-47,-59,-40
-26,-94,-39,34,19,-76,37,-6,-26,-51,-77,-53
-12,-54,-41,44,-10,-62,41,36,-23,-69,-68,-55
-20,-66,-47,37,4,-67,36,37,-10,-50,-65,-50
-56,-79,-37,58,23,-68,18,13,-17,-49,-70,-40
-38,-46,-37,66,-1,-59,71,27,-36,-27,-63,-72
-34,-84,-12,25,-1,-55,23,52,-9,-61,-72,-40
-8,-86,-41,28,-11,-50,43,34,-17,-50,-83,-47
