I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
368,1021,686,-702,-149,859,-565,-427,310,761,916,737
354,1016,671,-699,-161,854,-547,-406,321,762,903,720
328,976,631,-671,-142,819,-516,-388,309,725,870,675
322,916,612,-634,-127,745,-497,-380,286,701,819,641
306,876,547,-565,-119,696,-468,-344,257,653,758,585
272,770,495,-505,-123,614,-421,-306,250,566,683,523
221,657,423,-456,-97,556,-375,-252,212,498,592,466
187,557,349,-358,-76,462,-284,-205,154,408,503,375
122,426,279,-287,-59,378,-247,-154,121,322,390,314
109,331,218,-201,-49,265,-182,-126,95,267,287,228
51,225,146,-157,-41,193,-128,-98,74,195,189,145
23,127,77,-83,-5,107,-45,-62,9,84,127,81
17,22,-7,-16,-17,20,-18,-11,6,33,22,13
-40,-69,-26,32,16,-39,35,16,-9,-46,-50,-5
-40,-110,-89,96,13,-105,52,28,-60,-104,-117,-88
-70,-183,-139,135,26,-157,85,76,-69,-131,-151,-126
-67,-231,-156,167,44,-193,135,86,-69,-186,-223,-178
-92,-258,-202,198,43,-252,169,89,-92,-231,-253,-197
-118,-323,-213,202,50,-263,175,122,-93,-244,-275,-217
-130,-338,-236,236,31,-289,185,115,-93,-237,-305,-228
-129,-323,-231,236,59,-262,162,138,-113,-266,-290,-251
-115,-331,-210,241,47,-269,183,127,-110,-266,-320,-245
-124,-332,-224,218,66,-288,168,155,-118,-236,-284,-225
-102,-317,-219,219,49,-267,195,144,-105,-242,-289,-237
-114,-321,-195,199,46,-278,173,135,-84,-252,-294,-212
-125,-306,-189,201,52,-243,169,117,-87,-232,-254,-185
-102,-264,-167,189,43,-225,145,116,-109,-203,-256,-211
-87,-238,-156,179,40,-189,102,85,-57,-194,-201,-170
-64,-215,-136,137,38,-184,115,98,-50,-158,-201,-151
-79,-211,-114,153,10,-177,119,84,-47,-140,-171,-128
-37,-151,-106,134,25,-138,88,71,-45,-128,-168,-117
-39,-163,-105,103,9,-137,84,66,-53,-121,-130,-110
-25,-142,-89,111,40,-124,72,77,-27,-93,-142,-102
-44,-112,-73,68,29,-90,72,41,-34,-101,-96,-76
-56,-106,-70,78,12,-83,86,21,-21,-74,-110,-68
-48,-103,-68,83,28,-77,76,48,-30,-55,-98,-66
-21,-98,-68,69,13,-72,56,45,-7,-62,-77,-67
-34,-73,-75,50,2,-77,32,56,-30,-70,-73,-79
-49,-82,-27,73,17,-83,54,21,-30,-61,-82,-68
-41,-84,-37,47,-7,-64,29,52,-31,-49,-54,-46
-41,-87,-36,45,23,-61,21,39,-27,-56,-54,-26
-11,-60,-51,56,22,-76,41,49,-37,-42,-58,-21
-27,-74,-50,53,26,-60,41,43,-4,-42,-48,-32
-34,-67,-38,26,-4,-67,27,37,-9,-54,-56,-38
-31,-57,-39,38,8,-48,54,47,-12,-60,-46,-43
-37,-49,-56,45,24,-52,23,20,-5,-30,-72,-33
