I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
352,971,620,-663,-150,798,-525,-383,298,733,874,705
343,945,611,-648,-149,780,-532,-386,276,722,835,673
323,964,598,-613,-155,778,-498,-371,276,717,817,652
278,870,545,-572,-135,717,-497,-343,263,664,796,603
285,800,520,-520,-113,667,-441,-317,232,571,724,549
260,733,480,-476,-133,583,-403,-297,210,537,638,487
202,620,401,-423,-81,509,-325,-249,192,459,566,442
177,518,338,-337,-66,427,-280,-207,153,405,496,378
139,422,294,-273,-55,335,-236,-149,132,292,391,293
96,324,192,-217,-45,234,-190,-114,93,214,283,207
70,190,139,-156,-34,155,-105,-87,39,154,177,137
38,94,80,-71,-4,100,-47,-50,39,76,99,63
-4,29,31,-22,8,15,-8,6,0,5,-7,5
-22,-72,-34,55,14,-51,52,15,-19,-35,-42,-56
-26,-143,-82,89,5,-114,81,48,-47,-102,-108,-61
-68,-188,-132,140,22,-164,103,58,-58,-146,-177,-149
-66,-230,-171,170,10,-202,138,99,-77,-183,-223,-182
-81,-276,-167,157,26,-226,182,112,-93,-213,-250,-187
-106,-295,-196,234,54,-272,174,110,-88,-211,-293,-209
-103,-326,-212,211,56,-276,178,153,-105,-265,-317,-252
-125,-329,-203,214,51,-291,184,153,-102,-254,-299,-242
-136,-341,-263,220,45,-274,184,115,-109,-267,-281,-256
-108,-341,-220,235,48,-292,174,117,-86,-253,-293,-229
-109,-315,-196,201,33,-263,188,151,-82,-264,-287,-251
-116,-320,-209,233,53,-259,151,115,-112,-233,-277,-228
-98,-294,-207,225,51,-251,174,110,-66,-202,-247,-203
-105,-278,-195,186,58,-219,180,117,-82,-216,-236,-215
-106,-260,-153,165,53,-208,122,100,-70,-190,-231,-166
-90,-235,-143,142,32,-191,116,94,-72,-153,-189,-161
-67,-210,-125,146,38,-161,111,76,-99,-169,-174,-145
-75,-170,-111,115,22,-176,118,53,-59,-135,-180,-133
-74,-168,-116,118,19,-138,94,75,-47,-120,-160,-111
-57,-144,-91,105,30,-138,75,66,-42,-115,-132,-94
-52,-131,-76,108,19,-116,98,28,-31,-112,-131,-107
-48,-142,-77,65,8,-116,72,53,-45,-89,-97,-78
-48,-107,-84,76,1,-101,62,34,-22,-93,-120,-92
-48,-108,-60,70,23,-68,42,54,-25,-74,-104,-66
-39,-116,-56,72,-2,-82,47,74,-26,-87,-84,-78
-29,-104,-67,37,-5,-81,55,62,-30,-59,-78,-65
-18,-88,-79,46,-1,-79,47,41,-58,-35,-42,-42
-24,-95,-50,60,6,-74,43,17,-29,-72,-74,-71
-32,-103,-69,54,3,-68,42,30,-37,-65,-108,-90
-40,-114,-47,76,-3,-59,37,21,-19,-48,-66,-68
-49,-76,-51,56,21,-54,42,6,-27,-34,-76,-44
-27,-89,-53,64,-4,-67,52,27,-20,-75,-69,-81
-19,-90,-47,64,2,-84,28,39,-40,-58,-62,-54
-41,-84,-56,53,1,-52,37,58,-42,-61,-78,-50
-2,-68,-48,53,4,-44,31,58,-8,-63,-61,-63
-25,-67,-37,37,12,-76,43,25,-8,-63,-38,-49
-13,-64,-60,56,11,-51,49,21,-10,-64,-62,-54
-34,-62,-28,53,4,-52,23,21,-21,-67,-45,-53
-29,-66,-64,32,11,-56,63,10,-26,-42,-57,-40
-32,-53,-53,52,17,-44,42,12,-29,-44,-46,-43
-20,-85,-45,52,-1,-62,45,26,-42,-55,-35,-50
-17,-48,-47,47,9,-59,29,24,4,-46,-46,-41
-12,-63,-55,18,0,-54,34,21,-30,-57,-54,-43
-9,-59,-21,35,15,-44,24,7,-9,-24,-50,-37
-27,-51,-31,25,15,-38,34,20,3,-48,-58,-39
-29,-43,-16,14,26,-38,24,30,-27,-63,-49,-43
-11,-49,-33,41,-1,-29,36,17,-15,-27,-45,-35
-7,-54,-44,13,-6,-21,32,16,4,-31,-16,-36
-16,-34,-33,24,10,-42,28,37,-4,-9,-38,-16
-21,-45,-32,12,5,-29,24,18,-21,-11,-18,-1
-25,-21,-30,18,9,-13,13,10,1,-28,-18,-13
-10,-34,-8,25,13,-17,22,-1,-3,-20,-25,-26
9,-21,-1,22,4,-33,8,5,-1,-21,-2,-40
7,-25,-17,12,-2,1,20,-14,-5,-13,-16,-2
-10,-16,-20,17,9,-22,24,24,-4,-43,-2,-12
-3,-3,-17,24,-4,-5,14,-13,16,13,-29,4
8,2,-19,6,-17,-8,-19,1,3,-12,13,-8
4,32,20,-8,7,8,12,19,7,18,-5,-19
9,23,5,-4,10,14,-1,0,-19,-2,5,7
6,13,-20,-10,3,20,3,10,5,37,17,6
19,22,17,-5,-10,11,-19,-10,-18,12,9,13
-15,41,17,-11,-23,6,-31,-5,29,17,23,25
21,12,23,-39,0,36,-29,-17,17,39,41,36
7,3,19,-22,7,21,-28,-24,20,17,37,44
-3,48,30,-9,-1,26,-9,-11,5,20,31,47
14,63,29,-35,-1,47,-34,-20,26,30,41,33
23,50,28,-21,10,44,-18,-30,15,40,66,28
17,78,33,-27,-21,63,-16,-33,29,40,52,52
29,68,59,-54,-9,77,-44,-23,17,44,49,39
24,103,47,-40,-35,76,-43,-23,35,62,73,71
16,77,60,-67,-3,61,-25,-44,9,77,77,68
30,86,62,-69,-33,95,-59,-49,17,79,86,69
48,92,63,-69,-27,114,-45,-37,21,60,102,74
30,114,52,-82,-24,68,-67,-50,37,78,74,91
46,102,82,-66,14,97,-98,-40,46,82,104,117
48,129,65,-95,-8,106,-60,-38,44,95,112,106
42,140,88,-111,-25,107,-74,-55,33,105,142,92
60,150,94,-87,-19,118,-67,-57,57,116,122,112
49,160,112,-125,-13,110,-74,-61,43,130,141,111
37,178,110,-117,-22,157,-79,-70,28,118,152,116
74,170,76,-113,-30,141,-92,-97,50,119,157,128
70,171,120,-117,-38,148,-105,-87,74,113,173,118
87,187,129,-106,-23,149,-106,-83,50,164,163,126
80,205,133,-126,-28,157,-107,-90,73,142,197,154
96,189,153,-150,-36,151,-121,-78,74,156,161,131
73,210,138,-145,-30,180,-126,-88,70,177,179,145
91,213,155,-162,-46,187,-135,-111,55,165,207,167
90,230,154,-147,-25,172,-147,-98,61,191,229,163
77,246,147,-155,-41,192,-161,-107,59,187,219,175
89,259,184,-157,-39,234,-131,-119,96,191,228,173
76,263,171,-195,-46,202,-127,-115,74,193,259,176
97,257,163,-158,-55,187,-173,-103,76,207,261,170
88,264,153,-209,-70,221,-129,-94,110,195,247,181
98,275,168,-184,-17,239,-164,-115,79,200,232,168
110,278,190,-207,-50,236,-148,-118,85,237,246,179
95,284,192,-206,-61,255,-148,-126,57,220,253,203
80,288,208,-210,-44,229,-153,-98,83,226,263,221
104,315,215,-205,-54,268,-168,-108,104,208,282,213
118,325,204,-197,-36,226,-154,-137,78,231,276,225
104,321,216,-233,-49,231,-181,-127,102,221,304,220
122,313,215,-222,-55,264,-183,-139,72,239,272,228
109,301,214,-209,-26,282,-185,-116,103,254,296,223
139,315,230,-198,-37,283,-201,-124,82,235,296,219
116,332,211,-220,-47,305,-173,-145,74,268,288,226
115,330,205,-234,-56,274,-171,-124,120,233,306,222
120,332,220,-233,-69,273,-179,-141,88,234,308,229
124,338,227,-231,-53,282,-189,-135,96,245,300,242
128,350,233,-218,-43,293,-191,-143,108,262,298,245
117,338,222,-219,-47,272,-196,-128,103,241,313,238
127,328,215,-222,-52,305,-175,-138,95,274,307,244
105,334,218,-243,-48,299,-192,-148,101,242,327,212
109,332,235,-243,-40,285,-151,-135,107,278,294,256
120,324,224,-234,-60,298,-175,-138,95,273,300,223
130,350,219,-241,-58,291,-195,-140,91,257,313,247
122,341,205,-234,-61,276,-182,-139,93,257,303,250
119,307,206,-228,-55,270,-160,-127,106,255,311,243
