I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
320,938,589,-645,-138,784,-520,-386,273,710,830,649
329,928,624,-646,-137,767,-504,-368,315,690,827,667
325,912,594,-611,-131,758,-510,-373,273,689,810,646
306,864,556,-619,-143,743,-500,-338,264,636,788,615
274,843,535,-564,-117,682,-467,-326,267,623,734,573
270,763,494,-529,-142,657,-441,-310,254,573,698,523
241,694,466,-490,-113,594,-388,-286,214,546,632,494
202,649,398,-436,-120,546,-346,-264,194,468,566,441
205,565,355,-373,-77,475,-327,-222,169,430,518,421
176,480,328,-316,-73,398,-280,-189,147,374,434,332
157,407,275,-271,-56,334,-206,-157,135,310,383,273
114,351,204,-223,-25,267,-167,-137,83,263,287,218
98,250,169,-157,-32,211,-140,-101,76,214,226,169
72,173,99,-110,-24,127,-84,-72,68,133,155,126
19,98,67,-52,-20,67,-58,-43,41,64,88,57
1,9,33,-11,-8,6,-19,-5,-2,20,18,1
-24,-27,-18,18,2,-44,36,25,-18,-37,-39,-29
-35,-98,-60,71,48,-108,37,14,-20,-57,-92,-47
-61,-154,-105,100,25,-128,75,89,-50,-136,-134,-113
-88,-192,-124,149,39,-170,119,93,-69,-159,-172,-124
-84,-250,-163,164,21,-210,140,99,-84,-184,-228,-169
-97,-277,-192,178,41,-237,147,112,-79,-214,-245,-177
-99,-287,-186,183,44,-239,171,133,-90,-221,-273,-220
-126,-303,-212,213,48,-270,157,132,-93,-249,-291,-223
-116,-326,-239,229,58,-280,177,135,-84,-234,-332,-266
-137,-343,-212,225,70,-290,196,115,-95,-256,-328,-236
-123,-347,-245,258,43,-287,221,135,-110,-261,-329,-258
-143,-359,-237,234,69,-296,207,125,-124,-244,-318,-254
-111,-351,-249,216,66,-311,190,154,-77,-251,-324,-238
-117,-355,-227,231,43,-296,166,145,-99,-272,-313,-228
-110,-320,-220,248,59,-294,209,143,-94,-247,-298,-220
-102,-334,-220,230,31,-268,166,133,-90,-233,-273,-224
-117,-325,-186,217,52,-244,185,133,-91,-244,-284,-208
-145,-292,-187,199,40,-230,155,109,-98,-211,-279,-186
-94,-293,-213,199,38,-222,155,100,-95,-217,-241,-178
-86,-263,-163,177,35,-202,142,119,-72,-184,-238,-228
-91,-229,-152,148,26,-180,130,101,-97,-181,-206,-182
-77,-222,-137,148,36,-205,116,91,-77,-181,-222,-142
-103,-201,-154,155,40,-172,123,74,-66,-143,-186,-148
-59,-183,-120,118,22,-175,108,73,-59,-155,-177,-132
-60,-180,-122,119,34,-163,107,74,-54,-153,-165,-140
-63,-160,-102,107,46,-163,104,53,-29,-147,-170,-110
-36,-159,-87,113,25,-134,93,79,-51,-112,-136,-106
-62,-142,-115,93,16,-120,51,72,-52,-109,-120,-103
-26,-155,-73,100,3,-132,83,47,-43,-113,-114,-89
-45,-128,-70,101,1,-125,72,38,-20,-116,-121,-92
-35,-119,-90,87,9,-117,68,49,-17,-98,-122,-95
-53,-125,-61,81,29,-89,65,60,-27,-92,-102,-80
-40,-116,-86,61,30,-114,68,63,-36,-94,-120,-81
-30,-123,-90,79,43,-99,75,53,-36,-92,-118,-85
-50,-153,-65,75,36,-87,72,28,-34,-73,-111,-100
-16,-114,-83,60,32,-98,57,58,-42,-90,-99,-74
-19,-94,-97,67,6,-102,58,67,-20,-79,-117,-78
-41,-109,-83,62,5,-69,68,55,-5,-87,-110,-69
-47,-102,-69,77,24,-79,66,48,-38,-82,-95,-100
-43,-82,-80,61,16,-89,75,30,-33,-72,-88,-95
-44,-96,-69,69,12,-89,66,59,-30,-88,-107,-58
-32,-79,-63,60,17,-96,67,29,-21,-85,-103,-89
-41,-108,-72,68,13,-83,73,48,-49,-93,-80,-77
-36,-111,-44,62,15,-102,79,63,-12,-97,-89,-40
-56,-108,-76,76,7,-85,53,40,-16,-90,-105,-71
-51,-105,-58,74,2,-65,72,40,-35,-68,-92,-49
-40,-116,-58,62,-3,-76,61,25,-22,-75,-98,-79
-44,-96,-71,64,24,-78,71,49,-49,-47,-91,-49
-37,-90,-52,78,9,-74,66,33,-16,-60,-90,-45
-20,-108,-61,70,15,-68,68,36,-45,-89,-101,-71
-36,-94,-84,75,25,-92,71,44,-39,-76,-97,-69
-29,-92,-82,45,20,-80,47,36,-35,-87,-115,-52
-32,-85,-75,72,5,-86,46,21,-9,-74,-87,-63
-28,-94,-63,76,8,-58,53,35,-36,-43,-105,-73
-29,-108,-74,55,-4,-73,45,29,-31,-73,-72,-70
-24,-100,-47,64,13,-55,53,33,-24,-84,-65,-44
-24,-68,-74,53,21,-67,72,16,-33,-67,-89,-57
-31,-96,-52,69,20,-91,60,42,-12,-68,-65,-55
