I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
335,1000,649,-671,-158,815,-563,-383,321,746,893,708
354,1001,635,-676,-150,817,-523,-409,291,748,877,710
338,926,625,-645,-138,785,-528,-370,290,696,838,646
314,880,593,-586,-125,737,-482,-340,282,656,784,610
279,787,509,-535,-124,665,-432,-319,234,592,730,535
230,688,447,-470,-93,569,-383,-286,211,510,617,479
199,571,387,-388,-83,486,-351,-219,183,444,549,400
181,465,286,-334,-58,384,-254,-185,144,373,435,341
133,348,241,-250,-63,291,-200,-164,101,260,344,244
86,261,164,-164,-34,199,-133,-125,67,169,223,155
44,146,85,-117,-19,124,-85,-59,35,117,121,87
14,40,16,-33,16,38,-38,-12,22,48,35,46
-16,-18,-15,19,4,-44,17,13,-14,-24,-32,-20
-48,-119,-76,70,41,-78,57,49,-46,-91,-82,-61
-74,-174,-100,116,35,-149,99,85,-45,-129,-164,-104
-66,-217,-134,157,22,-170,121,99,-71,-146,-183,-161
-86,-256,-160,186,28,-206,127,93,-65,-192,-210,-158
-78,-271,-177,191,34,-219,145,99,-93,-208,-245,-187
-109,-249,-156,194,44,-231,152,111,-94,-215,-246,-212
-111,-282,-184,193,32,-231,132,101,-80,-209,-254,-188
-86,-268,-189,160,30,-195,148,86,-71,-189,-226,-212
-88,-260,-173,170,18,-214,149,106,-82,-183,-250,-186
-81,-220,-144,182,37,-184,148,94,-62,-172,-238,-158
-72,-195,-141,143,32,-189,139,111,-86,-146,-173,-145
-75,-193,-118,138,36,-152,84,78,-66,-152,-149,-148
-62,-183,-84,107,24,-142,100,60,-39,-113,-147,-130
-64,-149,-82,107,14,-137,101,53,-45,-98,-129,-116
-33,-116,-81,54,0,-116,62,35,-60,-80,-128,-104
-41,-81,-60,87,5,-87,54,45,-34,-89,-88,-69
-30,-83,-73,67,-12,-73,54,51,-25,-66,-85,-54
-15,-57,-43,52,6,-64,35,39,-29,-49,-72,-48
-27,-62,-51,44,18,-61,23,14,-3,-50,-36,-35
-25,-24,-40,23,19,-42,47,36,-28,-43,-45,-41
-10,-63,-16,27,18,-33,24,19,-25,-20,-37,-30
-12,-22,-19,19,16,-12,21,13,-10,-23,-25,-15
-25,-22,-25,12,-8,-13,23,-2,-12,-22,-23,-25
-13,-28,-54,26,15,-22,33,7,-8,-26,-42,-45
-9,-12,-24,28,15,-11,11,12,-13,-29,-23,-22
4,-27,-2,8,11,-22,23,-7,-16,-38,-4,1
-24,-18,-25,-1,-9,-5,48,8,-22,-26,-11,-16
-15,-29,-21,23,11,-19,5,-1,13,-17,-21,-20
-21,-7,-2,9,-13,-14,16,14,-7,-19,-16,9
-6,-27,1,-2,-7,-21,10,-4,-6,-25,-24,-33
2,-24,-4,4,1,-7,12,-20,3,6,-6,-24
6,0,-5,0,-8,31,-3,9,-19,-16,-13,-8
-12,-35,8,8,-24,-10,-3,-6,2,1,-2,1
-7,3,7,-4,17,12,-3,10,-15,1,-10,-5
3,10,15,9,1,7,-15,2,13,27,-11,-8
-1,5,27,-10,-16,22,14,-6,-2,-8,-6,7
12,16,-1,0,24,17,-9,10,-4,-13,9,22
-3,11,1,-14,-2,14,-12,-8,6,30,4,-5
3,-2,0,-33,8,29,-12,0,5,17,2,9
-6,22,30,-2,3,17,-16,-8,-4,14,15,1
25,21,25,-40,-6,12,1,-12,2,18,26,10
9,-2,11,-33,6,22,-37,-1,1,37,25,2
-7,27,29,-11,-6,30,-9,-15,15,31,26,21
17,37,33,-43,-29,27,-26,-21,24,27,30,29
17,14,30,-23,-23,42,-43,-20,3,23,33,-3
48,62,17,-43,1,50,-35,-16,11,30,39,15
26,61,11,-37,-4,50,-32,-13,21,62,35,38
27,65,39,-51,4,54,-58,-25,32,56,51,46
17,50,54,-66,-19,73,-50,-41,30,44,85,47
42,98,38,-55,0,61,-49,-52,20,48,73,52
37,84,57,-55,14,66,-27,-35,11,34,100,52
9,70,50,-50,-22,63,-66,-50,42,56,78,66
34,97,75,-44,-3,65,-73,-61,51,100,101,71
45,119,55,-84,6,84,-60,-27,34,84,86,69
35,118,83,-83,-45,93,-63,-52,29,83,116,86
48,96,63,-61,-19,118,-59,-48,39,111,123,104
46,109,82,-95,-26,108,-62,-61,54,84,119,87
40,111,90,-91,-50,117,-81,-64,46,117,145,78
65,168,96,-111,2,117,-79,-31,42,104,135,108
31,152,90,-98,-36,134,-39,-43,49,123,117,119
55,175,118,-97,-37,146,-84,-73,39,130,133,108
60,174,90,-135,-39,173,-81,-68,24,118,170,107
42,200,110,-122,-34,146,-97,-84,45,140,164,121
77,197,136,-129,-7,179,-119,-84,44,156,157,147
62,190,123,-150,-30,167,-96,-71,54,141,182,131
59,198,145,-137,-56,173,-108,-95,56,172,197,122
95,192,137,-142,-39,164,-126,-107,81,163,213,155
73,258,143,-160,-20,199,-136,-91,62,179,223,129
77,221,167,-169,-37,204,-120,-99,69,169,227,160
87,245,172,-186,-28,211,-135,-104,65,179,227,186
93,253,164,-175,-35,209,-147,-115,89,199,237,166
63,266,165,-197,-29,218,-141,-84,83,199,249,193
118,265,200,-175,-35,231,-163,-110,78,202,233,203
96,299,175,-177,-30,223,-163,-102,98,199,260,206
113,302,200,-194,-35,236,-159,-117,91,203,268,193
105,303,208,-180,-37,247,-161,-101,97,221,288,234
135,291,178,-231,-39,255,-173,-148,91,252,277,230
122,316,188,-237,-54,252,-171,-132,102,234,284,216
119,331,208,-223,-64,257,-182,-129,113,248,296,209
113,320,194,-233,-74,271,-170,-141,108,231,317,236
112,339,234,-233,-54,295,-200,-129,101,261,289,228
110,358,221,-220,-50,283,-197,-137,108,259,299,221
