I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
381,1000,662,-691,-158,835,-574,-406,291,758,925,701
342,1003,638,-704,-152,840,-580,-366,300,742,900,717
330,969,627,-673,-158,819,-521,-387,290,712,879,675
306,936,592,-606,-127,757,-500,-388,262,668,821,639
297,845,555,-558,-123,691,-453,-333,263,628,747,590
261,757,502,-522,-111,617,-411,-309,235,567,663,517
219,651,414,-461,-123,539,-348,-252,201,477,577,454
187,540,344,-370,-54,465,-317,-218,159,411,483,379
158,422,287,-293,-68,351,-229,-191,141,327,389,304
104,314,220,-219,-39,297,-193,-147,93,235,294,227
71,227,122,-172,-33,195,-119,-91,74,157,212,149
40,114,75,-88,-32,97,-74,-32,35,115,112,81
14,21,27,-30,9,54,-9,-16,4,29,26,13
-34,-37,-23,35,2,-47,17,26,1,-30,-36,-36
-32,-116,-79,78,37,-91,61,40,-36,-63,-93,-81
-63,-162,-108,116,27,-144,97,64,-67,-120,-148,-115
-88,-206,-147,176,36,-178,114,96,-52,-171,-187,-159
-94,-272,-154,185,44,-207,147,84,-69,-193,-225,-178
-94,-269,-215,190,50,-254,181,101,-81,-180,-250,-190
-107,-290,-192,210,45,-239,173,112,-91,-239,-274,-212
-106,-317,-192,187,50,-238,167,93,-97,-221,-261,-203
-104,-323,-188,205,63,-221,147,108,-70,-217,-261,-207
-101,-290,-200,200,52,-224,150,115,-81,-195,-249,-193
-86,-263,-161,206,62,-222,142,92,-60,-195,-236,-188
-86,-249,-156,168,64,-207,128,107,-70,-197,-218,-190
-58,-215,-148,160,43,-178,124,102,-52,-164,-239,-147
-68,-189,-132,109,35,-185,108,74,-47,-173,-194,-157
-70,-189,-112,117,37,-133,104,73,-58,-155,-175,-145
-53,-165,-104,125,12,-129,90,81,-39,-130,-149,-99
-45,-135,-76,77,33,-135,74,56,-55,-99,-103,-90
-48,-115,-68,76,33,-96,92,45,-39,-83,-105,-94
-47,-86,-52,60,11,-73,41,40,-42,-65,-92,-79
-12,-79,-68,43,-5,-79,26,55,-29,-69,-105,-50
-36,-77,-54,26,13,-59,23,24,-11,-62,-48,-35
-26,-72,-42,56,27,-47,30,23,-26,-55,-56,-41
-36,-75,-50,54,23,-35,42,1,-8,-27,-44,-41
-29,-43,-28,39,2,-50,17,28,-4,-44,-59,-43
-38,-27,-26,32,16,-31,11,19,4,-36,-56,-31
-14,-33,-49,40,1,-41,25,31,-6,-37,-20,-13
-9,-34,-12,24,-12,-28,13,17,-4,-27,-34,-23
-13,-22,-36,9,3,-12,13,17,-12,-9,-38,-32
-12,-44,-21,6,-14,-35,36,13,7,-27,-10,-65
-19,-41,-36,13,-11,4,9,12,5,-21,-30,-6
-29,-29,-18,26,6,-38,9,28,-5,-25,-45,-6
-1,-39,-29,8,20,-11,7,41,-15,-17,-18,-22
-4,-15,-24,6,-7,7,7,1,-11,-30,-28,-13
-25,-29,-6,14,11,-23,-1,11,5,-9,-23,-30
2,-35,-18,31,2,-10,16,9,9,-12,-32,-31
-9,-6,-28,13,2,-26,29,7,-9,-17,-16,-20
-21,-11,-22,1,4,-13,-1,22,3,-26,-15,-6
-4,-13,-16,12,5,-16,-9,16,3,-20,-23,-2
-21,-4,-16,4,-5,-11,2,11,12,-2,-5,-19
-21,6,-6,21,-4,-16,-13,4,-1,10,-19,-16
-12,-10,14,19,-13,-5,-23,-8,-5,-16,-8,-2
7,-11,-1,5,7,-5,26,-12,-11,-10,-3,-1
-3,-7,-7,-11,-6,17,18,9,-20,-19,20,35
0,-6,19,-1,-4,12,-34,2,-7,10,15,10
27,-8,0,-27,9,-3,-29,2,7,-5,12,-1
9,16,-23,0,8,18,-11,2,2,7,18,8
-12,15,2,-14,3,17,4,-5,4,-6,17,-8
3,39,11,-8,-4,4,-20,17,-19,15,19,29
-6,27,31,0,19,-2,-21,-8,17,33,-10,13
15,9,25,-22,-10,17,-32,-14,32,10,11,12
19,37,8,-6,-14,-6,-14,-22,1,39,27,29
-1,11,32,-7,8,27,-20,-1,1,8,21,43
-4,38,24,-29,-12,5,-11,-15,21,19,42,22
8,32,31,-21,-4,14,-15,-20,9,25,60,46
0,62,30,-43,-16,36,-26,-12,8,32,35,55
30,38,37,-41,-6,45,-22,-15,37,51,46,54
22,50,45,-47,-5,47,-75,-20,22,41,53,45
42,55,43,-55,-16,53,-27,-30,-4,57,53,59
28,77,56,-40,-15,62,-50,-28,12,45,55,55
