I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
326,941,626,-658,-129,814,-536,-409,310,720,867,687
346,953,617,-653,-124,814,-544,-399,283,718,874,673
315,937,625,-630,-136,787,-510,-374,310,698,840,652
322,893,576,-596,-148,742,-495,-363,274,674,780,609
291,808,543,-574,-148,694,-451,-355,262,615,719,587
273,753,456,-518,-111,618,-434,-294,221,567,665,511
248,656,433,-460,-102,558,-372,-270,188,508,604,469
197,607,391,-381,-89,498,-325,-217,182,437,510,401
168,489,316,-343,-76,419,-286,-187,170,384,450,324
146,400,264,-298,-42,328,-216,-170,117,316,354,294
111,314,217,-207,-50,243,-188,-134,114,234,280,200
76,216,137,-151,-30,181,-94,-66,64,138,222,143
42,116,105,-87,-4,84,-81,-65,21,99,128,72
37,47,19,-28,-17,25,-16,-15,5,5,29,24
-23,-44,-46,25,4,-14,30,1,5,-49,-25,-18
-36,-86,-59,75,7,-90,68,36,-24,-71,-79,-81
-41,-171,-97,116,21,-161,79,77,-37,-127,-168,-115
-70,-228,-122,140,38,-183,101,81,-66,-150,-200,-149
-67,-254,-165,194,53,-218,134,99,-87,-193,-222,-182
-90,-303,-203,221,54,-247,175,123,-100,-231,-257,-179
-111,-324,-205,216,62,-240,184,125,-92,-223,-315,-212
-108,-334,-207,226,67,-297,195,144,-91,-269,-295,-230
-121,-371,-219,232,50,-300,211,143,-106,-263,-325,-225
-116,-384,-232,232,55,-299,212,145,-106,-295,-309,-249
-124,-394,-224,250,68,-307,202,154,-94,-268,-321,-254
-115,-347,-223,233,58,-288,186,133,-113,-279,-319,-250
-103,-360,-234,245,38,-286,181,131,-90,-259,-332,-231
-104,-325,-213,215,58,-264,184,109,-105,-259,-294,-252
-114,-319,-189,199,35,-250,152,120,-101,-219,-270,-186
-90,-275,-172,207,40,-253,152,108,-70,-215,-269,-218
-89,-248,-179,168,34,-228,131,134,-75,-198,-243,-191
-76,-252,-179,188,47,-213,149,92,-98,-153,-235,-181
-93,-231,-155,162,41,-204,131,101,-78,-174,-215,-167
-92,-206,-117,134,45,-181,126,99,-69,-163,-203,-153
-82,-182,-132,121,20,-159,119,58,-49,-157,-184,-147
-49,-191,-139,123,22,-132,95,81,-39,-129,-158,-137
-52,-160,-103,112,25,-136,79,53,-68,-104,-164,-115
-58,-170,-103,83,7,-127,92,49,-34,-118,-126,-116
-34,-124,-88,82,24,-122,89,67,-51,-97,-101,-82
-58,-114,-84,81,1,-86,63,45,-44,-89,-92,-84
