I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
346,991,640,-668,-154,833,-535,-386,307,736,883,698
349,972,633,-672,-144,795,-527,-401,279,756,855,688
317,937,611,-645,-130,764,-502,-370,284,709,831,676
309,868,582,-593,-129,734,-488,-346,264,676,791,630
269,797,533,-546,-114,651,-458,-335,271,606,745,584
263,727,474,-505,-102,610,-397,-291,219,529,660,507
220,649,417,-437,-105,557,-360,-270,194,463,588,446
191,543,340,-371,-109,435,-316,-192,168,436,512,363
178,456,280,-291,-79,365,-240,-189,116,325,419,311
125,326,247,-231,-30,277,-187,-146,133,260,319,242
83,252,153,-168,-23,188,-111,-86,45,179,218,166
49,144,91,-109,-8,123,-69,-69,39,100,133,102
27,52,39,-26,-6,61,-18,-26,4,42,66,43
5,-20,-11,24,17,-24,4,11,-5,-28,-25,-1
-11,-62,-49,28,20,-74,42,19,-32,-72,-87,-79
-55,-148,-92,126,8,-115,70,49,-51,-112,-133,-114
-54,-203,-149,141,23,-152,107,85,-59,-136,-156,-126
-77,-237,-153,164,38,-198,142,79,-71,-181,-214,-172
-67,-262,-161,181,28,-227,126,81,-107,-188,-232,-159
-89,-273,-205,175,51,-211,166,94,-99,-204,-235,-198
-77,-286,-203,197,32,-246,136,111,-68,-221,-263,-218
-92,-305,-210,180,56,-236,164,118,-74,-235,-283,-225
-109,-291,-171,175,43,-233,160,138,-83,-225,-259,-209
-112,-275,-193,193,21,-248,153,99,-87,-217,-261,-197
-92,-263,-148,191,31,-212,126,97,-66,-208,-214,-174
-85,-234,-164,170,66,-217,129,108,-57,-195,-212,-164
-80,-219,-149,136,28,-201,136,90,-34,-173,-210,-156
-70,-187,-118,130,27,-177,115,83,-65,-151,-164,-140
-56,-179,-112,127,19,-135,90,91,-45,-119,-154,-119
-71,-146,-104,108,26,-123,81,61,-33,-114,-157,-90
-56,-146,-110,97,20,-103,79,63,-46,-108,-129,-93
-27,-120,-76,90,27,-94,73,63,-10,-108,-137,-84
-26,-107,-54,66,30,-82,75,48,-27,-101,-121,-59
-33,-110,-37,59,26,-59,53,49,-31,-59,-83,-69
-50,-71,-62,57,11,-68,22,20,-30,-67,-76,-46
-3,-70,-23,36,18,-63,56,38,-10,-49,-78,-65
-36,-50,-8,46,17,-39,40,7,-13,-47,-53,-34
-12,-50,-32,28,15,-36,40,36,-21,-45,-60,-35
-1,-54,-31,23,0,-34,26,18,-15,-36,-32,-14
-7,-45,-34,19,0,-46,42,25,-7,-13,-65,-7
-9,-38,-24,58,1,-26,15,29,-12,0,-54,-23
-10,-28,-17,24,11,-17,14,13,-14,-35,-35,-17
-25,-20,-43,17,-12,-40,30,29,-22,-36,-42,-27
-24,-38,-26,34,-9,1,22,22,-31,-23,-23,-20
-8,-27,-24,32,11,-42,20,14,-11,-17,-36,-12
1,-37,-15,13,21,-28,10,34,-5,-41,-40,-12
11,-61,-37,34,23,-35,24,0,3,-6,-46,-4
-3,-34,-41,34,8,-21,7,5,-12,-29,-33,-13
3,-27,-46,42,-3,-21,8,20,24,-28,-45,-29
-12,-30,-29,31,-10,-29,1,-3,-26,-31,-23,-25
2,-5,-38,13,6,-36,22,7,-3,-10,-11,9
-6,-14,0,15,-14,-25,26,16,6,-21,-17,-19
-5,-45,-2,6,19,-14,22,-11,8,-15,-18,-12
-3,-29,-15,30,26,-15,18,4,12,-36,-11,-27
2,-10,-6,6,-6,-6,-7,11,-4,-18,-1,-10
7,-8,-1,9,-20,-17,18,7,11,-11,-18,-7
3,-13,-8,3,8,-21,9,-13,-5,-9,8,0
4,-28,-2,23,-21,-26,15,-5,8,-4,-12,6
-7,-9,-16,13,-6,-10,2,2,8,-8,4,7
6,5,-10,7,1,8,0,9,-2,14,-12,7
-2,-14,20,-14,17,-2,17,-4,-25,-16,6,-12
19,-4,6,22,-7,8,-11,-18,20,20,9,12
16,-3,13,-4,-15,24,-21,-1,16,4,-12,20
14,-1,7,-11,-7,-4,2,-4,1,9,25,18
-25,20,1,-29,-10,26,18,8,2,4,12,30
14,17,16,-17,3,14,-9,-29,14,25,10,2
2,10,-3,-30,0,28,-31,-6,15,0,21,9
12,23,7,-21,-7,33,-18,-14,11,30,27,35
-13,17,11,-15,-14,40,-8,-2,26,9,39,8
4,36,32,-36,-7,35,-5,-21,30,12,27,28
35,32,34,-44,-14,23,-30,-14,-4,15,25,21
16,30,29,-35,10,38,-29,-12,14,28,42,23
24,49,37,-35,8,39,-17,-27,-16,26,65,32
16,67,54,-21,13,20,-36,-6,0,19,27,36
37,53,20,-36,2,64,-28,-41,42,57,44,41
18,73,59,-47,-6,48,-53,-24,47,41,73,64
3,82,39,-41,-7,60,-33,-21,22,59,45,53
7,89,46,-75,-13,44,-26,-28,20,65,84,49
19,61,61,-54,1,65,-51,-29,23,41,84,62
31,94,45,-70,-38,80,-59,-40,17,63,98,36
47,74,51,-80,-16,71,-64,-40,52,62,80,76
37,86,61,-81,-32,80,-55,-39,20,82,100,75
23,118,86,-70,-8,106,-64,-37,44,90,97,87
42,99,76,-80,4,94,-68,-56,42,102,104,98
32,156,85,-65,-11,104,-63,-73,52,99,115,86
41,143,93,-99,-33,119,-67,-58,37,121,125,116
49,136,98,-117,-23,105,-83,-46,43,122,129,91
44,152,104,-100,-37,118,-75,-74,51,131,150,82
58,146,103,-93,-8,143,-77,-55,66,122,133,112
75,178,114,-127,-38,145,-94,-61,55,125,154,130
47,194,119,-136,-16,157,-109,-70,48,139,184,118
74,172,117,-127,-3,155,-99,-85,53,159,171,123
61,208,106,-160,-21,168,-110,-82,55,143,182,141
81,197,117,-142,-35,156,-119,-114,63,147,194,155
69,220,143,-145,-18,186,-113,-85,95,169,181,148
