I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
353,1048,699,-691,-163,862,-583,-416,324,803,939,753
357,1019,668,-719,-159,868,-579,-415,337,777,958,727
356,1002,654,-672,-124,843,-582,-416,322,760,917,690
327,942,623,-642,-145,775,-528,-363,274,722,860,685
300,873,544,-570,-113,710,-456,-331,254,639,759,617
268,762,502,-534,-102,646,-429,-310,207,578,675,540
233,659,411,-466,-103,548,-347,-262,188,480,591,464
160,558,352,-362,-104,449,-314,-223,143,398,481,395
158,414,293,-267,-68,356,-240,-186,144,322,385,312
112,323,205,-196,-35,249,-147,-119,95,229,285,202
72,202,131,-137,-7,179,-105,-102,39,143,175,126
44,128,16,-85,-2,79,-55,-43,25,56,82,72
7,0,-7,10,-12,27,6,8,6,4,6,4
-23,-80,-59,53,14,-65,64,31,-15,-78,-83,-66
-73,-132,-90,89,30,-129,86,58,-38,-127,-120,-107
-58,-202,-126,153,39,-195,108,74,-74,-180,-192,-146
-76,-284,-187,193,52,-212,151,117,-80,-208,-255,-190
-106,-315,-199,194,70,-235,151,135,-78,-221,-259,-205
-112,-324,-211,216,57,-296,149,119,-83,-264,-278,-234
-119,-330,-224,247,54,-290,189,139,-101,-266,-301,-248
-111,-348,-206,251,51,-277,201,133,-99,-259,-309,-232
-122,-362,-222,244,41,-295,211,123,-90,-268,-318,-225
-96,-338,-237,242,43,-275,165,131,-96,-250,-312,-224
-106,-319,-209,235,23,-277,174,132,-98,-259,-292,-203
-116,-302,-197,189,18,-243,144,131,-69,-237,-271,-217
-86,-296,-184,194,46,-239,138,110,-64,-207,-265,-216
-107,-256,-171,181,50,-213,133,101,-80,-197,-231,-170
-88,-240,-144,144,24,-214,141,97,-74,-160,-207,-171
-61,-204,-127,126,20,-153,128,75,-60,-173,-190,-145
-76,-181,-113,112,18,-142,113,56,-42,-135,-165,-146
-59,-152,-134,100,18,-137,65,51,-38,-126,-136,-119
-44,-134,-76,92,25,-117,100,51,-37,-106,-137,-102
-46,-127,-82,72,4,-96,73,48,-59,-93,-118,-76
-53,-110,-91,78,15,-76,54,63,-26,-85,-124,-84
-37,-125,-70,78,21,-72,64,29,-27,-75,-85,-80
-28,-81,-68,45,11,-81,57,56,-37,-48,-81,-78
-13,-99,-49,66,5,-69,46,41,-31,-67,-81,-69
-7,-79,-39,57,27,-70,34,39,-39,-90,-87,-61
-21,-75,-29,44,1,-60,35,22,-33,-51,-93,-71
-34,-86,-47,41,6,-58,42,31,-24,-62,-77,-58
-24,-43,-53,41,28,-28,51,48,-27,-55,-62,-78
6,-86,-47,50,2,-76,19,-1,-26,-42,-68,-73
-32,-62,-38,49,4,-74,39,23,-13,-32,-53,-42
-34,-56,-43,35,15,-42,35,31,-41,-36,-68,-38
-15,-52,-17,40,8,-49,39,35,-18,-69,-63,-60
-19,-27,-14,37,13,-72,51,28,-16,-53,-25,-29
-21,-55,-42,45,-18,-73,19,26,-12,-58,-55,-53
-7,-57,-24,16,6,-37,37,23,-23,-62,-30,-7
-6,-48,-43,28,18,-44,34,27,-4,-20,-58,-36
-23,-48,-42,26,-9,-61,40,14,-4,-19,-54,-40
-10,-48,-43,54,6,-36,39,-7,-34,-41,-50,-53
-11,-25,-29,42,27,-31,31,39,-40,-31,-43,-14
-25,-53,-29,32,3,-16,36,22,1,-25,-27,-47
-25,-29,-46,46,-6,-44,38,3,-42,-45,-44,-35
13,-51,-25,43,-7,-29,9,10,-18,-41,-34,-28
-9,-47,-13,28,3,-23,9,-4,-19,-37,-28,-12
-3,-21,-26,28,27,-64,36,7,-17,-24,-11,-39
-14,-34,-10,23,2,-8,-5,24,11,-23,-22,-32
-6,-32,-25,15,18,-27,19,8,-9,-25,-41,-11
-20,-15,-6,23,-9,-14,-15,53,-7,-12,-23,15
-17,-20,12,13,0,1,21,5,3,-8,0,-11
-10,14,-15,11,10,-4,-2,25,-4,-11,-11,-19
-5,0,-5,7,11,-20,-7,11,5,5,-10,-19
23,5,14,-4,5,-11,-6,8,-13,5,-10,-8
18,-13,5,0,-13,-14,2,-23,9,4,17,1
4,15,25,-23,-10,16,-2,0,-15,2,3,11
-4,17,36,-32,9,25,-4,-22,-6,3,58,23
2,44,26,-4,-29,21,-14,-14,34,18,38,6
9,36,9,-5,-3,17,-1,-19,21,40,17,26
9,25,17,-35,0,40,-6,-5,31,47,32,25
19,24,18,-21,1,48,-33,-14,-1,71,43,45
18,62,39,-40,-4,52,-33,-35,26,21,33,41
20,47,36,-51,-31,44,-43,-35,28,29,52,44
9,56,43,-36,-9,60,-26,-33,8,55,80,54
