I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
323,958,617,-654,-149,816,-525,-400,263,713,869,666
313,945,611,-635,-145,770,-515,-361,286,717,857,655
329,915,604,-616,-126,772,-501,-360,262,685,839,657
315,894,600,-604,-122,739,-487,-335,262,675,824,630
287,837,547,-544,-102,684,-454,-344,251,621,769,592
274,765,483,-521,-127,648,-437,-304,233,578,715,548
250,718,444,-496,-99,581,-392,-273,212,548,653,504
212,622,413,-424,-111,508,-376,-261,173,473,574,442
191,549,371,-390,-78,466,-273,-218,168,431,489,385
156,468,299,-319,-70,383,-255,-183,145,355,433,343
145,389,239,-260,-63,308,-238,-152,98,308,362,262
111,288,199,-199,-32,253,-150,-123,74,209,288,202
66,229,142,-139,-30,178,-107,-87,80,173,208,151
53,137,80,-104,-31,136,-58,-56,40,81,127,104
30,34,66,-25,-16,52,-27,-35,24,39,63,49
12,-32,6,1,-8,1,3,-10,-14,10,0,-6
-26,-79,-44,43,14,-54,29,37,-11,-44,-41,-65
-49,-114,-81,91,23,-97,61,55,-39,-99,-112,-80
-33,-180,-97,130,33,-142,76,61,-45,-129,-168,-110
-69,-211,-119,121,21,-171,100,94,-86,-136,-194,-144
-91,-238,-172,168,32,-185,130,91,-60,-170,-213,-165
-96,-268,-197,199,38,-218,127,98,-92,-214,-248,-192
-121,-280,-181,198,30,-242,162,126,-89,-206,-265,-197
-88,-312,-215,198,58,-260,174,123,-93,-230,-283,-215
-115,-324,-194,205,28,-262,197,136,-94,-246,-282,-219
-121,-317,-210,211,42,-268,160,106,-111,-231,-278,-217
-106,-322,-200,188,29,-250,143,105,-119,-225,-274,-222
-110,-304,-180,234,42,-257,166,116,-90,-234,-265,-234
-111,-317,-201,199,46,-270,162,129,-99,-217,-260,-198
-86,-300,-193,204,54,-233,147,112,-74,-198,-252,-189
-113,-285,-187,186,40,-210,175,101,-81,-204,-244,-191
-91,-268,-153,200,26,-210,160,116,-75,-188,-246,-192
-74,-221,-182,162,35,-174,140,102,-63,-189,-219,-178
-61,-199,-163,170,29,-197,124,89,-59,-156,-216,-150
-74,-199,-125,146,44,-164,110,75,-54,-165,-200,-136
-73,-184,-104,137,6,-157,121,65,-40,-147,-171,-125
-49,-167,-112,126,37,-121,83,60,-26,-125,-155,-136
-69,-143,-91,106,1,-119,81,60,-43,-123,-128,-87
-27,-142,-126,106,17,-116,83,65,-43,-114,-120,-110
-48,-132,-83,86,33,-94,59,47,-40,-98,-121,-83
-36,-111,-66,80,31,-98,84,46,-45,-73,-121,-64
-36,-99,-62,69,10,-96,67,46,-47,-81,-114,-80
-31,-117,-45,83,12,-86,44,41,-52,-83,-86,-71
-29,-93,-67,62,19,-71,41,22,-47,-51,-58,-72
-56,-106,-70,40,5,-66,51,30,-22,-35,-64,-39
-22,-64,-71,41,-7,-56,43,41,-21,-58,-88,-34
-17,-80,-77,27,27,-53,56,30,-18,-64,-88,-60
-38,-83,-32,34,10,-84,43,30,-18,-51,-78,-55
-17,-75,-41,57,12,-75,35,25,-17,-41,-40,-45
