I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
348,993,643,-685,-174,810,-577,-380,277,756,900,715
357,993,624,-665,-150,816,-538,-425,333,740,883,685
316,942,615,-634,-166,790,-537,-402,290,696,855,666
297,886,586,-609,-122,761,-506,-366,274,677,807,598
268,807,530,-536,-137,660,-452,-301,252,583,751,568
257,694,439,-484,-100,608,-405,-281,201,529,630,493
216,591,389,-429,-103,508,-330,-236,169,446,534,399
172,481,306,-321,-83,401,-248,-215,134,366,446,316
137,377,252,-251,-54,302,-200,-157,111,270,335,262
85,275,171,-167,-36,213,-151,-105,60,198,239,185
48,140,116,-110,-31,165,-69,-44,73,116,136,116
25,74,43,-41,-12,48,-43,-35,15,61,60,55
-7,-33,8,11,9,-18,6,0,-22,-15,-27,-6
-37,-93,-84,72,-8,-68,56,34,-28,-74,-86,-87
-59,-138,-81,101,20,-118,85,60,-53,-113,-149,-111
-57,-215,-130,122,9,-166,88,54,-79,-141,-189,-131
-80,-247,-158,153,29,-173,128,78,-71,-186,-218,-156
-89,-251,-169,156,21,-216,133,93,-77,-203,-241,-176
-90,-285,-178,177,74,-231,150,100,-69,-213,-257,-187
-119,-253,-190,188,51,-223,147,93,-72,-209,-255,-200
-96,-269,-188,188,29,-223,124,86,-81,-184,-226,-207
-78,-250,-171,184,34,-213,143,98,-79,-196,-217,-182
-54,-221,-157,159,29,-196,120,82,-62,-190,-193,-158
-74,-200,-120,144,29,-156,125,80,-66,-154,-189,-163
-53,-183,-129,132,35,-153,110,73,-65,-130,-171,-142
-60,-168,-112,126,11,-132,94,71,-38,-123,-137,-101
-48,-131,-79,79,38,-98,83,79,-46,-101,-132,-82
-38,-115,-82,85,-1,-86,43,45,-31,-79,-96,-73
-29,-86,-72,64,11,-108,54,54,-36,-67,-87,-81
-30,-77,-57,62,22,-56,53,49,-42,-61,-74,-56
-26,-77,-52,42,31,-64,43,43,-19,-48,-75,-29
-25,-70,-34,51,0,-53,18,31,-14,-25,-53,-49
-16,-41,-37,67,-12,-25,27,5,-5,-31,-52,-34
-25,-17,-22,20,-1,-27,26,-7,-9,-39,-40,-25
-25,-36,-33,18,15,-20,39,-13,-17,-10,-17,-18
-11,-22,-35,27,-6,-14,11,4,6,-27,-40,-36
-3,-29,-5,24,2,14,-4,-7,3,-18,-22,-5
-26,-32,-18,4,2,-16,5,15,-12,-25,-10,-27
-15,-15,0,0,-22,-40,4,0,-7,-16,-13,-7
-10,-10,-17,-1,-14,-11,15,2,-39,-8,-3,-2
9,-13,-34,3,6,-27,8,7,7,-30,-12,-34
6,3,-16,-18,1,-14,-4,-6,-9,0,-25,-5
10,-22,-6,-16,4,-9,41,-3,-1,11,5,-25
-18,-5,-4,1,18,13,-4,11,3,-14,-26,-1
6,14,-8,-6,-9,-4,1,0,9,0,-3,-10
-5,12,-1,-4,6,21,24,-18,8,-7,-12,-6
16,-19,1,2,-17,5,5,-2,-9,-8,17,14
-5,-14,6,-8,-5,-5,-29,20,-3,20,-2,-9
3,-10,7,-3,-29,7,4,23,-20,-5,-6,4
2,7,29,-20,-12,6,-7,-13,9,-13,18,15
-3,17,17,-14,-27,9,-10,-3,-16,-17,6,0
2,9,16,19,8,4,-21,9,6,29,3,5
31,-4,5,-21,-12,28,-14,-9,16,15,31,12
-11,43,19,-17,14,23,-8,-26,12,49,0,26
10,46,29,-6,4,15,-28,-9,23,25,18,14
-9,48,12,-23,6,24,-20,-20,-15,7,24,20
14,31,20,-24,-20,28,-12,-25,-4,20,33,28
3,53,5,-24,-1,14,-32,-10,18,36,19,40
21,46,53,-18,-2,40,-29,-2,23,47,43,-3
20,80,19,-28,-5,45,-43,-17,21,14,14,45
1,40,38,-46,-19,32,-49,1,21,40,67,25
3,58,32,-30,-7,46,-38,-4,31,45,53,58
33,58,23,-63,1,78,-60,-47,28,42,65,46
27,85,43,-64,-19,60,-44,-14,24,39,81,43
35,77,43,-40,-24,84,-42,-44,36,43,65,66
26,67,56,-65,-25,75,-42,-44,10,88,86,61
41,90,58,-58,-20,74,-54,-61,43,53,110,59
34,101,79,-73,-36,97,-52,-41,21,76,92,81
48,118,72,-64,-6,70,-69,-37,28,98,110,76
63,127,87,-103,-38,97,-42,-55,24,103,108,69
55,109,81,-92,21,105,-85,-51,35,92,100,69
53,139,86,-100,-32,119,-92,-40,34,94,130,99
55,149,102,-104,-16,114,-66,-44,47,101,120,102
41,153,87,-110,-28,137,-81,-62,45,117,148,95
53,155,96,-105,-19,134,-77,-68,54,117,152,119
83,162,95,-102,-17,141,-93,-60,38,109,166,122
64,161,101,-128,-21,143,-123,-63,60,120,157,143
60,171,113,-119,-31,141,-95,-86,66,127,163,134
64,205,126,-126,-48,164,-110,-79,67,142,184,139
86,202,141,-161,-23,194,-114,-105,68,172,191,167
76,205,148,-167,-30,188,-139,-98,64,157,182,146
93,230,144,-152,-33,195,-142,-111,60,164,200,157
74,236,148,-159,-41,209,-132,-103,78,174,220,165
102,253,171,-164,-35,196,-134,-78,50,214,214,154
99,265,178,-163,-52,205,-149,-111,66,185,224,184
76,265,150,-178,-47,218,-155,-126,62,201,247,188
103,274,166,-179,-23,252,-177,-98,82,214,243,195
95,269,202,-194,-35,239,-146,-123,82,219,271,202
77,272,202,-192,-44,240,-179,-98,66,199,247,226
108,300,215,-198,-45,231,-192,-120,95,223,289,192
109,319,207,-221,-61,268,-176,-130,100,236,297,225
116,320,207,-215,-52,270,-147,-142,99,249,277,235
87,314,234,-229,-25,263,-172,-124,88,255,307,215
126,324,218,-236,-43,271,-182,-120,105,265,309,238
113,329,216,-229,-55,289,-196,-155,80,260,292,227
104,347,225,-240,-57,296,-176,-146,102,258,298,242
118,311,234,-238,-56,282,-193,-143,102,271,309,243
127,370,221,-228,-79,301,-195,-124,113,268,312,243
135,351,252,-266,-61,292,-199,-135,83,277,334,227
109,350,227,-270,-53,308,-189,-159,95,300,325,274
136,372,240,-252,-50,316,-197,-147,97,265,332,249
136,362,239,-253,-50,299,-211,-170,95,292,319,235
123,381,234,-257,-35,297,-213,-153,104,282,329,288
143,382,227,-255,-67,318,-186,-133,105,286,367,258
127,360,242,-248,-46,324,-204,-149,121,280,342,247
127,379,253,-259,-43,315,-209,-190,99,266,350,251
125,386,243,-235,-61,307,-212,-164,111,289,357,254
146,369,240,-247,-51,318,-212,-143,105,276,346,259
126,386,237,-262,-61,292,-210,-153,110,295,359,265
128,359,230,-250,-36,299,-207,-158,128,296,330,286
137,377,233,-247,-62,328,-209,-151,107,285,325,284
112,365,256,-239,-37,306,-218,-154,101,256,355,239
145,357,237,-256,-52,285,-212,-151,136,272,358,277
140,358,237,-254,-61,313,-188,-130,115,283,341,228
135,349,242,-241,-37,306,-190,-138,119,281,330,261
141,362,229,-267,-54,269,-179,-132,135,294,324,246
116,349,224,-246,-56,270,-189,-137,120,228,320,243
115,359,239,-238,-60,284,-185,-126,99,272,323,260
119,357,219,-228,-55,280,-213,-131,99,249,293,227
122,336,233,-245,-52,289,-200,-124,117,247,301,229
118,325,203,-239,-58,266,-187,-129,84,251,297,248
109,329,221,-227,-74,272,-170,-132,77,255,273,214
111,350,207,-227,-56,265,-175,-130,61,235,286,209
100,305,197,-214,-68,266,-188,-134,94,224,278,220
108,284,182,-201,-36,256,-156,-101,101,227,281,228
108,290,180,-178,-39,214,-182,-136,88,221,245,203
120,262,181,-177,-13,238,-137,-105,85,197,248,200
99,269,188,-199,-36,228,-165,-119,78,209,261,193
89,265,179,-200,-34,226,-115,-97,72,209,264,184
110,250,168,-152,-53,225,-152,-102,88,187,258,194
106,229,178,-179,-43,200,-142,-103,80,183,206,176
75,227,171,-172,-34,183,-119,-84,66,179,217,164
86,206,168,-160,-31,187,-110,-83,79,183,202,144
70,216,149,-149,-46,177,-117,-99,84,163,190,151
65,213,135,-137,-15,166,-106,-82,66,171,175,143
69,194,140,-153,-35,162,-99,-84,72,134,191,146
90,185,130,-129,-27,166,-102,-81,50,126,169,143
64,189,95,-145,-28,152,-99,-79,53,140,174,126
62,175,123,-123,-16,130,-96,-73,45,146,148,105
56,208,98,-114,-8,110,-83,-78,50,117,154,108
81,149,110,-107,-31,132,-96,-81,69,107,148,106
29,135,94,-108,-16,112,-77,-55,37,115,138,98
44,140,87,-92,-22,128,-67,-50,44,109,110,88
29,139,92,-66,-25,122,-76,-51,21,93,120,72
51,117,74,-77,-14,100,-80,-43,53,97,102,80
42,115,84,-64,-25,104,-53,-65,34,73,107,63
52,113,57,-67,-23,88,-41,-34,30,79,91,86
40,110,61,-82,-16,85,-43,-23,28,48,40,48
24,86,54,-60,-21,71,-68,-35,33,85,107,45
24,76,52,-46,-25,49,-51,-41,24,69,62,55
8,105,45,-71,3,38,-51,-35,24,52,83,59
18,75,63,-50,-2,49,-49,-19,26,47,67,46
29,56,48,-37,-23,57,-54,-15,6,64,46,51
8,48,24,-20,6,48,-50,-18,25,53,50,45
20,43,35,-39,-14,48,-21,-7,5,66,41,26
-7,31,33,-24,7,45,-24,-37,12,37,44,28
17,40,-4,-51,-13,24,-29,-22,-18,43,36,13
14,17,24,-22,-1,26,-9,-14,-1,15,51,33
12,31,33,-22,-14,-2,-24,7,20,37,31,-1
-1,30,19,-24,6,17,-29,-13,3,27,35,13
21,32,18,-32,-8,12,-25,-4,17,8,29,23
15,17,23,1,-22,23,-10,-18,3,13,10,13
11,8,-12,2,8,6,1,-8,12,-4,5,-3
