I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
375,1064,674,-737,-146,891,-567,-446,306,807,956,744
371,1042,681,-721,-156,868,-573,-414,311,785,948,734
359,982,648,-661,-136,810,-552,-401,306,753,895,701
341,932,619,-647,-146,769,-501,-375,296,683,826,649
296,802,502,-579,-135,677,-459,-319,252,620,743,598
252,719,464,-492,-118,596,-397,-276,221,540,643,501
196,574,392,-378,-65,483,-333,-232,180,427,524,408
160,425,274,-287,-55,365,-239,-180,150,334,412,313
121,327,219,-225,-30,267,-165,-135,87,262,301,217
82,207,123,-120,-32,161,-115,-86,42,153,207,152
27,102,59,-57,-42,69,-39,-48,31,75,74,40
-15,-24,1,0,-11,-20,29,3,2,-8,-28,-24
-36,-110,-60,67,2,-95,48,50,-41,-68,-99,-82
-66,-197,-105,123,28,-163,102,69,-40,-146,-162,-119
-79,-248,-153,162,36,-212,134,80,-63,-182,-240,-164
-100,-300,-175,196,28,-220,160,142,-87,-196,-260,-205
-97,-309,-214,218,52,-246,191,129,-100,-213,-302,-210
-97,-337,-199,223,36,-248,185,130,-92,-237,-303,-239
-109,-322,-210,225,39,-271,203,149,-96,-253,-275,-241
-131,-311,-214,224,43,-263,154,130,-89,-240,-275,-213
-108,-315,-193,224,27,-226,176,128,-85,-222,-287,-211
-123,-270,-185,195,39,-245,139,105,-96,-200,-249,-196
-108,-253,-159,171,37,-201,149,105,-82,-209,-247,-165
-78,-237,-148,153,46,-194,103,93,-67,-183,-208,-157
-75,-194,-147,136,25,-170,107,86,-54,-128,-165,-160
-56,-181,-118,117,17,-146,126,80,-51,-143,-148,-158
-38,-145,-89,90,19,-129,99,47,-44,-121,-123,-115
-46,-128,-87,77,20,-91,55,68,-54,-73,-117,-95
-36,-122,-59,73,6,-86,59,45,-32,-74,-101,-90
-37,-93,-79,48,25,-82,55,17,-42,-59,-84,-79
-16,-99,-26,63,27,-67,17,10,-6,-58,-86,-44
-7,-67,-51,47,13,-60,19,21,-27,-51,-46,-64
-16,-63,-64,47,-6,-23,38,31,-21,-42,-54,-32
-41,-55,-36,36,14,-37,20,27,-28,-29,-44,-27
-23,-71,-40,29,-11,-63,31,24,0,-30,-52,-37
-21,-42,-42,31,39,-55,33,-3,-8,-41,-52,-29
-29,-30,-25,34,16,-22,13,6,-16,-38,-45,-39
9,-22,-37,30,16,-32,2,13,13,-35,-20,-27
-7,-44,-16,17,-9,-22,32,54,0,-39,-19,-21
-13,-7,-12,35,-5,-7,14,9,-25,-32,-26,-25
-10,-50,-30,15,-2,-22,16,-9,-1,-23,-22,5
12,-27,-6,29,16,-31,31,35,28,-22,-3,2
-23,-14,-25,15,10,-5,-22,9,14,-20,-20,-28
0,-33,-2,9,5,-14,-2,9,-6,-20,-17,1
4,0,-5,2,5,9,3,16,-19,-6,8,-12
-11,4,-6,10,-12,-8,-17,5,8,4,-8,-22
-10,22,-16,-7,4,18,-8,-1,4,-3,-7,11
12,10,-8,-8,-1,0,-18,-14,-7,13,-16,-7
16,12,8,0,-33,4,-7,-23,5,4,3,22
34,1,11,2,6,19,-4,-21,4,13,26,14
23,34,14,-21,15,29,1,-25,7,16,24,17
20,38,23,-21,-13,20,-3,-4,-5,45,14,23
-13,33,28,-21,-9,27,-2,-13,24,44,33,31
