I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
349,1007,633,-685,-136,817,-555,-386,280,757,906,667
334,978,646,-676,-143,815,-547,-378,305,731,872,680
346,952,610,-642,-147,773,-513,-378,287,701,851,679
329,884,584,-608,-123,726,-481,-363,252,656,807,612
271,785,503,-547,-118,657,-443,-309,228,580,718,552
216,678,457,-449,-110,548,-359,-260,224,527,645,500
207,572,357,-396,-82,494,-315,-212,186,432,518,393
176,476,313,-312,-73,401,-238,-196,134,341,429,313
131,342,218,-233,-56,296,-195,-148,99,258,312,242
87,238,141,-147,-23,177,-122,-106,101,176,208,140
26,138,68,-88,-24,92,-67,-50,26,88,112,82
12,13,8,-12,-3,31,-4,-15,1,18,2,22
-28,-56,-37,54,15,-50,35,18,-40,-46,-34,-48
-54,-137,-89,84,10,-102,60,48,-49,-110,-118,-92
-76,-221,-147,126,55,-166,99,92,-68,-130,-188,-144
-80,-254,-132,159,14,-214,151,107,-73,-174,-207,-168
-87,-263,-180,196,34,-219,159,102,-81,-207,-271,-203
-112,-307,-167,226,39,-243,148,123,-88,-228,-234,-209
-87,-323,-206,196,71,-257,150,134,-111,-220,-284,-222
-82,-315,-210,225,45,-235,156,132,-87,-244,-271,-224
-97,-302,-195,204,40,-247,163,129,-86,-207,-262,-208
-91,-261,-186,203,31,-216,169,109,-71,-206,-254,-216
-103,-260,-172,181,29,-218,162,92,-74,-194,-246,-178
-72,-233,-151,156,36,-190,133,89,-52,-181,-218,-171
-86,-199,-143,152,27,-188,109,63,-60,-174,-192,-138
-99,-187,-101,126,32,-131,100,87,-34,-127,-151,-145
-55,-150,-126,138,30,-137,88,82,-35,-115,-166,-111
-55,-147,-87,72,8,-101,68,41,-38,-115,-120,-65
-28,-108,-83,83,12,-96,67,45,-25,-98,-117,-54
-22,-99,-55,74,19,-86,59,37,-16,-65,-95,-68
-44,-91,-61,63,16,-68,48,30,-24,-65,-65,-75
-17,-81,-34,43,30,-63,30,34,1,-77,-67,-42
-13,-52,-32,41,-6,-39,33,13,-25,-60,-63,-38
-14,-62,-32,28,33,-52,19,6,-26,-48,-64,-40
-8,-59,-44,27,24,-47,43,37,6,-27,-55,-39
-18,-39,-30,24,5,-42,9,0,-51,-28,-47,-34
-28,-45,-54,31,6,-26,31,22,-37,-38,-50,-24
-16,-43,-28,24,3,-16,20,19,-21,-41,-31,-23
-23,-51,-18,24,3,-35,16,9,-19,-7,-25,-5
-25,-48,-38,19,10,-35,11,23,-3,-27,-35,-16
-6,-27,-6,16,12,-17,18,17,-1,-27,-20,-35
20,-2,-32,11,9,-22,2,6,-29,-3,-31,8
-23,-32,16,27,-3,-32,-10,7,7,-19,-27,-31
12,-13,-20,7,14,11,6,11,-25,-18,-23,-7
7,-34,-8,31,22,-9,2,20,18,-20,-43,-17
-16,-24,-6,13,-2,-33,-6,-8,-6,-12,-13,-31
