I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
383,1036,681,-695,-147,864,-578,-409,296,773,927,747
362,1024,670,-690,-145,855,-550,-387,301,780,910,719
346,993,640,-671,-154,837,-542,-392,303,765,916,691
315,925,585,-613,-142,769,-503,-354,270,707,844,646
305,830,546,-578,-134,707,-467,-344,275,631,785,567
263,759,483,-515,-111,603,-416,-323,218,570,670,545
227,641,422,-433,-91,538,-372,-270,187,476,574,440
192,539,346,-358,-84,457,-286,-215,162,395,474,379
157,433,268,-283,-68,329,-236,-188,114,309,375,284
91,338,213,-219,-41,242,-179,-133,98,217,263,209
68,196,150,-142,-27,148,-111,-60,59,157,176,151
26,96,77,-58,-13,81,-48,-36,15,83,66,64
1,18,-13,-24,-4,-18,17,1,-5,14,0,11
-28,-80,-47,51,18,-65,39,12,-19,-43,-81,-56
-35,-125,-92,93,32,-122,78,87,-41,-94,-132,-105
-93,-186,-108,138,26,-190,141,87,-50,-133,-184,-156
-94,-239,-175,159,48,-218,145,111,-79,-183,-246,-185
-116,-298,-185,203,34,-232,163,127,-67,-233,-257,-201
-120,-309,-201,210,41,-247,161,120,-82,-245,-279,-200
-122,-310,-222,225,52,-250,175,126,-86,-224,-279,-225
-105,-349,-224,225,47,-281,192,121,-96,-251,-292,-221
-94,-316,-213,227,45,-263,178,142,-109,-235,-290,-239
-109,-299,-196,195,41,-281,184,117,-102,-222,-294,-200
-94,-297,-182,211,34,-262,159,110,-68,-234,-255,-201
-95,-276,-159,176,24,-244,151,107,-78,-211,-241,-192
-72,-245,-144,170,53,-222,148,89,-76,-180,-202,-174
-75,-216,-143,148,36,-183,133,93,-67,-149,-200,-167
-94,-195,-125,152,24,-185,117,79,-71,-167,-179,-111
-57,-197,-110,116,-7,-165,101,74,-56,-153,-172,-125
-89,-170,-89,93,21,-138,110,62,-30,-102,-136,-119
-50,-129,-92,104,3,-117,87,54,-64,-106,-110,-100
-53,-107,-62,53,14,-95,78,23,-46,-83,-115,-77
-13,-85,-59,61,12,-93,37,49,-27,-87,-84,-70
-22,-88,-72,69,19,-60,40,49,-36,-58,-99,-44
-13,-74,-54,33,45,-58,31,50,-30,-63,-85,-59
-30,-65,-42,58,8,-45,54,32,-21,-64,-74,-61
-9,-64,-56,41,16,-51,44,38,-18,-51,-37,-58
-27,-55,-52,36,-7,-62,35,15,-4,-65,-63,-39
-18,-49,-42,50,13,-45,30,27,-29,-29,-28,-48
-37,-47,-54,59,28,-68,45,35,-24,-46,-60,-43
-23,-56,-18,35,12,-54,41,6,-8,-61,-52,-51
-42,-51,-18,13,17,-35,38,-3,-25,-26,-35,-43
2,-41,-45,37,6,-54,19,-2,-10,-29,-46,-28
-23,-46,-10,23,26,-28,28,11,-7,-8,-42,-7
-25,-76,-7,21,7,-22,13,8,-17,-25,-29,-50
-2,-51,-29,22,15,-32,16,2,-36,-21,-23,-29
-27,-57,-36,22,0,-57,5,31,-30,-16,-36,-26
-11,-18,-21,35,-3,-19,17,-14,-32,-23,-33,-29
-23,-54,-8,7,6,-25,9,6,-23,-10,-26,-9
5,-32,-4,15,1,-43,21,17,-5,-16,-25,-13
10,-21,-22,9,15,-38,22,19,-2,-18,-36,-11
-5,-32,-10,8,2,-18,-2,-1,-17,-1,-15,-30
-7,-15,2,10,19,-26,10,13,-6,-12,-11,-18
9,8,-24,28,5,-22,7,26,2,-13,-30,-18
-20,-16,3,6,23,-27,23,-2,15,-7,-21,-26
-26,-25,18,-14,17,-24,7,1,4,-7,-17,-13
-12,-4,13,14,2,-9,17,10,-6,2,-14,2
4,-12,-16,28,20,-4,-24,-16,-2,14,11,-12
-16,-20,-1,9,-5,4,2,16,0,-8,-11,-12
-9,-2,0,0,3,1,5,14,18,-9,4,12
6,-10,12,-2,19,5,-12,17,33,24,5,-7
-11,3,3,-3,8,0,8,-11,-11,14,7,10
15,26,23,-3,12,8,-6,-16,-11,19,17,14
11,25,3,5,12,8,-25,-5,-21,12,28,11
4,22,35,-28,2,45,-2,1,12,20,13,17
20,28,29,-27,-13,17,-23,-4,9,41,38,18
28,43,54,-20,12,40,-27,-29,16,22,38,30
41,24,17,-33,-8,37,-18,-23,27,47,34,17
34,59,47,-34,-6,59,-21,-17,16,31,46,55
4,81,36,-23,-11,61,-44,3,46,37,47,52
20,65,65,-48,-12,47,-39,-30,10,27,66,49
29,81,71,-59,-22,36,-46,-23,30,48,76,36
28,64,60,-49,-1,52,-32,-27,14,52,58,49
45,92,58,-65,-23,89,-45,-34,19,67,93,67
28,98,71,-70,2,61,-69,-35,9,74,87,77
49,96,63,-86,-18,83,-72,-39,59,69,94,95
52,109,63,-79,-16,86,-50,-53,10,74,113,77
24,122,78,-89,-39,103,-70,-34,61,94,92,57
54,126,70,-73,-39,103,-69,-41,43,104,123,134
46,138,80,-93,-9,113,-84,-41,26,94,126,97
62,136,107,-102,-52,106,-54,-40,57,94,135,77
43,161,108,-106,-16,126,-91,-52,51,127,155,122
58,165,86,-117,-28,148,-83,-93,51,130,128,120
56,181,105,-108,-27,139,-98,-80,37,131,194,133
53,184,101,-130,-24,164,-102,-96,40,139,159,129
76,198,126,-107,-20,153,-106,-81,53,139,175,152
66,191,133,-145,-20,164,-112,-94,59,147,169,150
