I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
379,1069,684,-711,-176,878,-579,-423,304,790,972,738
358,1038,661,-684,-159,848,-591,-402,301,749,928,719
362,992,641,-683,-152,797,-525,-389,304,730,903,695
349,914,608,-620,-159,773,-512,-347,263,685,815,648
288,821,515,-568,-137,665,-463,-342,245,610,758,568
238,718,459,-477,-98,572,-408,-300,206,519,620,486
195,572,353,-385,-76,495,-323,-218,182,434,525,426
181,463,276,-325,-72,376,-252,-195,129,355,398,328
95,335,203,-221,-48,251,-164,-110,94,253,280,227
66,174,151,-123,-51,175,-106,-86,35,144,194,132
40,81,51,-51,-17,63,-33,-49,34,65,68,56
-3,4,-9,9,-6,-10,5,6,2,-7,-3,-10
-26,-118,-58,62,33,-102,57,38,-29,-100,-111,-76
-57,-180,-117,126,18,-148,105,70,-62,-146,-148,-150
-70,-267,-159,166,55,-211,130,105,-63,-167,-212,-175
-87,-287,-204,219,26,-231,172,128,-91,-219,-270,-219
-118,-314,-210,197,40,-263,175,127,-71,-228,-276,-209
-117,-335,-209,220,47,-263,183,139,-123,-250,-316,-212
-142,-341,-195,250,60,-283,183,129,-107,-249,-308,-230
-95,-352,-203,226,60,-265,189,105,-96,-261,-287,-237
-90,-303,-222,204,63,-248,177,109,-83,-217,-294,-235
-85,-301,-183,189,18,-242,150,121,-97,-223,-268,-209
-74,-255,-175,161,44,-210,129,115,-80,-205,-257,-195
-86,-230,-144,187,33,-199,108,93,-77,-203,-213,-170
-48,-203,-148,161,26,-175,127,82,-36,-165,-216,-151
-89,-184,-138,142,10,-172,96,65,-44,-138,-167,-156
-48,-159,-107,112,26,-131,93,58,-45,-133,-143,-114
-55,-147,-111,103,24,-120,66,66,-60,-93,-113,-103
-29,-105,-79,75,27,-84,56,43,-40,-97,-115,-90
-58,-108,-54,73,21,-68,44,36,-28,-62,-96,-62
-3,-75,-68,61,28,-68,40,5,-33,-60,-82,-52
-20,-66,-61,54,29,-54,37,34,-34,-72,-81,-67
-38,-89,-49,66,-4,-74,29,20,-10,-60,-80,-52
-19,-46,-32,43,9,-33,28,26,-20,-53,-72,-42
-24,-63,-37,55,23,-55,35,4,-31,-52,-66,-62
-15,-48,-35,30,14,-62,37,21,-15,-51,-41,-47
4,-42,-30,22,-26,-43,33,36,-24,-58,-55,-14
-12,-43,-20,35,-1,-43,43,1,-39,-54,-47,-33
-12,-56,-49,33,4,-57,49,2,-16,-43,-54,-27
4,-61,-4,8,2,-30,-4,24,-19,-37,-38,0
-39,-51,-30,13,21,-33,10,4,16,-31,-31,-19
-17,-51,-9,20,15,-37,34,21,-19,-47,-39,-22
-9,-40,-15,34,-5,-15,1,19,-20,-16,-38,-39
-22,-34,-11,19,-23,-22,21,22,3,-31,-21,-25
-17,-19,-22,17,-15,-5,28,9,-10,-8,-41,-4
-5,-21,-18,15,20,-33,28,5,-24,-12,-28,-5
-8,-22,-16,41,8,4,-1,-4,-3,-32,-38,18
-14,-33,-26,8,8,-9,-6,1,-20,5,-31,0
25,9,-1,17,-1,9,-3,-11,-3,12,-4,-15
-7,18,-2,1,13,2,10,3,-4,0,8,1
13,14,16,-9,14,-12,-7,-2,7,-14,19,13
-9,12,27,9,0,10,11,-14,3,15,-2,0
2,19,28,-14,-21,-1,12,-9,-7,12,17,27
-11,31,4,-4,1,7,-12,-3,1,20,4,1
27,14,26,-9,-14,0,-11,-17,-12,4,32,16
13,40,21,-46,-22,14,-23,-12,5,13,47,38
15,39,51,-27,9,4,-33,-6,36,55,44,13
17,18,46,-43,-2,30,-22,-17,24,26,58,45
25,47,38,-40,-3,43,-35,-38,6,28,26,29
30,34,51,-53,-22,40,-32,-23,24,56,58,58
38,81,44,-61,-12,68,-53,-30,32,62,72,56
33,108,34,-62,2,38,-56,-29,23,55,77,62
53,91,45,-52,-19,68,-52,-46,30,73,96,66
49,103,60,-68,-31,76,-30,-40,28,107,93,57
48,98,78,-83,-5,92,-58,-44,30,85,88,106
24,98,70,-70,-10,110,-50,-33,43,55,95,95
57,117,98,-76,-10,100,-71,-50,41,88,104,78
45,152,111,-92,-21,120,-89,-68,44,105,169,85
57,138,89,-104,-12,115,-72,-61,51,126,116,90
60,163,95,-123,-6,126,-86,-62,42,115,132,113
