I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
346,1056,682,-716,-133,854,-570,-422,332,770,926,724
371,1034,661,-694,-154,831,-580,-406,303,778,934,712
358,986,646,-681,-166,827,-542,-385,302,755,904,706
344,952,621,-624,-132,791,-531,-385,275,715,864,654
289,878,555,-571,-129,700,-470,-343,247,647,782,600
267,784,495,-527,-118,642,-432,-315,235,573,701,544
252,674,445,-462,-95,553,-374,-260,213,501,616,462
203,575,370,-392,-75,451,-304,-222,166,438,513,401
173,460,306,-323,-79,356,-248,-192,133,343,427,329
108,352,208,-257,-39,299,-188,-142,96,250,353,252
64,251,147,-177,-52,214,-145,-108,73,200,211,167
66,122,103,-95,-23,116,-89,-81,47,96,127,89
16,53,43,-28,-7,55,-20,-26,12,37,39,32
-13,-32,-12,21,-5,-29,12,12,-2,-8,-26,8
-35,-123,-59,62,4,-112,55,48,-23,-73,-105,-79
-74,-147,-134,87,32,-158,93,78,-35,-138,-149,-119
-79,-229,-158,145,48,-190,125,73,-58,-188,-209,-148
-96,-258,-157,184,51,-208,148,118,-73,-191,-237,-180
-91,-291,-184,190,45,-220,162,118,-72,-222,-265,-198
-109,-313,-199,226,45,-241,172,125,-85,-250,-247,-210
-108,-306,-217,217,62,-245,174,122,-84,-256,-293,-249
-89,-300,-201,218,47,-260,173,119,-111,-228,-277,-246
-110,-324,-190,232,54,-256,203,134,-116,-235,-294,-213
-104,-290,-174,219,75,-233,152,111,-90,-228,-262,-195
-107,-291,-194,184,31,-255,152,112,-102,-225,-256,-204
-93,-253,-159,185,40,-211,173,89,-65,-215,-252,-167
-82,-247,-147,185,38,-191,138,94,-64,-167,-215,-167
-62,-229,-146,151,22,-197,127,100,-83,-155,-198,-151
-74,-203,-122,116,6,-177,118,70,-41,-150,-177,-131
-70,-165,-110,116,21,-168,93,64,-61,-136,-168,-109
-45,-177,-82,99,31,-134,78,76,-37,-107,-138,-121
-58,-146,-88,68,16,-109,76,38,-22,-118,-118,-103
-33,-122,-58,66,3,-111,67,56,-7,-87,-118,-100
-50,-92,-59,51,-2,-108,70,51,-26,-72,-98,-43
-29,-125,-60,78,24,-76,63,31,-19,-60,-75,-73
-41,-68,-47,43,16,-74,35,23,-18,-60,-92,-58
-16,-67,-43,63,-9,-68,37,25,-8,-58,-65,-72
-29,-68,-53,29,8,-45,40,21,-23,-32,-74,-54
-13,-78,-64,45,16,-55,42,30,12,-45,-57,-41
-30,-45,-35,57,-2,-50,23,18,10,-53,-55,-46
-21,-47,-37,30,-12,-62,28,25,-5,-38,-58,-34
-30,-44,-28,61,17,-46,42,49,6,-44,-31,-36
-12,-86,-42,18,4,-29,33,23,-21,-40,-36,-53
1,-54,-41,28,17,-44,32,22,-10,-25,-49,-32
-6,-45,-38,24,18,-48,44,14,-13,-31,-43,-48
-35,-44,-31,33,-4,-30,29,33,-3,-35,-61,-17
3,-40,-41,22,24,-43,12,-1,-22,-23,-50,-21
-9,-28,-38,28,4,-20,30,10,27,-14,-28,-17
-22,-51,-25,16,-6,-53,4,20,-10,-22,-39,-30
-2,-29,-10,10,-19,-18,17,25,-21,-28,-32,-5
-27,-31,-25,17,5,-56,38,26,-15,-17,-25,-19
-2,-23,-22,16,-1,-45,20,-4,-23,-42,-19,-39
-15,-25,-32,27,-4,-21,17,4,3,-24,-32,-20
-46,-38,-25,17,3,-13,22,16,-32,-45,-30,-3
1,-9,-3,10,-2,-32,18,12,-16,-15,-30,-20
-6,-21,-27,10,-7,-35,15,-5,-4,13,-43,-9
-25,-34,-8,1,1,-23,13,0,-1,-16,3,-9
-8,-39,-25,28,-7,-33,11,5,14,-19,-18,-7
-8,-28,2,13,1,-8,15,10,-12,-17,-17,-27
-14,-9,-18,23,-23,-6,-11,0,-11,0,-1,8
0,-32,-25,15,0,6,21,22,-9,-20,-26,-12
-9,-6,-1,-5,2,-5,4,34,3,3,-8,-3
27,-4,-26,13,6,-19,-1,9,-6,12,-26,-12
7,19,18,14,-1,-19,27,4,0,-17,15,6
10,-8,7,-13,2,14,-11,-9,-11,3,-3,19
6,11,4,-5,-17,3,-1,-1,-11,3,3,-9
-20,10,6,5,-9,21,16,20,-5,6,31,-7
13,11,-1,-3,15,4,-2,-19,9,21,30,14
14,40,21,-37,-10,36,-10,5,-15,33,5,20
19,23,12,-24,16,19,-23,-3,18,27,7,21
19,37,15,-26,-17,32,-24,-30,-6,23,39,10
23,39,15,-6,-7,22,-20,6,0,11,50,26
11,47,33,-15,-8,32,-6,-34,-2,31,66,51
17,43,35,-25,-6,33,-24,-9,6,51,58,26
15,49,29,-56,8,47,-43,-24,20,25,51,52
15,57,43,-24,-9,23,-43,-24,7,46,58,30
21,52,32,-46,21,66,-27,-8,8,45,80,43
42,71,27,-39,26,74,-46,-42,18,47,76,51
51,76,31,-73,13,63,-40,-34,36,69,55,60
17,84,80,-56,0,78,-45,-34,24,64,72,47
30,91,47,-61,-9,67,-66,-29,16,53,81,52
67,106,60,-81,-12,66,-48,-69,40,59,70,71
51,122,76,-57,-27,101,-65,-19,16,81,99,69
41,111,90,-92,-42,96,-65,-29,36,72,87,66
27,123,79,-81,-17,103,-66,-52,28,103,104,80
72,128,96,-98,-12,110,-88,-44,42,98,111,87
58,133,81,-110,-41,129,-98,-47,29,102,119,121
61,164,99,-110,-2,121,-96,-77,36,116,146,128
59,150,121,-107,-28,127,-81,-64,58,131,159,103
51,160,98,-105,-22,142,-108,-76,29,116,139,91
61,168,115,-103,-14,130,-101,-96,51,113,166,127
72,174,103,-121,-9,155,-118,-59,62,134,164,149
78,202,144,-125,-18,177,-101,-90,52,136,172,139
74,192,114,-136,-21,161,-124,-90,49,153,185,128
69,222,131,-117,-26,183,-112,-80,86,148,183,163
68,244,165,-151,-16,172,-111,-83,77,163,190,156
98,209,151,-153,-38,200,-123,-107,96,177,195,149
77,248,172,-166,-27,204,-120,-95,86,182,216,171
77,248,150,-183,-23,199,-129,-74,73,191,224,158
101,264,187,-183,-49,219,-128,-104,52,185,220,193
103,261,167,-168,-59,214,-156,-93,64,201,241,197
