I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
353,991,634,-693,-117,810,-537,-419,281,733,862,692
342,959,630,-655,-137,817,-527,-392,311,718,861,695
323,942,611,-619,-133,764,-519,-378,312,703,836,645
312,884,571,-586,-118,739,-489,-344,270,657,774,620
259,770,510,-520,-116,664,-436,-300,252,583,719,555
229,677,433,-449,-116,578,-374,-273,229,509,616,492
223,580,371,-390,-98,476,-335,-228,173,449,513,406
161,480,304,-314,-72,394,-262,-173,135,368,409,321
110,343,222,-227,-36,274,-205,-148,117,255,323,279
93,232,148,-178,-42,219,-133,-82,64,171,225,168
34,112,76,-64,-31,109,-74,-43,48,95,113,87
-21,31,28,-12,-13,31,-4,-2,5,23,42,20
-30,-45,-40,35,26,-64,16,26,-12,-61,-43,-48
-66,-132,-92,77,41,-134,59,45,-36,-88,-112,-108
-83,-185,-97,123,62,-157,91,73,-41,-128,-192,-148
-94,-219,-159,160,24,-214,139,93,-78,-190,-232,-165
-96,-301,-164,188,36,-239,151,107,-94,-194,-257,-192
-87,-307,-210,215,43,-264,189,126,-79,-220,-259,-213
-102,-349,-214,227,32,-270,193,134,-106,-246,-289,-227
-115,-327,-208,230,63,-264,189,128,-95,-254,-281,-231
-86,-319,-215,208,38,-276,191,136,-97,-240,-278,-254
-134,-321,-192,200,36,-256,160,114,-100,-231,-273,-232
-105,-306,-194,198,46,-215,163,109,-83,-228,-252,-192
-90,-243,-170,173,37,-224,167,83,-66,-207,-231,-211
-79,-254,-164,153,58,-206,143,114,-75,-183,-215,-170
-76,-212,-146,171,41,-172,113,86,-76,-181,-202,-153
-75,-214,-130,138,22,-142,111,76,-67,-142,-191,-147
-69,-166,-108,142,22,-130,90,63,-37,-137,-145,-126
-56,-154,-94,89,16,-104,88,40,-52,-98,-119,-102
-58,-117,-111,102,17,-130,83,62,-30,-97,-137,-90
-14,-99,-63,74,30,-106,78,48,-30,-77,-104,-88
-36,-97,-60,48,11,-73,65,36,-47,-78,-94,-84
-31,-78,-89,68,16,-93,70,25,-29,-51,-90,-77
-19,-97,-67,59,19,-67,55,24,-21,-65,-85,-40
-27,-96,-39,45,15,-80,31,38,-38,-54,-87,-56
-16,-72,-50,48,20,-83,38,51,-34,-72,-64,-55
-18,-50,-50,54,10,-59,24,16,-17,-52,-61,-51
-22,-58,-58,41,19,-58,25,29,-28,-51,-71,-49
-25,-46,-57,58,23,-43,35,20,-12,-52,-58,-54
-13,-57,-41,57,9,-43,23,33,-16,-26,-51,-29
-3,-66,-17,25,12,-32,37,7,-47,-42,-45,-33
-23,-54,-25,28,30,-57,21,21,-20,-35,-73,-47
-27,-42,-24,36,7,-28,25,15,-14,-26,-55,-32
-5,-52,-23,56,-15,-28,18,31,-22,-36,-26,-35
-40,-52,-50,40,22,-22,21,13,6,-27,-26,-22
-5,-58,-27,40,-26,-45,32,19,-17,-39,-26,-29
-17,-41,-15,13,-4,-25,18,37,5,-37,-37,-40
-16,-60,-30,33,2,-43,21,14,-21,-49,-36,-10
-13,-14,-35,19,-1,-34,13,5,-4,-31,-9,-29
-16,-35,-23,8,18,-41,10,1,-3,-3,-37,-21
-7,-42,-1,14,12,-20,43,32,-14,-4,-23,-35
-9,-32,-23,10,-12,-10,25,23,-26,-2,-46,-12
-15,-12,-5,21,4,-27,3,7,21,-9,-19,9
11,-24,-9,17,4,2,0,7,-34,-4,-15,-21
-11,25,13,13,3,-6,9,10,4,-14,-21,-28
-19,-8,6,11,-15,-34,11,-19,-29,-16,16,-18
10,-9,-3,6,17,39,12,3,0,5,-4,9
1,8,-12,-7,4,8,3,2,3,-8,0,15
23,29,-2,15,-18,-4,-11,-13,-16,-16,-8,3
27,4,-9,-25,-2,5,-13,-11,4,14,10,-4
27,31,25,-16,3,29,-13,-6,1,11,17,25
31,41,7,-4,11,43,4,-11,14,30,42,30
14,30,37,-16,-21,39,-10,-37,8,40,11,43
12,35,47,-21,2,37,-5,-30,37,26,22,26
19,32,42,-56,-4,23,-5,-29,3,51,51,29
